Year,Geography,Selected demographic characteristics,Gender,Value
2018,Saskatchewan,Total - age,Female gender,30.88
2018,Saskatchewan,Total - age,Gender diverse,
2018,Saskatchewan,15 to 24 years,Total - gender,20.06
2018,Saskatchewan,15 to 24 years,Male gender,9.1
2018,Saskatchewan,15 to 24 years,Female gender,31.95
2018,Saskatchewan,15 to 24 years,Gender diverse,
2018,Saskatchewan,25 to 34 years,Total - gender,22.55
2018,Saskatchewan,25 to 34 years,Male gender,8.57
2018,Saskatchewan,25 to 34 years,Female gender,36.59
2018,Saskatchewan,25 to 34 years,Gender diverse,
2018,Saskatchewan,35 to 44 years,Total - gender,20.57
2018,Saskatchewan,35 to 44 years,Male gender,7.97
2018,Saskatchewan,35 to 44 years,Female gender,33.4
2018,Saskatchewan,35 to 44 years,Gender diverse,
2018,Saskatchewan,45 to 54 years,Total - gender,21.27
2018,Saskatchewan,45 to 54 years,Male gender,10.09
2018,Saskatchewan,45 to 54 years,Female gender,32.48
2018,Saskatchewan,45 to 54 years,Gender diverse,
2018,Saskatchewan,55 years and over,Total - gender,15.98
2018,Saskatchewan,55 years and over,Male gender,5.9
2018,Saskatchewan,55 years and over,Female gender,25.65
2018,Saskatchewan,55 years and over,Gender diverse,
2018,Saskatchewan,Total - immigrant status,Total - gender,19.38
2018,Saskatchewan,Total - immigrant status,Male gender,7.89
2018,Saskatchewan,Total - immigrant status,Female gender,30.88
2018,Saskatchewan,Total - immigrant status,Gender diverse,
2018,Saskatchewan,Non-immigrants,Total - gender,20.7
2018,Saskatchewan,Non-immigrants,Male gender,8.0
2018,Saskatchewan,Non-immigrants,Female gender,32.86
2018,Saskatchewan,Non-immigrants,Gender diverse,
2018,Saskatchewan,Immigrants,Total - gender,11.46
2018,Saskatchewan,Immigrants,Male gender,7.45
2018,Saskatchewan,Immigrants,Female gender,16.79
2018,Saskatchewan,Immigrants,Gender diverse,
2018,Saskatchewan,Not stated - immigrant status,Total - gender,
2018,Saskatchewan,Not stated - immigrant status,Male gender,
2018,Saskatchewan,Not stated - immigrant status,Female gender,
2018,Saskatchewan,Not stated - immigrant status,Gender diverse,
2018,Saskatchewan,Total - visible minority population,Total - gender,19.38
2018,Saskatchewan,Total - visible minority population,Male gender,7.89
2018,Saskatchewan,Total - visible minority population,Female gender,30.88
2018,Saskatchewan,Total - visible minority population,Gender diverse,
2018,Saskatchewan,Visible minority population,Total - gender,10.83
2018,Saskatchewan,Visible minority population,Male gender,
2018,Saskatchewan,Visible minority population,Female gender,16.98
2018,Saskatchewan,Visible minority population,Gender diverse,
2018,Saskatchewan,Not a visible minority,Total - gender,20.51
2018,Saskatchewan,Not a visible minority,Male gender,8.06
2018,Saskatchewan,Not a visible minority,Female gender,32.49
2018,Saskatchewan,Not a visible minority,Gender diverse,
2018,Saskatchewan,Not stated - visible minority population,Total - gender,
2018,Saskatchewan,Not stated - visible minority population,Male gender,
2018,Saskatchewan,Not stated - visible minority population,Female gender,
2018,Saskatchewan,Not stated - visible minority population,Gender diverse,
2018,Saskatchewan,Total - population by indigenous identity,Total - gender,19.38
2018,Saskatchewan,Total - population by indigenous identity,Male gender,7.89
2018,Saskatchewan,Total - population by indigenous identity,Female gender,30.88
2018,Saskatchewan,Total - population by indigenous identity,Gender diverse,
2018,Saskatchewan,Indigenous identity,Total - gender,24.84
2018,Saskatchewan,Indigenous identity,Male gender,8.47
2018,Saskatchewan,Indigenous identity,Female gender,41.23
2018,Saskatchewan,Indigenous identity,Gender diverse,
2018,Saskatchewan,First Nations (North American Indian),Total - gender,19.92
2018,Saskatchewan,First Nations (North American Indian),Male gender,
2018,Saskatchewan,First Nations (North American Indian),Female gender,40.26
2018,Saskatchewan,First Nations (North American Indian),Gender diverse,
2018,Saskatchewan,data.M�tis,Total - gender,25.57
2018,Saskatchewan,data.M�tis,Male gender,
2018,Saskatchewan,data.M�tis,Female gender,39.34
2018,Saskatchewan,data.M�tis,Gender diverse,
2018,Saskatchewan,Inuk (Inuit),Total - gender,
2018,Saskatchewan,Inuk (Inuit),Male gender,
2018,Saskatchewan,Inuk (Inuit),Female gender,
2018,Saskatchewan,Inuk (Inuit),Gender diverse,
2018,Saskatchewan,Other indigenous identity,Total - gender,
2018,Saskatchewan,Other indigenous identity,Male gender,
2018,Saskatchewan,Other indigenous identity,Female gender,
2018,Saskatchewan,Other indigenous identity,Gender diverse,
2018,Saskatchewan,Non-indigenous identity,Total - gender,18.92
2018,Saskatchewan,Non-indigenous identity,Male gender,7.91
2018,Saskatchewan,Non-indigenous identity,Female gender,30.13
2018,Saskatchewan,Non-indigenous identity,Gender diverse,
2018,Saskatchewan,Not stated - population by indigenous identity,Total - gender,20.04
2018,Saskatchewan,Not stated - population by indigenous identity,Male gender,
2018,Saskatchewan,Not stated - population by indigenous identity,Female gender,
2018,Saskatchewan,Not stated - population by indigenous identity,Gender diverse,
2018,Saskatchewan,Total - disability status,Total - gender,19.38
2018,Saskatchewan,Total - disability status,Male gender,7.89
2018,Saskatchewan,Total - disability status,Female gender,30.88
2018,Saskatchewan,Total - disability status,Gender diverse,
2018,Saskatchewan,Has a disability,Total - gender,28.98
2018,Saskatchewan,Has a disability,Male gender,11.11
2018,Saskatchewan,Has a disability,Female gender,43.57
2018,Saskatchewan,Has a disability,Gender diverse,
2018,Saskatchewan,Does not have a disability,Total - gender,14.35
2018,Saskatchewan,Does not have a disability,Male gender,6.44
2018,Saskatchewan,Does not have a disability,Female gender,23.2
2018,Saskatchewan,Does not have a disability,Gender diverse,
2018,Saskatchewan,Total - sexual orientation,Total - gender,19.38
2018,Saskatchewan,Total - sexual orientation,Male gender,7.89
2018,Saskatchewan,Total - sexual orientation,Female gender,30.88
2018,Saskatchewan,Total - sexual orientation,Gender diverse,
2018,Saskatchewan,Heterosexual,Total - gender,19.06
2018,Saskatchewan,Heterosexual,Male gender,7.98
2018,Saskatchewan,Heterosexual,Female gender,30.26
2018,Saskatchewan,Heterosexual,Gender diverse,
2018,Saskatchewan,Sexual minority,Total - gender,31.91
2018,Saskatchewan,Sexual minority,Male gender,
2018,Saskatchewan,Sexual minority,Female gender,51.73
2018,Saskatchewan,Sexual minority,Gender diverse,
2018,Saskatchewan,Lesbian or gay,Total - gender,
2018,Saskatchewan,Lesbian or gay,Male gender,
2018,Saskatchewan,Lesbian or gay,Female gender,
2018,Saskatchewan,Lesbian or gay,Gender diverse,
2018,Saskatchewan,Bisexual or pansexual,Total - gender,32.5
2018,Saskatchewan,Bisexual or pansexual,Male gender,
2018,Saskatchewan,Bisexual or pansexual,Female gender,
2018,Saskatchewan,Bisexual or pansexual,Gender diverse,
2018,Saskatchewan,Sexual orientation not elsewhere classified,Total - gender,
2018,Saskatchewan,Sexual orientation not elsewhere classified,Male gender,
2018,Saskatchewan,Sexual orientation not elsewhere classified,Female gender,
2018,Saskatchewan,Sexual orientation not elsewhere classified,Gender diverse,
2018,Saskatchewan,Not stated - sexual orientation,Total - gender,16.39
2018,Saskatchewan,Not stated - sexual orientation,Male gender,
2018,Saskatchewan,Not stated - sexual orientation,Female gender,27.22
2018,Saskatchewan,Not stated - sexual orientation,Gender diverse,
2018,Alberta,Total - age,Total - gender,22.29
2018,Alberta,Total - age,Male gender,9.41
2018,Alberta,Total - age,Female gender,35.25
2018,Alberta,Total - age,Gender diverse,
2018,Alberta,15 to 24 years,Total - gender,22.02
2018,Alberta,15 to 24 years,Male gender,9.33
2018,Alberta,15 to 24 years,Female gender,34.59
2018,Alberta,15 to 24 years,Gender diverse,
2018,Alberta,25 to 34 years,Total - gender,29.41
2018,Alberta,25 to 34 years,Male gender,13.18
2018,Alberta,25 to 34 years,Female gender,45.71
2018,Alberta,25 to 34 years,Gender diverse,
2018,Alberta,35 to 44 years,Total - gender,22.72
2018,Alberta,35 to 44 years,Male gender,12.61
2018,Alberta,35 to 44 years,Female gender,33.33
2018,Alberta,35 to 44 years,Gender diverse,
2018,Alberta,45 to 54 years,Total - gender,19.2
2018,Alberta,45 to 54 years,Male gender,6.67
2018,Alberta,45 to 54 years,Female gender,32.54
2018,Alberta,45 to 54 years,Gender diverse,
2018,Alberta,55 years and over,Total - gender,19.12
2018,Alberta,55 years and over,Male gender,6.32
2018,Alberta,55 years and over,Female gender,31.43
2018,Alberta,55 years and over,Gender diverse,
2018,Alberta,Total - immigrant status,Total - gender,22.29
2018,Alberta,Total - immigrant status,Male gender,9.41
2018,Alberta,Total - immigrant status,Female gender,35.25
2018,Alberta,Total - immigrant status,Gender diverse,
2018,Alberta,Non-immigrants,Total - gender,25.07
2018,Alberta,Non-immigrants,Male gender,10.5
2018,Alberta,Non-immigrants,Female gender,38.56
2018,Alberta,Non-immigrants,Gender diverse,
2018,Alberta,Immigrants,Total - gender,13.48
2018,Alberta,Immigrants,Male gender,6.33
2018,Alberta,Immigrants,Female gender,22.73
2018,Alberta,Immigrants,Gender diverse,
2018,Alberta,Not stated - immigrant status,Total - gender,
2018,Alberta,Not stated - immigrant status,Male gender,
2018,Alberta,Not stated - immigrant status,Female gender,
2018,Alberta,Not stated - immigrant status,Gender diverse,
2018,Alberta,Total - visible minority population,Total - gender,22.29
2018,Alberta,Total - visible minority population,Male gender,9.41
2018,Alberta,Total - visible minority population,Female gender,35.25
2018,Alberta,Total - visible minority population,Gender diverse,
2018,Alberta,Visible minority population,Total - gender,13.26
2018,Alberta,Visible minority population,Male gender,6.05
2018,Alberta,Visible minority population,Female gender,22.33
2018,Alberta,Visible minority population,Gender diverse,
2018,Alberta,Not a visible minority,Total - gender,24.69
2018,Alberta,Not a visible minority,Male gender,10.21
2018,Alberta,Not a visible minority,Female gender,38.28
2018,Alberta,Not a visible minority,Gender diverse,
2018,Alberta,Not stated - visible minority population,Total - gender,22.12
2018,Alberta,Not stated - visible minority population,Male gender,
2018,Alberta,Not stated - visible minority population,Female gender,
2018,Alberta,Not stated - visible minority population,Gender diverse,
2018,Alberta,Total - population by indigenous identity,Total - gender,22.29
2018,Alberta,Total - population by indigenous identity,Male gender,9.41
2018,Alberta,Total - population by indigenous identity,Female gender,35.25
2018,Alberta,Total - population by indigenous identity,Gender diverse,
2018,Alberta,Indigenous identity,Total - gender,33.5
2018,Alberta,Indigenous identity,Male gender,13.66
2018,Alberta,Indigenous identity,Female gender,48.94
2018,Alberta,Indigenous identity,Gender diverse,
2018,Alberta,First Nations (North American Indian),Total - gender,34.28
2018,Alberta,First Nations (North American Indian),Male gender,
2018,Alberta,First Nations (North American Indian),Female gender,
2018,Alberta,First Nations (North American Indian),Gender diverse,
2018,Alberta,data.M�tis,Total - gender,35.27
2018,Alberta,data.M�tis,Male gender,20.87
2018,Alberta,data.M�tis,Female gender,48.92
2018,Alberta,data.M�tis,Gender diverse,
2018,Alberta,Inuk (Inuit),Total - gender,
2018,Alberta,Inuk (Inuit),Male gender,
2018,Alberta,Inuk (Inuit),Female gender,
2018,Alberta,Inuk (Inuit),Gender diverse,
2018,Alberta,Other indigenous identity,Total - gender,
2018,Alberta,Other indigenous identity,Male gender,
2018,Alberta,Other indigenous identity,Female gender,
2018,Alberta,Other indigenous identity,Gender diverse,
2018,Alberta,Non-indigenous identity,Total - gender,21.63
2018,Alberta,Non-indigenous identity,Male gender,9.06
2018,Alberta,Non-indigenous identity,Female gender,34.41
2018,Alberta,Non-indigenous identity,Gender diverse,
2018,Alberta,Not stated - population by indigenous identity,Total - gender,27.39
2018,Alberta,Not stated - population by indigenous identity,Male gender,
2018,Alberta,Not stated - population by indigenous identity,Female gender,
2018,Alberta,Not stated - population by indigenous identity,Gender diverse,
2018,Alberta,Total - disability status,Total - gender,22.29
2018,Alberta,Total - disability status,Male gender,9.41
2018,Alberta,Total - disability status,Female gender,35.25
2018,Alberta,Total - disability status,Gender diverse,
2018,Alberta,Has a disability,Total - gender,31.27
2018,Alberta,Has a disability,Male gender,15.1
2018,Alberta,Has a disability,Female gender,43.0
2018,Alberta,Has a disability,Gender diverse,
2018,Alberta,Does not have a disability,Total - gender,17.5
2018,Alberta,Does not have a disability,Male gender,7.04
2018,Alberta,Does not have a disability,Female gender,30.06
2018,Alberta,Does not have a disability,Gender diverse,
2018,Alberta,Total - sexual orientation,Total - gender,22.29
2018,Alberta,Total - sexual orientation,Male gender,9.41
2018,Alberta,Total - sexual orientation,Female gender,35.25
2018,Alberta,Total - sexual orientation,Gender diverse,
2018,Alberta,Heterosexual,Total - gender,21.2
2018,Alberta,Heterosexual,Male gender,8.72
2018,Alberta,Heterosexual,Female gender,34.24
2018,Alberta,Heterosexual,Gender diverse,
2018,Alberta,Sexual minority,Total - gender,56.45
2018,Alberta,Sexual minority,Male gender,39.22
2018,Alberta,Sexual minority,Female gender,64.46
2018,Alberta,Sexual minority,Gender diverse,
2018,Alberta,Lesbian or gay,Total - gender,36.25
2018,Alberta,Lesbian or gay,Male gender,
2018,Alberta,Lesbian or gay,Female gender,
2018,Alberta,Lesbian or gay,Gender diverse,
2018,Alberta,Bisexual or pansexual,Total - gender,65.25
2018,Alberta,Bisexual or pansexual,Male gender,
2018,Alberta,Bisexual or pansexual,Female gender,68.84
2018,Alberta,Bisexual or pansexual,Gender diverse,
2018,Alberta,Sexual orientation not elsewhere classified,Total - gender,
2018,Alberta,Sexual orientation not elsewhere classified,Male gender,
2018,Alberta,Sexual orientation not elsewhere classified,Female gender,
2018,Alberta,Sexual orientation not elsewhere classified,Gender diverse,
2018,Alberta,Not stated - sexual orientation,Total - gender,9.92
2018,Alberta,Not stated - sexual orientation,Male gender,
2018,Alberta,Not stated - sexual orientation,Female gender,15.88
2018,Alberta,Not stated - sexual orientation,Gender diverse,
2018,British Columbia,Total - age,Total - gender,23.95
2018,British Columbia,Total - age,Male gender,11.08
2018,British Columbia,Total - age,Female gender,36.54
2018,British Columbia,Total - age,Gender diverse,
2018,British Columbia,15 to 24 years,Total - gender,19.59
2018,British Columbia,15 to 24 years,Male gender,7.55
2018,British Columbia,15 to 24 years,Female gender,32.76
2018,British Columbia,15 to 24 years,Gender diverse,
2018,British Columbia,25 to 34 years,Total - gender,32.01
2018,British Columbia,25 to 34 years,Male gender,17.63
2018,British Columbia,25 to 34 years,Female gender,46.79
2018,British Columbia,25 to 34 years,Gender diverse,
2018,British Columbia,35 to 44 years,Total - gender,29.13
2018,British Columbia,35 to 44 years,Male gender,12.98
2018,British Columbia,35 to 44 years,Female gender,44.93
2018,British Columbia,35 to 44 years,Gender diverse,
2018,British Columbia,45 to 54 years,Total - gender,26.31
2018,British Columbia,45 to 54 years,Male gender,14.36
2018,British Columbia,45 to 54 years,Female gender,37.59
2018,British Columbia,45 to 54 years,Gender diverse,
2018,British Columbia,55 years and over,Total - gender,19.14
2018,British Columbia,55 years and over,Male gender,7.46
2018,British Columbia,55 years and over,Female gender,30.01
2018,British Columbia,55 years and over,Gender diverse,
2018,British Columbia,Total - immigrant status,Total - gender,23.95
2018,British Columbia,Total - immigrant status,Male gender,11.08
2018,British Columbia,Total - immigrant status,Female gender,36.54
2018,British Columbia,Total - immigrant status,Gender diverse,
2018,British Columbia,Non-immigrants,Total - gender,28.25
2018,British Columbia,Non-immigrants,Male gender,12.76
2018,British Columbia,Non-immigrants,Female gender,42.54
2018,British Columbia,Non-immigrants,Gender diverse,
2018,British Columbia,Immigrants,Total - gender,14.79
2018,British Columbia,Immigrants,Male gender,7.44
2018,British Columbia,Immigrants,Female gender,22.85
2018,British Columbia,Immigrants,Gender diverse,
2018,British Columbia,Not stated - immigrant status,Total - gender,
2018,British Columbia,Not stated - immigrant status,Male gender,
2018,British Columbia,Not stated - immigrant status,Female gender,
2018,British Columbia,Not stated - immigrant status,Gender diverse,
2018,British Columbia,Total - visible minority population,Total - gender,23.95
2018,British Columbia,Total - visible minority population,Male gender,11.08
2018,British Columbia,Total - visible minority population,Female gender,36.54
2018,British Columbia,Total - visible minority population,Gender diverse,
2018,British Columbia,Visible minority population,Total - gender,13.89
2018,British Columbia,Visible minority population,Male gender,6.81
2018,British Columbia,Visible minority population,Female gender,21.5
2018,British Columbia,Visible minority population,Gender diverse,
2018,British Columbia,Not a visible minority,Total - gender,28.44
2018,British Columbia,Not a visible minority,Male gender,13.02
2018,British Columbia,Not a visible minority,Female gender,42.87
2018,British Columbia,Not a visible minority,Gender diverse,
2018,British Columbia,Not stated - visible minority population,Total - gender,
2018,British Columbia,Not stated - visible minority population,Male gender,
2018,British Columbia,Not stated - visible minority population,Female gender,
2018,British Columbia,Not stated - visible minority population,Gender diverse,
2018,British Columbia,Total - population by indigenous identity,Total - gender,23.95
2018,British Columbia,Total - population by indigenous identity,Male gender,11.08
2018,British Columbia,Total - population by indigenous identity,Female gender,36.54
2018,British Columbia,Total - population by indigenous identity,Gender diverse,
2018,British Columbia,Indigenous identity,Total - gender,36.77
2018,British Columbia,Indigenous identity,Male gender,21.13
2018,British Columbia,Indigenous identity,Female gender,50.75
2018,British Columbia,Indigenous identity,Gender diverse,
2018,British Columbia,First Nations (North American Indian),Total - gender,33.19
2018,British Columbia,First Nations (North American Indian),Male gender,
2018,British Columbia,First Nations (North American Indian),Female gender,
2018,British Columbia,First Nations (North American Indian),Gender diverse,
2018,British Columbia,data.M�tis,Total - gender,43.27
2018,British Columbia,data.M�tis,Male gender,
2018,British Columbia,data.M�tis,Female gender,
2018,British Columbia,data.M�tis,Gender diverse,
2018,British Columbia,Inuk (Inuit),Total - gender,
2018,British Columbia,Inuk (Inuit),Male gender,
2018,British Columbia,Inuk (Inuit),Female gender,
2018,British Columbia,Inuk (Inuit),Gender diverse,
2018,British Columbia,Other indigenous identity,Total - gender,
2018,British Columbia,Other indigenous identity,Male gender,
2018,British Columbia,Other indigenous identity,Female gender,
2018,British Columbia,Other indigenous identity,Gender diverse,
2018,British Columbia,Non-indigenous identity,Total - gender,23.53
2018,British Columbia,Non-indigenous identity,Male gender,10.75
2018,British Columbia,Non-indigenous identity,Female gender,36.11
2018,British Columbia,Non-indigenous identity,Gender diverse,
2018,British Columbia,Not stated - population by indigenous identity,Total - gender,15.92
2018,British Columbia,Not stated - population by indigenous identity,Male gender,
2018,British Columbia,Not stated - population by indigenous identity,Female gender,
2018,British Columbia,Not stated - population by indigenous identity,Gender diverse,
2018,British Columbia,Total - disability status,Total - gender,23.95
2018,British Columbia,Total - disability status,Male gender,11.08
2018,British Columbia,Total - disability status,Female gender,36.54
2018,British Columbia,Total - disability status,Gender diverse,
2018,British Columbia,Has a disability,Total - gender,31.54
2018,British Columbia,Has a disability,Male gender,13.74
2018,British Columbia,Has a disability,Female gender,45.72
2018,British Columbia,Has a disability,Gender diverse,
2018,British Columbia,Does not have a disability,Total - gender,19.28
2018,British Columbia,Does not have a disability,Male gender,9.69
2018,British Columbia,Does not have a disability,Female gender,29.92
2018,British Columbia,Does not have a disability,Gender diverse,
2018,British Columbia,Total - sexual orientation,Total - gender,23.95
2018,British Columbia,Total - sexual orientation,Male gender,11.08
2018,British Columbia,Total - sexual orientation,Female gender,36.54
2018,British Columbia,Total - sexual orientation,Gender diverse,
2018,British Columbia,Heterosexual,Total - gender,23.42
2018,British Columbia,Heterosexual,Male gender,10.71
2018,British Columbia,Heterosexual,Female gender,35.95
2018,British Columbia,Heterosexual,Gender diverse,
2018,British Columbia,Sexual minority,Total - gender,42.65
2018,British Columbia,Sexual minority,Male gender,27.17
2018,British Columbia,Sexual minority,Female gender,55.72
2018,British Columbia,Sexual minority,Gender diverse,
2018,British Columbia,Lesbian or gay,Total - gender,34.37
2018,British Columbia,Lesbian or gay,Male gender,33.75
2018,British Columbia,Lesbian or gay,Female gender,
2018,British Columbia,Lesbian or gay,Gender diverse,
2018,British Columbia,Bisexual or pansexual,Total - gender,54.78
2018,British Columbia,Bisexual or pansexual,Male gender,
2018,British Columbia,Bisexual or pansexual,Female gender,68.65
2018,British Columbia,Bisexual or pansexual,Gender diverse,
2018,British Columbia,Sexual orientation not elsewhere classified,Total - gender,
2018,British Columbia,Sexual orientation not elsewhere classified,Male gender,
2018,British Columbia,Sexual orientation not elsewhere classified,Female gender,
2018,British Columbia,Sexual orientation not elsewhere classified,Gender diverse,
2018,British Columbia,Not stated - sexual orientation,Total - gender,13.86
2018,British Columbia,Not stated - sexual orientation,Male gender,
2018,British Columbia,Not stated - sexual orientation,Female gender,24.28
2018,British Columbia,Not stated - sexual orientation,Gender diverse,
2018,Yukon,Total - age,Total - gender,32.67
2018,Yukon,Total - age,Male gender,16.47
2018,Yukon,Total - age,Female gender,49.55
2018,Yukon,Total - age,Gender diverse,
2018,Yukon,15 to 24 years,Total - gender,19.82
2018,Yukon,15 to 24 years,Male gender,
2018,Yukon,15 to 24 years,Female gender,
2018,Yukon,15 to 24 years,Gender diverse,
2018,Yukon,25 to 34 years,Total - gender,38.85
2018,Yukon,25 to 34 years,Male gender,20.29
2018,Yukon,25 to 34 years,Female gender,58.39
2018,Yukon,25 to 34 years,Gender diverse,
2018,Yukon,35 to 44 years,Total - gender,36.23
2018,Yukon,35 to 44 years,Male gender,12.43
2018,Yukon,35 to 44 years,Female gender,59.49
2018,Yukon,35 to 44 years,Gender diverse,
2018,Yukon,45 to 54 years,Total - gender,40.99
2018,Yukon,45 to 54 years,Male gender,26.73
2018,Yukon,45 to 54 years,Female gender,54.99
2018,Yukon,45 to 54 years,Gender diverse,
2018,Yukon,55 years and over,Total - gender,29.12
2018,Yukon,55 years and over,Male gender,17.49
2018,Yukon,55 years and over,Female gender,41.54
2018,Yukon,55 years and over,Gender diverse,
2018,Yukon,Total - immigrant status,Total - gender,32.67
2018,Yukon,Total - immigrant status,Male gender,16.47
2018,Yukon,Total - immigrant status,Female gender,49.55
2018,Yukon,Total - immigrant status,Gender diverse,
2018,Yukon,Non-immigrants,Total - gender,35.17
2018,Yukon,Non-immigrants,Male gender,17.15
2018,Yukon,Non-immigrants,Female gender,54.69
2018,Yukon,Non-immigrants,Gender diverse,
2018,Yukon,Immigrants,Total - gender,21.58
2018,Yukon,Immigrants,Male gender,13.21
2018,Yukon,Immigrants,Female gender,29.08
2018,Yukon,Immigrants,Gender diverse,
2018,Yukon,Not stated - immigrant status,Total - gender,
2018,Yukon,Not stated - immigrant status,Male gender,
2018,Yukon,Not stated - immigrant status,Female gender,
2018,Yukon,Not stated - immigrant status,Gender diverse,
2018,Yukon,Total - visible minority population,Total - gender,32.67
2018,Yukon,Total - visible minority population,Male gender,16.47
2018,Yukon,Total - visible minority population,Female gender,49.55
2018,Yukon,Total - visible minority population,Gender diverse,
2018,Yukon,Visible minority population,Total - gender,16.56
2018,Yukon,Visible minority population,Male gender,
2018,Yukon,Visible minority population,Female gender,
2018,Yukon,Visible minority population,Gender diverse,
2018,Yukon,Not a visible minority,Total - gender,34.52
2018,Yukon,Not a visible minority,Male gender,16.75
2018,Yukon,Not a visible minority,Female gender,53.43
2018,Yukon,Not a visible minority,Gender diverse,
2018,Yukon,Not stated - visible minority population,Total - gender,
2018,Yukon,Not stated - visible minority population,Male gender,
2018,Yukon,Not stated - visible minority population,Female gender,
2018,Yukon,Not stated - visible minority population,Gender diverse,
2018,Yukon,Total - population by indigenous identity,Total - gender,32.67
2018,Yukon,Total - population by indigenous identity,Male gender,16.47
2018,Yukon,Total - population by indigenous identity,Female gender,49.55
2018,Yukon,Total - population by indigenous identity,Gender diverse,
2018,Yukon,Indigenous identity,Total - gender,32.93
2018,Yukon,Indigenous identity,Male gender,10.94
2018,Yukon,Indigenous identity,Female gender,57.98
2018,Yukon,Indigenous identity,Gender diverse,
2018,Yukon,First Nations (North American Indian),Total - gender,33.18
2018,Yukon,First Nations (North American Indian),Male gender,11.65
2018,Yukon,First Nations (North American Indian),Female gender,60.55
2018,Yukon,First Nations (North American Indian),Gender diverse,
2018,Yukon,data.M�tis,Total - gender,
2018,Yukon,data.M�tis,Male gender,
2018,Yukon,data.M�tis,Female gender,
2018,Yukon,data.M�tis,Gender diverse,
2018,Yukon,Inuk (Inuit),Total - gender,
2018,Yukon,Inuk (Inuit),Male gender,
2018,Yukon,Inuk (Inuit),Female gender,
2018,Yukon,Inuk (Inuit),Gender diverse,
2018,Yukon,Other indigenous identity,Total - gender,
2018,Yukon,Other indigenous identity,Male gender,
2018,Yukon,Other indigenous identity,Female gender,
2018,Yukon,Other indigenous identity,Gender diverse,
2018,Yukon,Non-indigenous identity,Total - gender,32.47
2018,Yukon,Non-indigenous identity,Male gender,18.29
2018,Yukon,Non-indigenous identity,Female gender,46.79
2018,Yukon,Non-indigenous identity,Gender diverse,
2018,Yukon,Not stated - population by indigenous identity,Total - gender,
2018,Yukon,Not stated - population by indigenous identity,Male gender,
2018,Yukon,Not stated - population by indigenous identity,Female gender,
2018,Yukon,Not stated - population by indigenous identity,Gender diverse,
2018,Yukon,Total - disability status,Total - gender,32.67
2018,Yukon,Total - disability status,Male gender,16.47
2018,Yukon,Total - disability status,Female gender,49.55
2018,Yukon,Total - disability status,Gender diverse,
2018,Yukon,Has a disability,Total - gender,42.86
2018,Yukon,Has a disability,Male gender,20.52
2018,Yukon,Has a disability,Female gender,61.44
2018,Yukon,Has a disability,Gender diverse,
2018,Yukon,Does not have a disability,Total - gender,25.59
2018,Yukon,Does not have a disability,Male gender,14.15
2018,Yukon,Does not have a disability,Female gender,39.54
2018,Yukon,Does not have a disability,Gender diverse,
2018,Yukon,Total - sexual orientation,Total - gender,32.67
2018,Yukon,Total - sexual orientation,Male gender,16.47
2018,Yukon,Total - sexual orientation,Female gender,49.55
2018,Yukon,Total - sexual orientation,Gender diverse,
2018,Yukon,Heterosexual,Total - gender,31.56
2018,Yukon,Heterosexual,Male gender,16.19
2018,Yukon,Heterosexual,Female gender,48.28
2018,Yukon,Heterosexual,Gender diverse,
2018,Yukon,Sexual minority,Total - gender,
2018,Yukon,Sexual minority,Male gender,
2018,Yukon,Sexual minority,Female gender,
2018,Yukon,Sexual minority,Gender diverse,
2018,Yukon,Lesbian or gay,Total - gender,
2018,Yukon,Lesbian or gay,Male gender,
2018,Yukon,Lesbian or gay,Female gender,
2018,Yukon,Lesbian or gay,Gender diverse,
2018,Yukon,Bisexual or pansexual,Total - gender,
2018,Yukon,Bisexual or pansexual,Male gender,
2018,Yukon,Bisexual or pansexual,Female gender,
2018,Yukon,Bisexual or pansexual,Gender diverse,
2018,Yukon,Sexual orientation not elsewhere classified,Total - gender,
2018,Yukon,Sexual orientation not elsewhere classified,Male gender,
2018,Yukon,Sexual orientation not elsewhere classified,Female gender,
2018,Yukon,Sexual orientation not elsewhere classified,Gender diverse,
2018,Yukon,Not stated - sexual orientation,Total - gender,
2018,Yukon,Not stated - sexual orientation,Male gender,
2018,Yukon,Not stated - sexual orientation,Female gender,
2018,Yukon,Not stated - sexual orientation,Gender diverse,
2018,Northwest Territories,Total - age,Total - gender,24.3
2018,Northwest Territories,Total - age,Male gender,11.85
2018,Northwest Territories,Total - age,Female gender,37.04
2018,Northwest Territories,Total - age,Gender diverse,
2018,Northwest Territories,15 to 24 years,Total - gender,21.22
2018,Northwest Territories,15 to 24 years,Male gender,
2018,Northwest Territories,15 to 24 years,Female gender,
2018,Northwest Territories,15 to 24 years,Gender diverse,
2018,Northwest Territories,25 to 34 years,Total - gender,22.62
2018,Northwest Territories,25 to 34 years,Male gender,
2018,Northwest Territories,25 to 34 years,Female gender,35.99
2018,Northwest Territories,25 to 34 years,Gender diverse,
2018,Northwest Territories,35 to 44 years,Total - gender,28.27
2018,Northwest Territories,35 to 44 years,Male gender,17.06
2018,Northwest Territories,35 to 44 years,Female gender,39.53
2018,Northwest Territories,35 to 44 years,Gender diverse,
2018,Northwest Territories,45 to 54 years,Total - gender,30.79
2018,Northwest Territories,45 to 54 years,Male gender,15.3
2018,Northwest Territories,45 to 54 years,Female gender,46.94
2018,Northwest Territories,45 to 54 years,Gender diverse,
