Year,Units,Geography,data.Core public infrastructure assets,data.Type of municipality by population size,Value
2018,Number,data.Quebec ,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",53.0
2018,Number,data.Quebec ,data.Wastewater,"data.Urban municipalities, population 30,000 or more",22.0
2018,Number,data.Quebec ,data.Wastewater,data.All rural municipalities,317.0
2018,Number,data.Quebec ,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",285.0
2018,Number,data.Quebec ,data.Wastewater,"data.Rural municipalities, population 5,000 or more",32.0
2018,Number,Saskatchewan,data.Bridges and tunnels,data.All municipalities,128.0
2018,Number,Saskatchewan,data.Bridges and tunnels,data.All urban municipalities,5.0
2018,Number,Saskatchewan,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",3.0
2018,Number,Saskatchewan,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Saskatchewan,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",2.0
2018,Number,Saskatchewan,data.Bridges and tunnels,data.All rural municipalities,124.0
2018,Number,Saskatchewan,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",124.0
2018,Number,Saskatchewan,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities",data.All municipalities,123.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities",data.All urban municipalities,36.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",28.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",5.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",2.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities",data.All rural municipalities,87.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",87.0
2018,Number,Saskatchewan,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,data.Potable water,data.All municipalities,150.0
2018,Number,Saskatchewan,data.Potable water,data.All urban municipalities,49.0
2018,Number,Saskatchewan,data.Potable water,"data.Urban municipalities, population 1 to 4,999",40.0
2018,Number,Saskatchewan,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",7.0
2018,Number,Saskatchewan,data.Potable water,"data.Urban municipalities, population 30,000 or more",2.0
2018,Number,Saskatchewan,data.Potable water,data.All rural municipalities,101.0
2018,Number,Saskatchewan,data.Potable water,"data.Rural municipalities, population 1 to 4,999",101.0
2018,Number,Saskatchewan,data.Potable water,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,Public transit,data.All municipalities,24.0
2018,Number,Saskatchewan,Public transit,data.All urban municipalities,4.0
2018,Number,Saskatchewan,Public transit,"data.Urban municipalities, population 1 to 4,999",3.0
2018,Number,Saskatchewan,Public transit,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Saskatchewan,Public transit,"data.Urban municipalities, population 30,000 or more",1.0
2018,Number,Saskatchewan,Public transit,data.All rural municipalities,20.0
2018,Number,Saskatchewan,Public transit,"data.Rural municipalities, population 1 to 4,999",20.0
2018,Number,Saskatchewan,Public transit,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,data.Roads,data.All municipalities,232.0
2018,Number,Saskatchewan,data.Roads,data.All urban municipalities,29.0
2018,Number,Saskatchewan,data.Roads,"data.Urban municipalities, population 1 to 4,999",20.0
2018,Number,Saskatchewan,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",6.0
2018,Number,Saskatchewan,data.Roads,"data.Urban municipalities, population 30,000 or more",3.0
2018,Number,Saskatchewan,data.Roads,data.All rural municipalities,203.0
2018,Number,Saskatchewan,data.Roads,"data.Rural municipalities, population 1 to 4,999",203.0
2018,Number,Saskatchewan,data.Roads,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,data.Social and affordable housing,data.All municipalities,0.0
2018,Number,Saskatchewan,data.Social and affordable housing,data.All urban municipalities,0.0
2018,Number,Saskatchewan,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Saskatchewan,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Saskatchewan,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Saskatchewan,data.Social and affordable housing,data.All rural municipalities,0.0
2018,Number,Saskatchewan,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0.0
2018,Number,Saskatchewan,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,data.Solid waste,data.All municipalities,101.0
2018,Number,Saskatchewan,data.Solid waste,data.All urban municipalities,29.0
2018,Number,Saskatchewan,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",23.0
2018,Number,Saskatchewan,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",5.0
2018,Number,Saskatchewan,data.Solid waste,"data.Urban municipalities, population 30,000 or more",2.0
2018,Number,Saskatchewan,data.Solid waste,data.All rural municipalities,72.0
2018,Number,Saskatchewan,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",72.0
2018,Number,Saskatchewan,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,data.Stormwater,data.All municipalities,110.0
2018,Number,Saskatchewan,data.Stormwater,data.All urban municipalities,36.0
2018,Number,Saskatchewan,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",25.0
2018,Number,Saskatchewan,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",7.0
2018,Number,Saskatchewan,data.Stormwater,"data.Urban municipalities, population 30,000 or more",4.0
2018,Number,Saskatchewan,data.Stormwater,data.All rural municipalities,74.0
2018,Number,Saskatchewan,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",74.0
2018,Number,Saskatchewan,data.Stormwater,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Saskatchewan,data.Wastewater,data.All municipalities,161.0
2018,Number,Saskatchewan,data.Wastewater,data.All urban municipalities,44.0
2018,Number,Saskatchewan,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",34.0
2018,Number,Saskatchewan,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",7.0
2018,Number,Saskatchewan,data.Wastewater,"data.Urban municipalities, population 30,000 or more",3.0
2018,Number,Saskatchewan,data.Wastewater,data.All rural municipalities,117.0
2018,Number,Saskatchewan,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",117.0
2018,Number,Saskatchewan,data.Wastewater,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Bridges and tunnels,data.All municipalities,0.0
2018,Number,Yukon,data.Bridges and tunnels,data.All urban municipalities,0.0
2018,Number,Yukon,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Bridges and tunnels,data.All rural municipalities,0.0
2018,Number,Yukon,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities",data.All municipalities,2.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities",data.All urban municipalities,0.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities",data.All rural municipalities,2.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",2.0
2018,Number,Yukon,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Potable water,data.All municipalities,1.0
2018,Number,Yukon,data.Potable water,data.All urban municipalities,0.0
2018,Number,Yukon,data.Potable water,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Potable water,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Potable water,data.All rural municipalities,1.0
2018,Number,Yukon,data.Potable water,"data.Rural municipalities, population 1 to 4,999",1.0
2018,Number,Yukon,data.Potable water,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,Public transit,data.All municipalities,0.0
2018,Number,Yukon,Public transit,data.All urban municipalities,0.0
2018,Number,Yukon,Public transit,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,Public transit,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,Public transit,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,Public transit,data.All rural municipalities,0.0
2018,Number,Yukon,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,Public transit,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Roads,data.All municipalities,2.0
2018,Number,Yukon,data.Roads,data.All urban municipalities,0.0
2018,Number,Yukon,data.Roads,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Roads,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Roads,data.All rural municipalities,2.0
2018,Number,Yukon,data.Roads,"data.Rural municipalities, population 1 to 4,999",2.0
2018,Number,Yukon,data.Roads,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Social and affordable housing,data.All municipalities,0.0
2018,Number,Yukon,data.Social and affordable housing,data.All urban municipalities,0.0
2018,Number,Yukon,data.Social and affordable housing,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Social and affordable housing,data.All rural municipalities,0.0
2018,Number,Yukon,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Solid waste,data.All municipalities,2.0
2018,Number,Yukon,data.Solid waste,data.All urban municipalities,0.0
2018,Number,Yukon,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Solid waste,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Solid waste,data.All rural municipalities,2.0
2018,Number,Yukon,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",2.0
2018,Number,Yukon,data.Solid waste,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Stormwater,data.All municipalities,2.0
2018,Number,Yukon,data.Stormwater,data.All urban municipalities,0.0
2018,Number,Yukon,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Stormwater,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Stormwater,data.All rural municipalities,2.0
2018,Number,Yukon,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",2.0
2018,Number,Yukon,data.Stormwater,"data.Rural municipalities, population 5,000 or more",0.0
2018,Number,Yukon,data.Wastewater,data.All municipalities,2.0
2018,Number,Yukon,data.Wastewater,data.All urban municipalities,0.0
2018,Number,Yukon,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",0.0
2018,Number,Yukon,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",0.0
2018,Number,Yukon,data.Wastewater,"data.Urban municipalities, population 30,000 or more",0.0
2018,Number,Yukon,data.Wastewater,data.All rural municipalities,2.0
2018,Number,Yukon,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",2.0
2018,Number,Yukon,data.Wastewater,"data.Rural municipalities, population 5,000 or more",0.0
2016,Percentage,Alberta,data.Bridges and tunnels,data.All municipalities,23.08
2016,Percentage,Alberta,data.Bridges and tunnels,data.All urban municipalities,40.54
2016,Percentage,Alberta,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,Alberta,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",36.36
2016,Percentage,Alberta,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",58.33
2016,Percentage,Alberta,data.Bridges and tunnels,data.All rural municipalities,15.0
2016,Percentage,Alberta,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",13.04
2016,Percentage,Alberta,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",17.65
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities",data.All municipalities,26.67
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities",data.All urban municipalities,31.67
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",25.0
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",29.17
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities",data.All rural municipalities,23.58
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",25.76
2016,Percentage,Alberta,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",20.51
2016,Percentage,Alberta,data.Potable water,data.All municipalities,28.26
2016,Percentage,Alberta,data.Potable water,data.All urban municipalities,35.59
2016,Percentage,Alberta,data.Potable water,"data.Urban municipalities, population 1 to 4,999",20.0
2016,Percentage,Alberta,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",29.63
2016,Percentage,Alberta,data.Potable water,"data.Urban municipalities, population 30,000 or more",66.67
2016,Percentage,Alberta,data.Potable water,data.All rural municipalities,24.8
2016,Percentage,Alberta,data.Potable water,"data.Rural municipalities, population 1 to 4,999",27.16
2016,Percentage,Alberta,data.Potable water,"data.Rural municipalities, population 5,000 or more",20.0
2016,Percentage,Alberta,Public transit,data.All municipalities,33.33
2016,Percentage,Alberta,Public transit,data.All urban municipalities,52.0
2016,Percentage,Alberta,Public transit,"data.Urban municipalities, population 5,000 to 29,999",38.46
2016,Percentage,Alberta,Public transit,"data.Urban municipalities, population 30,000 or more",66.67
2016,Percentage,Alberta,Public transit,data.All rural municipalities,5.88
2016,Percentage,Alberta,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,Alberta,Public transit,"data.Rural municipalities, population 5,000 or more",8.33
2016,Percentage,Alberta,data.Roads,data.All municipalities,27.36
2016,Percentage,Alberta,data.Roads,data.All urban municipalities,27.14
2016,Percentage,Alberta,data.Roads,"data.Urban municipalities, population 1 to 4,999",13.33
2016,Percentage,Alberta,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",29.63
2016,Percentage,Alberta,data.Roads,"data.Urban municipalities, population 30,000 or more",53.85
2016,Percentage,Alberta,data.Roads,data.All rural municipalities,27.48
2016,Percentage,Alberta,data.Roads,"data.Rural municipalities, population 1 to 4,999",20.48
2016,Percentage,Alberta,data.Roads,"data.Rural municipalities, population 5,000 or more",39.58
2016,Percentage,Alberta,data.Social and affordable housing,data.All municipalities,28.57
2016,Percentage,Alberta,data.Social and affordable housing,data.All urban municipalities,37.5
2016,Percentage,Alberta,data.Social and affordable housing,"data.Urban municipalities, population 5,000 to 29,999",100.0
2016,Percentage,Alberta,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",28.57
2016,Percentage,Alberta,data.Social and affordable housing,data.All rural municipalities,23.08
2016,Percentage,Alberta,data.Social and affordable housing,"data.Rural municipalities, population 1 to 4,999",37.5
2016,Percentage,Alberta,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2016,Percentage,Alberta,data.Solid waste,data.All municipalities,21.37
2016,Percentage,Alberta,data.Solid waste,data.All urban municipalities,30.23
2016,Percentage,Alberta,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",9.09
2016,Percentage,Alberta,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",30.0
2016,Percentage,Alberta,data.Solid waste,"data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Alberta,data.Solid waste,data.All rural municipalities,17.05
2016,Percentage,Alberta,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",21.82
2016,Percentage,Alberta,data.Solid waste,"data.Rural municipalities, population 5,000 or more",6.25
2016,Percentage,Alberta,data.Stormwater,data.All municipalities,45.4
2016,Percentage,Alberta,data.Stormwater,data.All urban municipalities,46.03
2016,Percentage,Alberta,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",27.27
2016,Percentage,Alberta,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",51.85
2016,Percentage,Alberta,data.Stormwater,"data.Urban municipalities, population 30,000 or more",69.23
2016,Percentage,Alberta,data.Stormwater,data.All rural municipalities,44.55
2016,Percentage,Alberta,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",40.98
2016,Percentage,Alberta,data.Stormwater,"data.Rural municipalities, population 5,000 or more",51.28
2016,Percentage,Alberta,data.Wastewater,data.All municipalities,31.02
2016,Percentage,Alberta,data.Wastewater,data.All urban municipalities,38.1
2016,Percentage,Alberta,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",29.17
2016,Percentage,Alberta,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",40.74
2016,Percentage,Alberta,data.Wastewater,"data.Urban municipalities, population 30,000 or more",50.0
2016,Percentage,Alberta,data.Wastewater,data.All rural municipalities,28.23
2016,Percentage,Alberta,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",24.36
2016,Percentage,Alberta,data.Wastewater,"data.Rural municipalities, population 5,000 or more",34.78
2016,Percentage,British Columbia,data.Bridges and tunnels,data.All municipalities,42.42
2016,Percentage,British Columbia,data.Bridges and tunnels,data.All urban municipalities,48.33
2016,Percentage,British Columbia,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",50.0
2016,Percentage,British Columbia,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",31.82
2016,Percentage,British Columbia,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",57.14
2016,Percentage,British Columbia,data.Bridges and tunnels,data.All rural municipalities,33.33
2016,Percentage,British Columbia,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",37.04
2016,Percentage,British Columbia,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",27.27
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities",data.All municipalities,27.5
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities",data.All urban municipalities,29.85
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",25.0
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",17.86
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",39.29
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities",data.All rural municipalities,24.53
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",20.51
2016,Percentage,British Columbia,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",35.71
2016,Percentage,British Columbia,data.Potable water,data.All municipalities,54.17
2016,Percentage,British Columbia,data.Potable water,data.All urban municipalities,64.06
2016,Percentage,British Columbia,data.Potable water,"data.Urban municipalities, population 1 to 4,999",41.67
2016,Percentage,British Columbia,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",62.96
2016,Percentage,British Columbia,data.Potable water,"data.Urban municipalities, population 30,000 or more",73.08
2016,Percentage,British Columbia,data.Potable water,data.All rural municipalities,42.86
2016,Percentage,British Columbia,data.Potable water,"data.Rural municipalities, population 1 to 4,999",42.5
2016,Percentage,British Columbia,data.Potable water,"data.Rural municipalities, population 5,000 or more",43.75
2016,Percentage,British Columbia,Public transit,data.All municipalities,11.63
2016,Percentage,British Columbia,Public transit,data.All urban municipalities,15.15
2016,Percentage,British Columbia,Public transit,"data.Urban municipalities, population 1 to 4,999",50.0
2016,Percentage,British Columbia,Public transit,"data.Urban municipalities, population 5,000 to 29,999",12.5
2016,Percentage,British Columbia,Public transit,"data.Urban municipalities, population 30,000 or more",13.33
2016,Percentage,British Columbia,Public transit,data.All rural municipalities,0.0
2016,Percentage,British Columbia,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,British Columbia,Public transit,"data.Rural municipalities, population 5,000 or more",0.0
2016,Percentage,British Columbia,data.Roads,data.All municipalities,42.11
2016,Percentage,British Columbia,data.Roads,data.All urban municipalities,42.67
2016,Percentage,British Columbia,data.Roads,"data.Urban municipalities, population 1 to 4,999",13.33
2016,Percentage,British Columbia,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",46.88
2016,Percentage,British Columbia,data.Roads,"data.Urban municipalities, population 30,000 or more",53.57
2016,Percentage,British Columbia,data.Roads,data.All rural municipalities,41.38
2016,Percentage,British Columbia,data.Roads,"data.Rural municipalities, population 1 to 4,999",36.59
2016,Percentage,British Columbia,data.Roads,"data.Rural municipalities, population 5,000 or more",52.94
2016,Percentage,British Columbia,data.Social and affordable housing,data.All municipalities,14.29
2016,Percentage,British Columbia,data.Social and affordable housing,data.All urban municipalities,25.0
2016,Percentage,British Columbia,data.Social and affordable housing,"data.Urban municipalities, population 30,000 or more",25.0
2016,Percentage,British Columbia,data.Social and affordable housing,data.All rural municipalities,0.0
2016,Percentage,British Columbia,data.Social and affordable housing,"data.Rural municipalities, population 5,000 or more",0.0
2016,Percentage,British Columbia,data.Solid waste,data.All municipalities,22.89
2016,Percentage,British Columbia,data.Solid waste,data.All urban municipalities,25.0
2016,Percentage,British Columbia,data.Solid waste,"data.Urban municipalities, population 1 to 4,999",0.0
2016,Percentage,British Columbia,data.Solid waste,"data.Urban municipalities, population 5,000 to 29,999",22.22
2016,Percentage,British Columbia,data.Solid waste,"data.Urban municipalities, population 30,000 or more",36.36
2016,Percentage,British Columbia,data.Solid waste,data.All rural municipalities,20.59
2016,Percentage,British Columbia,data.Solid waste,"data.Rural municipalities, population 1 to 4,999",20.83
2016,Percentage,British Columbia,data.Solid waste,"data.Rural municipalities, population 5,000 or more",30.0
2016,Percentage,British Columbia,data.Stormwater,data.All municipalities,76.56
2016,Percentage,British Columbia,data.Stormwater,data.All urban municipalities,85.92
2016,Percentage,British Columbia,data.Stormwater,"data.Urban municipalities, population 1 to 4,999",72.73
2016,Percentage,British Columbia,data.Stormwater,"data.Urban municipalities, population 5,000 to 29,999",93.75
2016,Percentage,British Columbia,data.Stormwater,"data.Urban municipalities, population 30,000 or more",85.71
2016,Percentage,British Columbia,data.Stormwater,data.All rural municipalities,64.91
2016,Percentage,British Columbia,data.Stormwater,"data.Rural municipalities, population 1 to 4,999",62.5
2016,Percentage,British Columbia,data.Stormwater,"data.Rural municipalities, population 5,000 or more",70.59
2016,Percentage,British Columbia,data.Wastewater,data.All municipalities,54.33
2016,Percentage,British Columbia,data.Wastewater,data.All urban municipalities,58.57
2016,Percentage,British Columbia,data.Wastewater,"data.Urban municipalities, population 1 to 4,999",30.0
2016,Percentage,British Columbia,data.Wastewater,"data.Urban municipalities, population 5,000 to 29,999",62.5
2016,Percentage,British Columbia,data.Wastewater,"data.Urban municipalities, population 30,000 or more",64.29
2016,Percentage,British Columbia,data.Wastewater,data.All rural municipalities,47.37
2016,Percentage,British Columbia,data.Wastewater,"data.Rural municipalities, population 1 to 4,999",53.66
2016,Percentage,British Columbia,data.Wastewater,"data.Rural municipalities, population 5,000 or more",31.25
2016,Percentage,Canada,data.Bridges and tunnels,data.All municipalities,28.45
2016,Percentage,Canada,data.Bridges and tunnels,data.All urban municipalities,32.22
2016,Percentage,Canada,data.Bridges and tunnels,"data.Urban municipalities, population 1 to 4,999",30.28
2016,Percentage,Canada,data.Bridges and tunnels,"data.Urban municipalities, population 5,000 to 29,999",26.47
2016,Percentage,Canada,data.Bridges and tunnels,"data.Urban municipalities, population 30,000 or more",41.43
2016,Percentage,Canada,data.Bridges and tunnels,data.All rural municipalities,25.95
2016,Percentage,Canada,data.Bridges and tunnels,"data.Rural municipalities, population 1 to 4,999",26.93
2016,Percentage,Canada,data.Bridges and tunnels,"data.Rural municipalities, population 5,000 or more",23.03
2016,Percentage,Canada,"data.Culture, recreation and sports facilities",data.All municipalities,22.03
2016,Percentage,Canada,"data.Culture, recreation and sports facilities",data.All urban municipalities,20.63
2016,Percentage,Canada,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 1 to 4,999",16.38
2016,Percentage,Canada,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 5,000 to 29,999",19.2
2016,Percentage,Canada,"data.Culture, recreation and sports facilities","data.Urban municipalities, population 30,000 or more",29.73
2016,Percentage,Canada,"data.Culture, recreation and sports facilities",data.All rural municipalities,22.89
2016,Percentage,Canada,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 1 to 4,999",23.68
2016,Percentage,Canada,"data.Culture, recreation and sports facilities","data.Rural municipalities, population 5,000 or more",20.25
2016,Percentage,Canada,data.Potable water,data.All municipalities,29.45
2016,Percentage,Canada,data.Potable water,data.All urban municipalities,32.43
2016,Percentage,Canada,data.Potable water,"data.Urban municipalities, population 1 to 4,999",22.11
2016,Percentage,Canada,data.Potable water,"data.Urban municipalities, population 5,000 to 29,999",36.05
2016,Percentage,Canada,data.Potable water,"data.Urban municipalities, population 30,000 or more",41.67
2016,Percentage,Canada,data.Potable water,data.All rural municipalities,27.61
2016,Percentage,Canada,data.Potable water,"data.Rural municipalities, population 1 to 4,999",26.54
2016,Percentage,Canada,data.Potable water,"data.Rural municipalities, population 5,000 or more",31.08
2016,Percentage,Canada,Public transit,data.All municipalities,17.12
2016,Percentage,Canada,Public transit,data.All urban municipalities,23.66
2016,Percentage,Canada,Public transit,"data.Urban municipalities, population 1 to 4,999",20.0
2016,Percentage,Canada,Public transit,"data.Urban municipalities, population 5,000 to 29,999",15.0
2016,Percentage,Canada,Public transit,"data.Urban municipalities, population 30,000 or more",31.25
2016,Percentage,Canada,Public transit,data.All rural municipalities,5.66
2016,Percentage,Canada,Public transit,"data.Rural municipalities, population 1 to 4,999",0.0
2016,Percentage,Canada,Public transit,"data.Rural municipalities, population 5,000 or more",13.33
2016,Percentage,Canada,data.Roads,data.All municipalities,40.06
2016,Percentage,Canada,data.Roads,data.All urban municipalities,38.62
2016,Percentage,Canada,data.Roads,"data.Urban municipalities, population 1 to 4,999",36.03
2016,Percentage,Canada,data.Roads,"data.Urban municipalities, population 5,000 to 29,999",39.62
2016,Percentage,Canada,data.Roads,"data.Urban municipalities, population 30,000 or more",41.61
2016,Percentage,Canada,data.Roads,data.All rural municipalities,40.86
2016,Percentage,Canada,data.Roads,"data.Rural municipalities, population 1 to 4,999",40.98
2016,Percentage,Canada,data.Roads,"data.Rural municipalities, population 5,000 or more",40.48
