Year,data.Geography,data.Selected demographic characteristics,data.Gender,Value
2018,data.Ontario,data.First Nations (North American Indian),data.Gender diverse,
2018,data.Ontario,data.M�tis,data.Total - gender,
2018,data.Ontario,data.M�tis,data.Male gender,
2018,data.Ontario,data.M�tis,data.Female gender,
2018,data.Ontario,data.M�tis,data.Gender diverse,
2018,data.Ontario,data.Inuk (Inuit),data.Total - gender,
2018,data.Ontario,data.Inuk (Inuit),data.Male gender,
2018,data.Ontario,data.Inuk (Inuit),data.Female gender,
2018,data.Ontario,data.Inuk (Inuit),data.Gender diverse,
2018,data.Ontario,data.Other indigenous identity,data.Total - gender,
2018,data.Ontario,data.Other indigenous identity,data.Male gender,
2018,data.Ontario,data.Other indigenous identity,data.Female gender,
2018,data.Ontario,data.Other indigenous identity,data.Gender diverse,
2018,data.Ontario,data.Non-indigenous identity,data.Total - gender,19.11
2018,data.Ontario,data.Non-indigenous identity,data.Male gender,8.08
2018,data.Ontario,data.Non-indigenous identity,data.Female gender,29.61
2018,data.Ontario,data.Non-indigenous identity,data.Gender diverse,
2018,data.Ontario,data.Not stated - population by indigenous identity,data.Total - gender,15.36
2018,data.Ontario,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.Ontario,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.Ontario,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.Ontario,data.Total - disability status,data.Total - gender,19.21
2018,data.Ontario,data.Total - disability status,data.Male gender,8.17
2018,data.Ontario,data.Total - disability status,data.Female gender,29.77
2018,data.Ontario,data.Total - disability status,data.Gender diverse,
2018,data.Ontario,data.Has a disability,data.Total - gender,28.07
2018,data.Ontario,data.Has a disability,data.Male gender,13.27
2018,data.Ontario,data.Has a disability,data.Female gender,39.0
2018,data.Ontario,data.Has a disability,data.Gender diverse,
2018,data.Ontario,data.Does not have a disability,data.Total - gender,14.18
2018,data.Ontario,data.Does not have a disability,data.Male gender,5.86
2018,data.Ontario,data.Does not have a disability,data.Female gender,23.44
2018,data.Ontario,data.Does not have a disability,data.Gender diverse,
2018,data.Ontario,data.Total - sexual orientation,data.Total - gender,19.21
2018,data.Ontario,data.Total - sexual orientation,data.Male gender,8.17
2018,data.Ontario,data.Total - sexual orientation,data.Female gender,29.77
2018,data.Ontario,data.Total - sexual orientation,data.Gender diverse,
2018,data.Ontario,data.Heterosexual,data.Total - gender,18.84
2018,data.Ontario,data.Heterosexual,data.Male gender,7.72
2018,data.Ontario,data.Heterosexual,data.Female gender,29.48
2018,data.Ontario,data.Heterosexual,data.Gender diverse,
2018,data.Ontario,data.Sexual minority,data.Total - gender,34.38
2018,data.Ontario,data.Sexual minority,data.Male gender,23.48
2018,data.Ontario,data.Sexual minority,data.Female gender,46.22
2018,data.Ontario,data.Sexual minority,data.Gender diverse,
2018,data.Ontario,data.Lesbian or gay,data.Total - gender,32.76
2018,data.Ontario,data.Lesbian or gay,data.Male gender,26.93
2018,data.Ontario,data.Lesbian or gay,data.Female gender,
2018,data.Ontario,data.Lesbian or gay,data.Gender diverse,
2018,data.Ontario,data.Bisexual or pansexual,data.Total - gender,37.07
2018,data.Ontario,data.Bisexual or pansexual,data.Male gender,
2018,data.Ontario,data.Bisexual or pansexual,data.Female gender,47.13
2018,data.Ontario,data.Bisexual or pansexual,data.Gender diverse,
2018,data.Ontario,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.Ontario,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.Ontario,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.Ontario,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.Ontario,data.Not stated - sexual orientation,data.Total - gender,12.6
2018,data.Ontario,data.Not stated - sexual orientation,data.Male gender,
2018,data.Ontario,data.Not stated - sexual orientation,data.Female gender,19.73
2018,data.Ontario,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.Manitoba,data.Total - age,data.Total - gender,20.35
2018,data.Manitoba,data.Total - age,data.Male gender,8.91
2018,data.Manitoba,data.Total - age,data.Female gender,31.74
2018,data.Manitoba,data.Total - age,data.Gender diverse,
2018,data.Manitoba,data.15 to 24 years,data.Total - gender,13.95
2018,data.Manitoba,data.15 to 24 years,data.Male gender,10.34
2018,data.Manitoba,data.15 to 24 years,data.Female gender,18.14
2018,data.Manitoba,data.15 to 24 years,data.Gender diverse,
2018,data.Manitoba,data.25 to 34 years,data.Total - gender,24.06
2018,data.Manitoba,data.25 to 34 years,data.Male gender,9.35
2018,data.Manitoba,data.25 to 34 years,data.Female gender,39.32
2018,data.Manitoba,data.25 to 34 years,data.Gender diverse,
2018,data.Manitoba,data.35 to 44 years,data.Total - gender,25.67
2018,data.Manitoba,data.35 to 44 years,data.Male gender,14.97
2018,data.Manitoba,data.35 to 44 years,data.Female gender,35.99
2018,data.Manitoba,data.35 to 44 years,data.Gender diverse,
2018,data.Manitoba,data.45 to 54 years,data.Total - gender,23.39
2018,data.Manitoba,data.45 to 54 years,data.Male gender,6.83
2018,data.Manitoba,data.45 to 54 years,data.Female gender,40.96
2018,data.Manitoba,data.45 to 54 years,data.Gender diverse,
2018,data.Manitoba,data.55 years and over,data.Total - gender,17.74
2018,data.Manitoba,data.55 years and over,data.Male gender,6.0
2018,data.Manitoba,data.55 years and over,data.Female gender,28.33
2018,data.Manitoba,data.55 years and over,data.Gender diverse,
2018,data.Manitoba,data.Total - immigrant status,data.Total - gender,20.35
2018,data.Manitoba,data.Total - immigrant status,data.Male gender,8.91
2018,data.Manitoba,data.Total - immigrant status,data.Female gender,31.74
2018,data.Manitoba,data.Total - immigrant status,data.Gender diverse,
2018,data.Manitoba,data.Non-immigrants,data.Total - gender,22.14
2018,data.Manitoba,data.Non-immigrants,data.Male gender,9.49
2018,data.Manitoba,data.Non-immigrants,data.Female gender,34.01
2018,data.Manitoba,data.Non-immigrants,data.Gender diverse,
2018,data.Manitoba,data.Immigrants,data.Total - gender,14.7
2018,data.Manitoba,data.Immigrants,data.Male gender,7.31
2018,data.Manitoba,data.Immigrants,data.Female gender,23.66
2018,data.Manitoba,data.Immigrants,data.Gender diverse,
2018,data.Manitoba,data.Not stated - immigrant status,data.Total - gender,
2018,data.Manitoba,data.Not stated - immigrant status,data.Male gender,
2018,data.Manitoba,data.Not stated - immigrant status,data.Female gender,
2018,data.Manitoba,data.Not stated - immigrant status,data.Gender diverse,
2018,data.Manitoba,data.Total - visible minority population,data.Total - gender,20.35
2018,data.Manitoba,data.Total - visible minority population,data.Male gender,8.91
2018,data.Manitoba,data.Total - visible minority population,data.Female gender,31.74
2018,data.Manitoba,data.Total - visible minority population,data.Gender diverse,
2018,data.Manitoba,data.Visible minority population,data.Total - gender,12.82
2018,data.Manitoba,data.Visible minority population,data.Male gender,6.02
2018,data.Manitoba,data.Visible minority population,data.Female gender,20.82
2018,data.Manitoba,data.Visible minority population,data.Gender diverse,
2018,data.Manitoba,data.Not a visible minority,data.Total - gender,22.15
2018,data.Manitoba,data.Not a visible minority,data.Male gender,9.7
2018,data.Manitoba,data.Not a visible minority,data.Female gender,34.09
2018,data.Manitoba,data.Not a visible minority,data.Gender diverse,
2018,data.Manitoba,data.Not stated - visible minority population,data.Total - gender,
2018,data.Manitoba,data.Not stated - visible minority population,data.Male gender,
2018,data.Manitoba,data.Not stated - visible minority population,data.Female gender,
2018,data.Manitoba,data.Not stated - visible minority population,data.Gender diverse,
2018,data.Manitoba,data.Total - population by indigenous identity,data.Total - gender,20.35
2018,data.Manitoba,data.Total - population by indigenous identity,data.Male gender,8.91
2018,data.Manitoba,data.Total - population by indigenous identity,data.Female gender,31.74
2018,data.Manitoba,data.Total - population by indigenous identity,data.Gender diverse,
2018,data.Manitoba,data.Indigenous identity,data.Total - gender,24.2
2018,data.Manitoba,data.Indigenous identity,data.Male gender,13.21
2018,data.Manitoba,data.Indigenous identity,data.Female gender,34.16
2018,data.Manitoba,data.Indigenous identity,data.Gender diverse,
2018,data.Manitoba,data.First Nations (North American Indian),data.Total - gender,30.94
2018,data.Manitoba,data.First Nations (North American Indian),data.Male gender,
2018,data.Manitoba,data.First Nations (North American Indian),data.Female gender,34.11
2018,data.Manitoba,data.First Nations (North American Indian),data.Gender diverse,
2018,data.Manitoba,data.M�tis,data.Total - gender,19.06
2018,data.Manitoba,data.M�tis,data.Male gender,6.7
2018,data.Manitoba,data.M�tis,data.Female gender,32.8
2018,data.Manitoba,data.M�tis,data.Gender diverse,
2018,data.Manitoba,data.Inuk (Inuit),data.Total - gender,
2018,data.Manitoba,data.Inuk (Inuit),data.Male gender,
2018,data.Manitoba,data.Inuk (Inuit),data.Female gender,
2018,data.Manitoba,data.Inuk (Inuit),data.Gender diverse,
2018,data.Manitoba,data.Other indigenous identity,data.Total - gender,
2018,data.Manitoba,data.Other indigenous identity,data.Male gender,
2018,data.Manitoba,data.Other indigenous identity,data.Female gender,
2018,data.Manitoba,data.Other indigenous identity,data.Gender diverse,
2018,data.Manitoba,data.Non-indigenous identity,data.Total - gender,19.96
2018,data.Manitoba,data.Non-indigenous identity,data.Male gender,8.53
2018,data.Manitoba,data.Non-indigenous identity,data.Female gender,31.42
2018,data.Manitoba,data.Non-indigenous identity,data.Gender diverse,
2018,data.Manitoba,data.Not stated - population by indigenous identity,data.Total - gender,
2018,data.Manitoba,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.Manitoba,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.Manitoba,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.Manitoba,data.Total - disability status,data.Total - gender,20.35
2018,data.Manitoba,data.Total - disability status,data.Male gender,8.91
2018,data.Manitoba,data.Total - disability status,data.Female gender,31.74
2018,data.Manitoba,data.Total - disability status,data.Gender diverse,
2018,data.Manitoba,data.Has a disability,data.Total - gender,29.28
2018,data.Manitoba,data.Has a disability,data.Male gender,13.19
2018,data.Manitoba,data.Has a disability,data.Female gender,42.67
2018,data.Manitoba,data.Has a disability,data.Gender diverse,
2018,data.Manitoba,data.Does not have a disability,data.Total - gender,15.08
2018,data.Manitoba,data.Does not have a disability,data.Male gender,6.72
2018,data.Manitoba,data.Does not have a disability,data.Female gender,24.27
2018,data.Manitoba,data.Does not have a disability,data.Gender diverse,
2018,data.Manitoba,data.Total - sexual orientation,data.Total - gender,20.35
2018,data.Manitoba,data.Total - sexual orientation,data.Male gender,8.91
2018,data.Manitoba,data.Total - sexual orientation,data.Female gender,31.74
2018,data.Manitoba,data.Total - sexual orientation,data.Gender diverse,
2018,data.Manitoba,data.Heterosexual,data.Total - gender,19.82
2018,data.Manitoba,data.Heterosexual,data.Male gender,8.25
2018,data.Manitoba,data.Heterosexual,data.Female gender,31.61
2018,data.Manitoba,data.Heterosexual,data.Gender diverse,
2018,data.Manitoba,data.Sexual minority,data.Total - gender,39.57
2018,data.Manitoba,data.Sexual minority,data.Male gender,
2018,data.Manitoba,data.Sexual minority,data.Female gender,43.42
2018,data.Manitoba,data.Sexual minority,data.Gender diverse,
2018,data.Manitoba,data.Lesbian or gay,data.Total - gender,
2018,data.Manitoba,data.Lesbian or gay,data.Male gender,
2018,data.Manitoba,data.Lesbian or gay,data.Female gender,
2018,data.Manitoba,data.Lesbian or gay,data.Gender diverse,
2018,data.Manitoba,data.Bisexual or pansexual,data.Total - gender,
2018,data.Manitoba,data.Bisexual or pansexual,data.Male gender,
2018,data.Manitoba,data.Bisexual or pansexual,data.Female gender,
2018,data.Manitoba,data.Bisexual or pansexual,data.Gender diverse,
2018,data.Manitoba,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.Manitoba,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.Manitoba,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.Manitoba,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.Manitoba,data.Not stated - sexual orientation,data.Total - gender,14.44
2018,data.Manitoba,data.Not stated - sexual orientation,data.Male gender,
2018,data.Manitoba,data.Not stated - sexual orientation,data.Female gender,
2018,data.Manitoba,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.Saskatchewan,data.Total - age,data.Total - gender,19.38
2018,data.Saskatchewan,data.Total - age,data.Male gender,7.89
2018,data.Saskatchewan,data.Total - age,data.Female gender,30.88
2018,data.Saskatchewan,data.Total - age,data.Gender diverse,
2018,data.Saskatchewan,data.15 to 24 years,data.Total - gender,20.06
2018,data.Saskatchewan,data.15 to 24 years,data.Male gender,9.1
2018,data.Saskatchewan,data.15 to 24 years,data.Female gender,31.95
2018,data.Saskatchewan,data.15 to 24 years,data.Gender diverse,
2018,data.Saskatchewan,data.25 to 34 years,data.Total - gender,22.55
2018,data.Saskatchewan,data.25 to 34 years,data.Male gender,8.57
2018,data.Saskatchewan,data.25 to 34 years,data.Female gender,36.59
2018,data.Saskatchewan,data.25 to 34 years,data.Gender diverse,
2018,data.Saskatchewan,data.35 to 44 years,data.Total - gender,20.57
2018,data.Saskatchewan,data.35 to 44 years,data.Male gender,7.97
2018,data.Saskatchewan,data.35 to 44 years,data.Female gender,33.4
2018,data.Saskatchewan,data.35 to 44 years,data.Gender diverse,
2018,data.Saskatchewan,data.45 to 54 years,data.Total - gender,21.27
2018,data.Saskatchewan,data.45 to 54 years,data.Male gender,10.09
2018,data.Saskatchewan,data.45 to 54 years,data.Female gender,32.48
2018,data.Saskatchewan,data.45 to 54 years,data.Gender diverse,
2018,data.Saskatchewan,data.55 years and over,data.Total - gender,15.98
2018,data.Saskatchewan,data.55 years and over,data.Male gender,5.9
2018,data.Saskatchewan,data.55 years and over,data.Female gender,25.65
2018,data.Saskatchewan,data.55 years and over,data.Gender diverse,
2018,data.Saskatchewan,data.Total - immigrant status,data.Total - gender,19.38
2018,data.Saskatchewan,data.Total - immigrant status,data.Male gender,7.89
2018,data.Saskatchewan,data.Total - immigrant status,data.Female gender,30.88
2018,data.Saskatchewan,data.Total - immigrant status,data.Gender diverse,
2018,data.Saskatchewan,data.Non-immigrants,data.Total - gender,20.7
2018,data.Saskatchewan,data.Non-immigrants,data.Male gender,8.0
2018,data.Saskatchewan,data.Non-immigrants,data.Female gender,32.86
2018,data.Saskatchewan,data.Non-immigrants,data.Gender diverse,
2018,data.Saskatchewan,data.Immigrants,data.Total - gender,11.46
2018,data.Saskatchewan,data.Immigrants,data.Male gender,7.45
2018,data.Saskatchewan,data.Immigrants,data.Female gender,16.79
2018,data.Saskatchewan,data.Immigrants,data.Gender diverse,
2018,data.Saskatchewan,data.Not stated - immigrant status,data.Total - gender,
2018,data.Saskatchewan,data.Not stated - immigrant status,data.Male gender,
2018,data.Saskatchewan,data.Not stated - immigrant status,data.Female gender,
2018,data.Saskatchewan,data.Not stated - immigrant status,data.Gender diverse,
2018,data.Saskatchewan,data.Total - visible minority population,data.Total - gender,19.38
2018,data.Saskatchewan,data.Total - visible minority population,data.Male gender,7.89
2018,data.Saskatchewan,data.Total - visible minority population,data.Female gender,30.88
2018,data.Saskatchewan,data.Total - visible minority population,data.Gender diverse,
2018,data.Saskatchewan,data.Visible minority population,data.Total - gender,10.83
2018,data.Saskatchewan,data.Visible minority population,data.Male gender,
2018,data.Saskatchewan,data.Visible minority population,data.Female gender,16.98
2018,data.Saskatchewan,data.Visible minority population,data.Gender diverse,
2018,data.Saskatchewan,data.Not a visible minority,data.Total - gender,20.51
2018,data.Saskatchewan,data.Not a visible minority,data.Male gender,8.06
2018,data.Saskatchewan,data.Not a visible minority,data.Female gender,32.49
2018,data.Saskatchewan,data.Not a visible minority,data.Gender diverse,
2018,data.Saskatchewan,data.Not stated - visible minority population,data.Total - gender,
2018,data.Saskatchewan,data.Not stated - visible minority population,data.Male gender,
2018,data.Saskatchewan,data.Not stated - visible minority population,data.Female gender,
2018,data.Saskatchewan,data.Not stated - visible minority population,data.Gender diverse,
2018,data.Saskatchewan,data.Total - population by indigenous identity,data.Total - gender,19.38
2018,data.Saskatchewan,data.Total - population by indigenous identity,data.Male gender,7.89
2018,data.Saskatchewan,data.Total - population by indigenous identity,data.Female gender,30.88
2018,data.Saskatchewan,data.Total - population by indigenous identity,data.Gender diverse,
2018,data.Saskatchewan,data.Indigenous identity,data.Total - gender,24.84
2018,data.Saskatchewan,data.Indigenous identity,data.Male gender,8.47
2018,data.Saskatchewan,data.Indigenous identity,data.Female gender,41.23
2018,data.Saskatchewan,data.Indigenous identity,data.Gender diverse,
2018,data.Saskatchewan,data.First Nations (North American Indian),data.Total - gender,19.92
2018,data.Saskatchewan,data.First Nations (North American Indian),data.Male gender,
2018,data.Saskatchewan,data.First Nations (North American Indian),data.Female gender,40.26
2018,data.Saskatchewan,data.First Nations (North American Indian),data.Gender diverse,
2018,data.Saskatchewan,data.M�tis,data.Total - gender,25.57
2018,data.Saskatchewan,data.M�tis,data.Male gender,
2018,data.Saskatchewan,data.M�tis,data.Female gender,39.34
2018,data.Saskatchewan,data.M�tis,data.Gender diverse,
2018,data.Saskatchewan,data.Inuk (Inuit),data.Total - gender,
2018,data.Saskatchewan,data.Inuk (Inuit),data.Male gender,
2018,data.Saskatchewan,data.Inuk (Inuit),data.Female gender,
2018,data.Saskatchewan,data.Inuk (Inuit),data.Gender diverse,
2018,data.Saskatchewan,data.Other indigenous identity,data.Total - gender,
2018,data.Saskatchewan,data.Other indigenous identity,data.Male gender,
2018,data.Saskatchewan,data.Other indigenous identity,data.Female gender,
2018,data.Saskatchewan,data.Other indigenous identity,data.Gender diverse,
2018,data.Saskatchewan,data.Non-indigenous identity,data.Total - gender,18.92
2018,data.Saskatchewan,data.Non-indigenous identity,data.Male gender,7.91
2018,data.Saskatchewan,data.Non-indigenous identity,data.Female gender,30.13
2018,data.Saskatchewan,data.Non-indigenous identity,data.Gender diverse,
2018,data.Saskatchewan,data.Not stated - population by indigenous identity,data.Total - gender,20.04
2018,data.Saskatchewan,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.Saskatchewan,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.Saskatchewan,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.Saskatchewan,data.Total - disability status,data.Total - gender,19.38
2018,data.Saskatchewan,data.Total - disability status,data.Male gender,7.89
2018,data.Saskatchewan,data.Total - disability status,data.Female gender,30.88
2018,data.Saskatchewan,data.Total - disability status,data.Gender diverse,
2018,data.Saskatchewan,data.Has a disability,data.Total - gender,28.98
2018,data.Saskatchewan,data.Has a disability,data.Male gender,11.11
2018,data.Saskatchewan,data.Has a disability,data.Female gender,43.57
2018,data.Saskatchewan,data.Has a disability,data.Gender diverse,
2018,data.Saskatchewan,data.Does not have a disability,data.Total - gender,14.35
2018,data.Saskatchewan,data.Does not have a disability,data.Male gender,6.44
2018,data.Saskatchewan,data.Does not have a disability,data.Female gender,23.2
2018,data.Saskatchewan,data.Does not have a disability,data.Gender diverse,
2018,data.Saskatchewan,data.Total - sexual orientation,data.Total - gender,19.38
2018,data.Saskatchewan,data.Total - sexual orientation,data.Male gender,7.89
2018,data.Saskatchewan,data.Total - sexual orientation,data.Female gender,30.88
2018,data.Saskatchewan,data.Total - sexual orientation,data.Gender diverse,
2018,data.Saskatchewan,data.Heterosexual,data.Total - gender,19.06
2018,data.Saskatchewan,data.Heterosexual,data.Male gender,7.98
2018,data.Saskatchewan,data.Heterosexual,data.Female gender,30.26
2018,data.Saskatchewan,data.Heterosexual,data.Gender diverse,
2018,data.Saskatchewan,data.Sexual minority,data.Total - gender,31.91
2018,data.Saskatchewan,data.Sexual minority,data.Male gender,
2018,data.Saskatchewan,data.Sexual minority,data.Female gender,51.73
2018,data.Saskatchewan,data.Sexual minority,data.Gender diverse,
2018,data.Saskatchewan,data.Lesbian or gay,data.Total - gender,
2018,data.Saskatchewan,data.Lesbian or gay,data.Male gender,
2018,data.Saskatchewan,data.Lesbian or gay,data.Female gender,
2018,data.Saskatchewan,data.Lesbian or gay,data.Gender diverse,
2018,data.Saskatchewan,data.Bisexual or pansexual,data.Total - gender,32.5
2018,data.Saskatchewan,data.Bisexual or pansexual,data.Male gender,
2018,data.Saskatchewan,data.Bisexual or pansexual,data.Female gender,
2018,data.Saskatchewan,data.Bisexual or pansexual,data.Gender diverse,
2018,data.Saskatchewan,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.Saskatchewan,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.Saskatchewan,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.Saskatchewan,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.Saskatchewan,data.Not stated - sexual orientation,data.Total - gender,16.39
2018,data.Saskatchewan,data.Not stated - sexual orientation,data.Male gender,
2018,data.Saskatchewan,data.Not stated - sexual orientation,data.Female gender,27.22
2018,data.Saskatchewan,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.Alberta,data.Total - age,data.Total - gender,22.29
2018,data.Alberta,data.Total - age,data.Male gender,9.41
2018,data.Alberta,data.Total - age,data.Female gender,35.25
2018,data.Alberta,data.Total - age,data.Gender diverse,
2018,data.Alberta,data.15 to 24 years,data.Total - gender,22.02
2018,data.Alberta,data.15 to 24 years,data.Male gender,9.33
2018,data.Alberta,data.15 to 24 years,data.Female gender,34.59
2018,data.Alberta,data.15 to 24 years,data.Gender diverse,
2018,data.Alberta,data.25 to 34 years,data.Total - gender,29.41
2018,data.Alberta,data.25 to 34 years,data.Male gender,13.18
2018,data.Alberta,data.25 to 34 years,data.Female gender,45.71
2018,data.Alberta,data.25 to 34 years,data.Gender diverse,
2018,data.Alberta,data.35 to 44 years,data.Total - gender,22.72
2018,data.Alberta,data.35 to 44 years,data.Male gender,12.61
2018,data.Alberta,data.35 to 44 years,data.Female gender,33.33
2018,data.Alberta,data.35 to 44 years,data.Gender diverse,
2018,data.Alberta,data.45 to 54 years,data.Total - gender,19.2
2018,data.Alberta,data.45 to 54 years,data.Male gender,6.67
2018,data.Alberta,data.45 to 54 years,data.Female gender,32.54
2018,data.Alberta,data.45 to 54 years,data.Gender diverse,
2018,data.Alberta,data.55 years and over,data.Total - gender,19.12
2018,data.Alberta,data.55 years and over,data.Male gender,6.32
2018,data.Alberta,data.55 years and over,data.Female gender,31.43
2018,data.Alberta,data.55 years and over,data.Gender diverse,
2018,data.Alberta,data.Total - immigrant status,data.Total - gender,22.29
2018,data.Alberta,data.Total - immigrant status,data.Male gender,9.41
2018,data.Alberta,data.Total - immigrant status,data.Female gender,35.25
2018,data.Alberta,data.Total - immigrant status,data.Gender diverse,
2018,data.Alberta,data.Non-immigrants,data.Total - gender,25.07
2018,data.Alberta,data.Non-immigrants,data.Male gender,10.5
2018,data.Alberta,data.Non-immigrants,data.Female gender,38.56
2018,data.Alberta,data.Non-immigrants,data.Gender diverse,
2018,data.Alberta,data.Immigrants,data.Total - gender,13.48
2018,data.Alberta,data.Immigrants,data.Male gender,6.33
2018,data.Alberta,data.Immigrants,data.Female gender,22.73
2018,data.Alberta,data.Immigrants,data.Gender diverse,
2018,data.Alberta,data.Not stated - immigrant status,data.Total - gender,
2018,data.Alberta,data.Not stated - immigrant status,data.Male gender,
2018,data.Alberta,data.Not stated - immigrant status,data.Female gender,
2018,data.Alberta,data.Not stated - immigrant status,data.Gender diverse,
2018,data.Alberta,data.Total - visible minority population,data.Total - gender,22.29
2018,data.Alberta,data.Total - visible minority population,data.Male gender,9.41
2018,data.Alberta,data.Total - visible minority population,data.Female gender,35.25
2018,data.Alberta,data.Total - visible minority population,data.Gender diverse,
2018,data.Alberta,data.Visible minority population,data.Total - gender,13.26
2018,data.Alberta,data.Visible minority population,data.Male gender,6.05
2018,data.Alberta,data.Visible minority population,data.Female gender,22.33
2018,data.Alberta,data.Visible minority population,data.Gender diverse,
2018,data.Alberta,data.Not a visible minority,data.Total - gender,24.69
2018,data.Alberta,data.Not a visible minority,data.Male gender,10.21
2018,data.Alberta,data.Not a visible minority,data.Female gender,38.28
2018,data.Alberta,data.Not a visible minority,data.Gender diverse,
2018,data.Alberta,data.Not stated - visible minority population,data.Total - gender,22.12
2018,data.Alberta,data.Not stated - visible minority population,data.Male gender,
2018,data.Alberta,data.Not stated - visible minority population,data.Female gender,
2018,data.Alberta,data.Not stated - visible minority population,data.Gender diverse,
2018,data.Alberta,data.Total - population by indigenous identity,data.Total - gender,22.29
2018,data.Alberta,data.Total - population by indigenous identity,data.Male gender,9.41
2018,data.Alberta,data.Total - population by indigenous identity,data.Female gender,35.25
2018,data.Alberta,data.Total - population by indigenous identity,data.Gender diverse,
2018,data.Alberta,data.Indigenous identity,data.Total - gender,33.5
2018,data.Alberta,data.Indigenous identity,data.Male gender,13.66
2018,data.Alberta,data.Indigenous identity,data.Female gender,48.94
2018,data.Alberta,data.Indigenous identity,data.Gender diverse,
2018,data.Alberta,data.First Nations (North American Indian),data.Total - gender,34.28
2018,data.Alberta,data.First Nations (North American Indian),data.Male gender,
2018,data.Alberta,data.First Nations (North American Indian),data.Female gender,
2018,data.Alberta,data.First Nations (North American Indian),data.Gender diverse,
2018,data.Alberta,data.M�tis,data.Total - gender,35.27
2018,data.Alberta,data.M�tis,data.Male gender,20.87
2018,data.Alberta,data.M�tis,data.Female gender,48.92
2018,data.Alberta,data.M�tis,data.Gender diverse,
2018,data.Alberta,data.Inuk (Inuit),data.Total - gender,
2018,data.Alberta,data.Inuk (Inuit),data.Male gender,
2018,data.Alberta,data.Inuk (Inuit),data.Female gender,
2018,data.Alberta,data.Inuk (Inuit),data.Gender diverse,
2018,data.Alberta,data.Other indigenous identity,data.Total - gender,
2018,data.Alberta,data.Other indigenous identity,data.Male gender,
2018,data.Alberta,data.Other indigenous identity,data.Female gender,
2018,data.Alberta,data.Other indigenous identity,data.Gender diverse,
2018,data.Alberta,data.Non-indigenous identity,data.Total - gender,21.63
2018,data.Alberta,data.Non-indigenous identity,data.Male gender,9.06
2018,data.Alberta,data.Non-indigenous identity,data.Female gender,34.41
2018,data.Alberta,data.Non-indigenous identity,data.Gender diverse,
2018,data.Alberta,data.Not stated - population by indigenous identity,data.Total - gender,27.39
2018,data.Alberta,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.Alberta,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.Alberta,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.Alberta,data.Total - disability status,data.Total - gender,22.29
2018,data.Alberta,data.Total - disability status,data.Male gender,9.41
2018,data.Alberta,data.Total - disability status,data.Female gender,35.25
2018,data.Alberta,data.Total - disability status,data.Gender diverse,
2018,data.Alberta,data.Has a disability,data.Total - gender,31.27
2018,data.Alberta,data.Has a disability,data.Male gender,15.1
2018,data.Alberta,data.Has a disability,data.Female gender,43.0
2018,data.Alberta,data.Has a disability,data.Gender diverse,
2018,data.Alberta,data.Does not have a disability,data.Total - gender,17.5
2018,data.Alberta,data.Does not have a disability,data.Male gender,7.04
2018,data.Alberta,data.Does not have a disability,data.Female gender,30.06
2018,data.Alberta,data.Does not have a disability,data.Gender diverse,
2018,data.Alberta,data.Total - sexual orientation,data.Total - gender,22.29
2018,data.Alberta,data.Total - sexual orientation,data.Male gender,9.41
2018,data.Alberta,data.Total - sexual orientation,data.Female gender,35.25
2018,data.Alberta,data.Total - sexual orientation,data.Gender diverse,
2018,data.Alberta,data.Heterosexual,data.Total - gender,21.2
2018,data.Alberta,data.Heterosexual,data.Male gender,8.72
2018,data.Alberta,data.Heterosexual,data.Female gender,34.24
2018,data.Alberta,data.Heterosexual,data.Gender diverse,
2018,data.Alberta,data.Sexual minority,data.Total - gender,56.45
2018,data.Alberta,data.Sexual minority,data.Male gender,39.22
2018,data.Alberta,data.Sexual minority,data.Female gender,64.46
2018,data.Alberta,data.Sexual minority,data.Gender diverse,
2018,data.Alberta,data.Lesbian or gay,data.Total - gender,36.25
