Year,data.Geography,data.Age group,data.Sex,Value
data.British Columbia,data.18 to 34 years,data.Both sexes,71.7,
data.British Columbia,data.18 to 34 years,data.Both sexes,67.5,
data.British Columbia,data.18 to 34 years,data.Both sexes,62.5,
data.British Columbia,data.18 to 34 years,data.Both sexes,58.5,
data.British Columbia,data.18 to 34 years,data.Males,72.1,
data.British Columbia,data.18 to 34 years,data.Males,73.5,
data.British Columbia,data.18 to 34 years,data.Males,73.7,
data.British Columbia,data.18 to 34 years,data.Males,67.7,
data.British Columbia,data.18 to 34 years,data.Males,66.4,
data.British Columbia,data.18 to 34 years,data.Females,64.6,
data.British Columbia,data.18 to 34 years,data.Females,69.9,
data.British Columbia,data.18 to 34 years,data.Females,61.3,
data.British Columbia,data.18 to 34 years,data.Females,57.1,
data.British Columbia,data.18 to 34 years,data.Females,50.6,
data.British Columbia,data.35 to 49 years,data.Both sexes,67.4,
data.British Columbia,data.35 to 49 years,data.Both sexes,70.2,
data.British Columbia,data.35 to 49 years,data.Both sexes,69.1,
data.British Columbia,data.35 to 49 years,data.Both sexes,62.9,
data.British Columbia,data.35 to 49 years,data.Both sexes,65.3,
data.British Columbia,data.35 to 49 years,data.Males,73.1,
data.British Columbia,data.35 to 49 years,data.Males,74.5,
data.British Columbia,data.35 to 49 years,data.Males,70.7,
data.British Columbia,data.35 to 49 years,data.Males,66.2,
data.British Columbia,data.35 to 49 years,data.Males,68.1,
data.British Columbia,data.35 to 49 years,data.Females,62.1,
data.British Columbia,data.35 to 49 years,data.Females,66.1,
data.British Columbia,data.35 to 49 years,data.Females,67.7,
data.British Columbia,data.35 to 49 years,data.Females,59.9,
data.British Columbia,data.35 to 49 years,data.Females,62.6,
data.British Columbia,data.50 to 64 years,data.Both sexes,69.6,
data.British Columbia,data.50 to 64 years,data.Both sexes,68.2,
data.British Columbia,data.50 to 64 years,data.Both sexes,65.4,
data.British Columbia,data.50 to 64 years,data.Both sexes,66.3,
data.British Columbia,data.50 to 64 years,data.Both sexes,66.9,
data.British Columbia,data.50 to 64 years,data.Males,71.5,
data.British Columbia,data.50 to 64 years,data.Males,66.4,
data.British Columbia,data.50 to 64 years,data.Males,70.9,
data.British Columbia,data.50 to 64 years,data.Males,67.7,
data.British Columbia,data.50 to 64 years,data.Males,69.6,
data.British Columbia,data.50 to 64 years,data.Females,67.6,
data.British Columbia,data.50 to 64 years,data.Females,69.8,
data.British Columbia,data.50 to 64 years,data.Females,60.3,
data.British Columbia,data.50 to 64 years,data.Females,64.9,
data.British Columbia,data.50 to 64 years,data.Females,64.3,
data.British Columbia,data.65 years and over,data.Both sexes,64.9,
data.British Columbia,data.65 years and over,data.Both sexes,66.3,
data.British Columbia,data.65 years and over,data.Both sexes,68.9,
data.British Columbia,data.65 years and over,data.Both sexes,69.4,
data.British Columbia,data.65 years and over,data.Both sexes,67.0,
data.British Columbia,data.65 years and over,data.Males,65.4,
data.British Columbia,data.65 years and over,data.Males,64.9,
data.British Columbia,data.65 years and over,data.Males,69.2,
data.British Columbia,data.65 years and over,data.Males,70.0,
data.British Columbia,data.65 years and over,data.Males,69.8,
data.British Columbia,data.65 years and over,data.Females,64.4,
data.British Columbia,data.65 years and over,data.Females,67.5,
data.British Columbia,data.65 years and over,data.Females,68.7,
data.British Columbia,data.65 years and over,data.Females,68.9,
data.British Columbia,data.65 years and over,data.Females,64.6,
