"Year","Geography","Education attainment level","Gender","Population characteristics","Age group","GeoCode","Value"
"2019","Nova Scotia","Bachelor's level","Women+","Total population","30 to 34 years",12,27
"2019","Nova Scotia","Bachelor's level","Total - Gender","Total population","35 to 44 years",12,20
"2019","Nova Scotia","Bachelor's level","Men+","Total population","35 to 44 years",12,16
"2019","Nova Scotia","Bachelor's level","Women+","Total population","35 to 44 years",12,23
"2019","Nova Scotia","Bachelor's level","Total - Gender","Total population","45 to 54 years",12,16
"2019","Nova Scotia","Bachelor's level","Men+","Total population","45 to 54 years",12,14
"2019","Nova Scotia","Bachelor's level","Women+","Total population","45 to 54 years",12,18
"2019","Nova Scotia","Bachelor's level","Total - Gender","Total population","55 to 64 years",12,12
"2019","Nova Scotia","Bachelor's level","Men+","Total population","55 to 64 years",12,11
"2019","Nova Scotia","Bachelor's level","Women+","Total population","55 to 64 years",12,13
"2019","Nova Scotia","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",12,12
"2019","Nova Scotia","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",12,10
"2019","Nova Scotia","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",12,13
"2019","Nova Scotia","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",12,12
"2019","Nova Scotia","Master's or Doctoral level","Men+","Total population","25 to 34 years",12,10
"2019","Nova Scotia","Master's or Doctoral level","Women+","Total population","25 to 34 years",12,15
"2019","Nova Scotia","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",12,14
"2019","Nova Scotia","Master's or Doctoral level","Men+","Total population","30 to 34 years",12,10
"2019","Nova Scotia","Master's or Doctoral level","Women+","Total population","30 to 34 years",12,17
"2019","Nova Scotia","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",12,16
"2019","Nova Scotia","Master's or Doctoral level","Men+","Total population","35 to 44 years",12,13
"2019","Nova Scotia","Master's or Doctoral level","Women+","Total population","35 to 44 years",12,18
"2019","Nova Scotia","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",12,12
"2019","Nova Scotia","Master's or Doctoral level","Men+","Total population","45 to 54 years",12,11
"2019","Nova Scotia","Master's or Doctoral level","Women+","Total population","45 to 54 years",12,13
"2019","Nova Scotia","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",12,9
"2019","Nova Scotia","Master's or Doctoral level","Men+","Total population","55 to 64 years",12,8
"2019","Nova Scotia","Master's or Doctoral level","Women+","Total population","55 to 64 years",12,9
"2019","New Brunswick","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",13,53
"2019","New Brunswick","Tertiary education","Men+","Total population","Total, 25 to 64 years",13,47
"2019","New Brunswick","Tertiary education","Women+","Total population","Total, 25 to 64 years",13,59
"2019","New Brunswick","Tertiary education","Total - Gender","Total population","25 to 34 years",13,60
"2019","New Brunswick","Tertiary education","Men+","Total population","25 to 34 years",13,55
"2019","New Brunswick","Tertiary education","Women+","Total population","25 to 34 years",13,66
"2019","New Brunswick","Tertiary education","Total - Gender","Total population","30 to 34 years",13,65
"2019","New Brunswick","Tertiary education","Men+","Total population","30 to 34 years",13,60
"2019","New Brunswick","Tertiary education","Women+","Total population","30 to 34 years",13,70
"2019","New Brunswick","Tertiary education","Total - Gender","Total population","35 to 44 years",13,64
"2019","New Brunswick","Tertiary education","Men+","Total population","35 to 44 years",13,56
"2019","New Brunswick","Tertiary education","Women+","Total population","35 to 44 years",13,71
"2019","New Brunswick","Tertiary education","Total - Gender","Total population","45 to 54 years",13,54
"2019","New Brunswick","Tertiary education","Men+","Total population","45 to 54 years",13,46
"2019","New Brunswick","Tertiary education","Women+","Total population","45 to 54 years",13,62
"2019","New Brunswick","Tertiary education","Total - Gender","Total population","55 to 64 years",13,39
"2019","New Brunswick","Tertiary education","Men+","Total population","55 to 64 years",13,36
"2019","New Brunswick","Tertiary education","Women+","Total population","55 to 64 years",13,42
"2019","New Brunswick","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",13,30
"2019","New Brunswick","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",13,27
"2019","New Brunswick","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",13,32
"2019","New Brunswick","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",13,32
"2019","New Brunswick","Short-cycle tertiary","Men+","Total population","25 to 34 years",13,33
"2019","New Brunswick","Short-cycle tertiary","Women+","Total population","25 to 34 years",13,31
"2019","New Brunswick","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",13,33
"2019","New Brunswick","Short-cycle tertiary","Men+","Total population","30 to 34 years",13,35
"2019","New Brunswick","Short-cycle tertiary","Women+","Total population","30 to 34 years",13,31
"2019","New Brunswick","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",13,34
"2019","New Brunswick","Short-cycle tertiary","Men+","Total population","35 to 44 years",13,31
"2019","New Brunswick","Short-cycle tertiary","Women+","Total population","35 to 44 years",13,37
"2019","New Brunswick","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",13,31
"2019","New Brunswick","Short-cycle tertiary","Men+","Total population","45 to 54 years",13,25
"2019","New Brunswick","Short-cycle tertiary","Women+","Total population","45 to 54 years",13,36
"2019","New Brunswick","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",13,24
"2019","New Brunswick","Short-cycle tertiary","Men+","Total population","55 to 64 years",13,21
"2019","New Brunswick","Short-cycle tertiary","Women+","Total population","55 to 64 years",13,26
"2019","New Brunswick","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",13,17
"2019","New Brunswick","Bachelor's level","Men+","Total population","Total, 25 to 64 years",13,14
"2019","New Brunswick","Bachelor's level","Women+","Total population","Total, 25 to 64 years",13,19
"2019","New Brunswick","Bachelor's level","Total - Gender","Total population","25 to 34 years",13,23
"2019","New Brunswick","Bachelor's level","Men+","Total population","25 to 34 years",13,19
"2019","New Brunswick","Bachelor's level","Women+","Total population","25 to 34 years",13,27
"2019","New Brunswick","Bachelor's level","Total - Gender","Total population","30 to 34 years",13,24
"2019","New Brunswick","Bachelor's level","Men+","Total population","30 to 34 years",13,21
"2019","New Brunswick","Bachelor's level","Women+","Total population","30 to 34 years",13,28
"2019","New Brunswick","Bachelor's level","Total - Gender","Total population","35 to 44 years",13,20
"2019","New Brunswick","Bachelor's level","Men+","Total population","35 to 44 years",13,17
"2019","New Brunswick","Bachelor's level","Women+","Total population","35 to 44 years",13,23
"2019","New Brunswick","Bachelor's level","Total - Gender","Total population","45 to 54 years",13,16
"2019","New Brunswick","Bachelor's level","Men+","Total population","45 to 54 years",13,13
"2019","New Brunswick","Bachelor's level","Women+","Total population","45 to 54 years",13,18
"2019","New Brunswick","Bachelor's level","Total - Gender","Total population","55 to 64 years",13,10
"2019","New Brunswick","Bachelor's level","Men+","Total population","55 to 64 years",13,9
"2019","New Brunswick","Bachelor's level","Women+","Total population","55 to 64 years",13,11
"2019","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",13,7
"2019","New Brunswick","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",13,6
"2019","New Brunswick","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",13,8
"2019","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",13,6
"2019","New Brunswick","Master's or Doctoral level","Men+","Total population","25 to 34 years",13,4
"2019","New Brunswick","Master's or Doctoral level","Women+","Total population","25 to 34 years",13,8
"2019","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",13,7
"2019","New Brunswick","Master's or Doctoral level","Men+","Total population","30 to 34 years",13,4
"2019","New Brunswick","Master's or Doctoral level","Women+","Total population","30 to 34 years",13,11
"2019","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",13,10
"2019","New Brunswick","Master's or Doctoral level","Men+","Total population","35 to 44 years",13,8
"2019","New Brunswick","Master's or Doctoral level","Women+","Total population","35 to 44 years",13,11
"2019","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",13,8
"2019","New Brunswick","Master's or Doctoral level","Men+","Total population","45 to 54 years",13,7
"2019","New Brunswick","Master's or Doctoral level","Women+","Total population","45 to 54 years",13,8
"2019","New Brunswick","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",13,5
"2019","New Brunswick","Master's or Doctoral level","Men+","Total population","55 to 64 years",13,6
"2019","New Brunswick","Master's or Doctoral level","Women+","Total population","55 to 64 years",13,5
"2019","Quebec","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",24,54
"2019","Quebec","Tertiary education","Men+","Total population","Total, 25 to 64 years",24,49
"2019","Quebec","Tertiary education","Women+","Total population","Total, 25 to 64 years",24,60
"2019","Quebec","Tertiary education","Total - Gender","Total population","25 to 34 years",24,58
"2019","Quebec","Tertiary education","Men+","Total population","25 to 34 years",24,50
"2019","Quebec","Tertiary education","Women+","Total population","25 to 34 years",24,65
"2019","Quebec","Tertiary education","Total - Gender","Total population","30 to 34 years",24,59
"2019","Quebec","Tertiary education","Men+","Total population","30 to 34 years",24,50
"2019","Quebec","Tertiary education","Women+","Total population","30 to 34 years",24,68
"2019","Quebec","Tertiary education","Total - Gender","Total population","35 to 44 years",24,61
"2019","Quebec","Tertiary education","Men+","Total population","35 to 44 years",24,54
"2019","Quebec","Tertiary education","Women+","Total population","35 to 44 years",24,68
"2019","Quebec","Tertiary education","Total - Gender","Total population","45 to 54 years",24,56
"2019","Quebec","Tertiary education","Men+","Total population","45 to 54 years",24,50
"2019","Quebec","Tertiary education","Women+","Total population","45 to 54 years",24,61
"2019","Quebec","Tertiary education","Total - Gender","Total population","55 to 64 years",24,44
"2019","Quebec","Tertiary education","Men+","Total population","55 to 64 years",24,42
"2019","Quebec","Tertiary education","Women+","Total population","55 to 64 years",24,47
"2019","Quebec","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",24,25
"2019","Quebec","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",24,22
"2019","Quebec","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",24,27
"2019","Quebec","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",24,23
"2019","Quebec","Short-cycle tertiary","Men+","Total population","25 to 34 years",24,20
"2019","Quebec","Short-cycle tertiary","Women+","Total population","25 to 34 years",24,26
"2019","Quebec","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",24,24
"2019","Quebec","Short-cycle tertiary","Men+","Total population","30 to 34 years",24,20
"2019","Quebec","Short-cycle tertiary","Women+","Total population","30 to 34 years",24,27
"2019","Quebec","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",24,25
"2019","Quebec","Short-cycle tertiary","Men+","Total population","35 to 44 years",24,23
"2019","Quebec","Short-cycle tertiary","Women+","Total population","35 to 44 years",24,27
"2019","Quebec","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",24,27
"2019","Quebec","Short-cycle tertiary","Men+","Total population","45 to 54 years",24,24
"2019","Quebec","Short-cycle tertiary","Women+","Total population","45 to 54 years",24,31
"2019","Quebec","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",24,24
"2019","Quebec","Short-cycle tertiary","Men+","Total population","55 to 64 years",24,22
"2019","Quebec","Short-cycle tertiary","Women+","Total population","55 to 64 years",24,26
"2019","Quebec","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",24,20
"2019","Quebec","Bachelor's level","Men+","Total population","Total, 25 to 64 years",24,18
"2019","Quebec","Bachelor's level","Women+","Total population","Total, 25 to 64 years",24,22
"2019","Quebec","Bachelor's level","Total - Gender","Total population","25 to 34 years",24,23
"2019","Quebec","Bachelor's level","Men+","Total population","25 to 34 years",24,21
"2019","Quebec","Bachelor's level","Women+","Total population","25 to 34 years",24,26
"2019","Quebec","Bachelor's level","Total - Gender","Total population","30 to 34 years",24,23
"2019","Quebec","Bachelor's level","Men+","Total population","30 to 34 years",24,19
"2019","Quebec","Bachelor's level","Women+","Total population","30 to 34 years",24,27
"2019","Quebec","Bachelor's level","Total - Gender","Total population","35 to 44 years",24,23
"2019","Quebec","Bachelor's level","Men+","Total population","35 to 44 years",24,19
"2019","Quebec","Bachelor's level","Women+","Total population","35 to 44 years",24,27
"2019","Quebec","Bachelor's level","Total - Gender","Total population","45 to 54 years",24,20
"2019","Quebec","Bachelor's level","Men+","Total population","45 to 54 years",24,18
"2019","Quebec","Bachelor's level","Women+","Total population","45 to 54 years",24,22
"2019","Quebec","Bachelor's level","Total - Gender","Total population","55 to 64 years",24,14
"2019","Quebec","Bachelor's level","Men+","Total population","55 to 64 years",24,13
"2019","Quebec","Bachelor's level","Women+","Total population","55 to 64 years",24,14
"2019","Quebec","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",24,10
"2019","Quebec","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",24,9
"2019","Quebec","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",24,10
"2019","Quebec","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",24,11
"2019","Quebec","Master's or Doctoral level","Men+","Total population","25 to 34 years",24,10
"2019","Quebec","Master's or Doctoral level","Women+","Total population","25 to 34 years",24,13
"2019","Quebec","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",24,12
"2019","Quebec","Master's or Doctoral level","Men+","Total population","30 to 34 years",24,10
"2019","Quebec","Master's or Doctoral level","Women+","Total population","30 to 34 years",24,14
"2019","Quebec","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",24,13
"2019","Quebec","Master's or Doctoral level","Men+","Total population","35 to 44 years",24,11
"2019","Quebec","Master's or Doctoral level","Women+","Total population","35 to 44 years",24,14
"2019","Quebec","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",24,9
"2019","Quebec","Master's or Doctoral level","Men+","Total population","45 to 54 years",24,9
"2019","Quebec","Master's or Doctoral level","Women+","Total population","45 to 54 years",24,9
"2019","Quebec","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",24,7
"2019","Quebec","Master's or Doctoral level","Men+","Total population","55 to 64 years",24,7
"2019","Quebec","Master's or Doctoral level","Women+","Total population","55 to 64 years",24,7
"2019","Ontario","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",35,65
"2019","Ontario","Tertiary education","Men+","Total population","Total, 25 to 64 years",35,61
"2019","Ontario","Tertiary education","Women+","Total population","Total, 25 to 64 years",35,70
"2019","Ontario","Tertiary education","Total - Gender","Total population","25 to 34 years",35,70
"2019","Ontario","Tertiary education","Men+","Total population","25 to 34 years",35,64
"2019","Ontario","Tertiary education","Women+","Total population","25 to 34 years",35,77
"2019","Ontario","Tertiary education","Total - Gender","Total population","30 to 34 years",35,70
"2019","Ontario","Tertiary education","Men+","Total population","30 to 34 years",35,64
"2019","Ontario","Tertiary education","Women+","Total population","30 to 34 years",35,76
"2019","Ontario","Tertiary education","Total - Gender","Total population","35 to 44 years",35,70
"2019","Ontario","Tertiary education","Men+","Total population","35 to 44 years",35,64
"2019","Ontario","Tertiary education","Women+","Total population","35 to 44 years",35,76
"2019","Ontario","Tertiary education","Total - Gender","Total population","45 to 54 years",35,66
"2019","Ontario","Tertiary education","Men+","Total population","45 to 54 years",35,62
"2019","Ontario","Tertiary education","Women+","Total population","45 to 54 years",35,70
"2019","Ontario","Tertiary education","Total - Gender","Total population","55 to 64 years",35,55
"2019","Ontario","Tertiary education","Men+","Total population","55 to 64 years",35,53
"2019","Ontario","Tertiary education","Women+","Total population","55 to 64 years",35,58
"2019","Ontario","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",35,29
"2019","Ontario","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",35,26
"2019","Ontario","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",35,31
"2019","Ontario","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",35,28
"2019","Ontario","Short-cycle tertiary","Men+","Total population","25 to 34 years",35,27
"2019","Ontario","Short-cycle tertiary","Women+","Total population","25 to 34 years",35,29
"2019","Ontario","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",35,29
"2019","Ontario","Short-cycle tertiary","Men+","Total population","30 to 34 years",35,27
"2019","Ontario","Short-cycle tertiary","Women+","Total population","30 to 34 years",35,30
"2019","Ontario","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",35,29
"2019","Ontario","Short-cycle tertiary","Men+","Total population","35 to 44 years",35,27
"2019","Ontario","Short-cycle tertiary","Women+","Total population","35 to 44 years",35,31
"2019","Ontario","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",35,31
"2019","Ontario","Short-cycle tertiary","Men+","Total population","45 to 54 years",35,27
"2019","Ontario","Short-cycle tertiary","Women+","Total population","45 to 54 years",35,34
"2019","Ontario","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",35,28
"2019","Ontario","Short-cycle tertiary","Men+","Total population","55 to 64 years",35,24
"2019","Ontario","Short-cycle tertiary","Women+","Total population","55 to 64 years",35,32
"2019","Ontario","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",35,24
"2019","Ontario","Bachelor's level","Men+","Total population","Total, 25 to 64 years",35,22
"2019","Ontario","Bachelor's level","Women+","Total population","Total, 25 to 64 years",35,26
"2019","Ontario","Bachelor's level","Total - Gender","Total population","25 to 34 years",35,30
"2019","Ontario","Bachelor's level","Men+","Total population","25 to 34 years",35,27
"2019","Ontario","Bachelor's level","Women+","Total population","25 to 34 years",35,33
"2019","Ontario","Bachelor's level","Total - Gender","Total population","30 to 34 years",35,27
"2019","Ontario","Bachelor's level","Men+","Total population","30 to 34 years",35,24
"2019","Ontario","Bachelor's level","Women+","Total population","30 to 34 years",35,31
"2019","Ontario","Bachelor's level","Total - Gender","Total population","35 to 44 years",35,26
"2019","Ontario","Bachelor's level","Men+","Total population","35 to 44 years",35,23
"2019","Ontario","Bachelor's level","Women+","Total population","35 to 44 years",35,29
"2019","Ontario","Bachelor's level","Total - Gender","Total population","45 to 54 years",35,24
"2019","Ontario","Bachelor's level","Men+","Total population","45 to 54 years",35,23
"2019","Ontario","Bachelor's level","Women+","Total population","45 to 54 years",35,24
"2019","Ontario","Bachelor's level","Total - Gender","Total population","55 to 64 years",35,17
"2019","Ontario","Bachelor's level","Men+","Total population","55 to 64 years",35,17
"2019","Ontario","Bachelor's level","Women+","Total population","55 to 64 years",35,18
"2019","Ontario","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",35,12
"2019","Ontario","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",35,12
"2019","Ontario","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",35,13
"2019","Ontario","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",35,13
"2019","Ontario","Master's or Doctoral level","Men+","Total population","25 to 34 years",35,11
"2019","Ontario","Master's or Doctoral level","Women+","Total population","25 to 34 years",35,15
"2019","Ontario","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",35,14
"2019","Ontario","Master's or Doctoral level","Men+","Total population","30 to 34 years",35,13
"2019","Ontario","Master's or Doctoral level","Women+","Total population","30 to 34 years",35,15
"2019","Ontario","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",35,14
"2019","Ontario","Master's or Doctoral level","Men+","Total population","35 to 44 years",35,13
"2019","Ontario","Master's or Doctoral level","Women+","Total population","35 to 44 years",35,16
"2019","Ontario","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",35,12
"2019","Ontario","Master's or Doctoral level","Men+","Total population","45 to 54 years",35,12
"2019","Ontario","Master's or Doctoral level","Women+","Total population","45 to 54 years",35,12
"2019","Ontario","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",35,10
"2019","Ontario","Master's or Doctoral level","Men+","Total population","55 to 64 years",35,11
"2019","Ontario","Master's or Doctoral level","Women+","Total population","55 to 64 years",35,9
"2019","Manitoba","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",46,54
"2019","Manitoba","Tertiary education","Men+","Total population","Total, 25 to 64 years",46,48
"2019","Manitoba","Tertiary education","Women+","Total population","Total, 25 to 64 years",46,60
"2019","Manitoba","Tertiary education","Total - Gender","Total population","25 to 34 years",46,55
"2019","Manitoba","Tertiary education","Men+","Total population","25 to 34 years",46,47
"2019","Manitoba","Tertiary education","Women+","Total population","25 to 34 years",46,62
"2019","Manitoba","Tertiary education","Total - Gender","Total population","30 to 34 years",46,57
"2019","Manitoba","Tertiary education","Men+","Total population","30 to 34 years",46,52
"2019","Manitoba","Tertiary education","Women+","Total population","30 to 34 years",46,64
"2019","Manitoba","Tertiary education","Total - Gender","Total population","35 to 44 years",46,61
"2019","Manitoba","Tertiary education","Men+","Total population","35 to 44 years",46,52
"2019","Manitoba","Tertiary education","Women+","Total population","35 to 44 years",46,70
"2019","Manitoba","Tertiary education","Total - Gender","Total population","45 to 54 years",46,55
"2019","Manitoba","Tertiary education","Men+","Total population","45 to 54 years",46,50
"2019","Manitoba","Tertiary education","Women+","Total population","45 to 54 years",46,60
"2019","Manitoba","Tertiary education","Total - Gender","Total population","55 to 64 years",46,47
"2019","Manitoba","Tertiary education","Men+","Total population","55 to 64 years",46,44
"2019","Manitoba","Tertiary education","Women+","Total population","55 to 64 years",46,50
"2019","Manitoba","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",46,25
"2019","Manitoba","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",46,23
"2019","Manitoba","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",46,28
"2019","Manitoba","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",46,22
"2019","Manitoba","Short-cycle tertiary","Men+","Total population","25 to 34 years",46,21
"2019","Manitoba","Short-cycle tertiary","Women+","Total population","25 to 34 years",46,24
"2019","Manitoba","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",46,23
"2019","Manitoba","Short-cycle tertiary","Men+","Total population","30 to 34 years",46,21
"2019","Manitoba","Short-cycle tertiary","Women+","Total population","30 to 34 years",46,24
"2019","Manitoba","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",46,26
"2019","Manitoba","Short-cycle tertiary","Men+","Total population","35 to 44 years",46,22
"2019","Manitoba","Short-cycle tertiary","Women+","Total population","35 to 44 years",46,29
"2019","Manitoba","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",46,27
"2019","Manitoba","Short-cycle tertiary","Men+","Total population","45 to 54 years",46,24
"2019","Manitoba","Short-cycle tertiary","Women+","Total population","45 to 54 years",46,31
"2019","Manitoba","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",46,27
"2019","Manitoba","Short-cycle tertiary","Men+","Total population","55 to 64 years",46,23
"2019","Manitoba","Short-cycle tertiary","Women+","Total population","55 to 64 years",46,31
"2019","Manitoba","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",46,21
"2019","Manitoba","Bachelor's level","Men+","Total population","Total, 25 to 64 years",46,18
"2019","Manitoba","Bachelor's level","Women+","Total population","Total, 25 to 64 years",46,24
"2019","Manitoba","Bachelor's level","Total - Gender","Total population","25 to 34 years",46,25
"2019","Manitoba","Bachelor's level","Men+","Total population","25 to 34 years",46,21
"2019","Manitoba","Bachelor's level","Women+","Total population","25 to 34 years",46,29
"2019","Manitoba","Bachelor's level","Total - Gender","Total population","30 to 34 years",46,26
"2019","Manitoba","Bachelor's level","Men+","Total population","30 to 34 years",46,23
"2019","Manitoba","Bachelor's level","Women+","Total population","30 to 34 years",46,29
"2019","Manitoba","Bachelor's level","Total - Gender","Total population","35 to 44 years",46,25
"2019","Manitoba","Bachelor's level","Men+","Total population","35 to 44 years",46,20
"2019","Manitoba","Bachelor's level","Women+","Total population","35 to 44 years",46,29
"2019","Manitoba","Bachelor's level","Total - Gender","Total population","45 to 54 years",46,20
"2019","Manitoba","Bachelor's level","Men+","Total population","45 to 54 years",46,19
"2019","Manitoba","Bachelor's level","Women+","Total population","45 to 54 years",46,22
"2019","Manitoba","Bachelor's level","Total - Gender","Total population","55 to 64 years",46,13
"2019","Manitoba","Bachelor's level","Men+","Total population","55 to 64 years",46,13
"2019","Manitoba","Bachelor's level","Women+","Total population","55 to 64 years",46,14
"2019","Manitoba","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",46,8
"2019","Manitoba","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",46,7
"2019","Manitoba","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",46,8
"2019","Manitoba","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",46,8
"2019","Manitoba","Master's or Doctoral level","Men+","Total population","25 to 34 years",46,6
"2019","Manitoba","Master's or Doctoral level","Women+","Total population","25 to 34 years",46,9
"2019","Manitoba","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",46,9
"2019","Manitoba","Master's or Doctoral level","Men+","Total population","30 to 34 years",46,8
"2019","Manitoba","Master's or Doctoral level","Women+","Total population","30 to 34 years",46,10
"2019","Manitoba","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",46,10
"2019","Manitoba","Master's or Doctoral level","Men+","Total population","35 to 44 years",46,9
"2019","Manitoba","Master's or Doctoral level","Women+","Total population","35 to 44 years",46,11
"2019","Manitoba","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",46,7
"2019","Manitoba","Master's or Doctoral level","Men+","Total population","45 to 54 years",46,7
"2019","Manitoba","Master's or Doctoral level","Women+","Total population","45 to 54 years",46,7
"2019","Manitoba","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",46,7
"2019","Manitoba","Master's or Doctoral level","Men+","Total population","55 to 64 years",46,7
"2019","Manitoba","Master's or Doctoral level","Women+","Total population","55 to 64 years",46,6
"2019","Saskatchewan","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",47,45
"2019","Saskatchewan","Tertiary education","Men+","Total population","Total, 25 to 64 years",47,35
"2019","Saskatchewan","Tertiary education","Women+","Total population","Total, 25 to 64 years",47,56
"2019","Saskatchewan","Tertiary education","Total - Gender","Total population","25 to 34 years",47,47
"2019","Saskatchewan","Tertiary education","Men+","Total population","25 to 34 years",47,35
"2019","Saskatchewan","Tertiary education","Women+","Total population","25 to 34 years",47,59
"2019","Saskatchewan","Tertiary education","Total - Gender","Total population","30 to 34 years",47,51
"2019","Saskatchewan","Tertiary education","Men+","Total population","30 to 34 years",47,39
"2019","Saskatchewan","Tertiary education","Women+","Total population","30 to 34 years",47,62
"2019","Saskatchewan","Tertiary education","Total - Gender","Total population","35 to 44 years",47,51
"2019","Saskatchewan","Tertiary education","Men+","Total population","35 to 44 years",47,42
"2019","Saskatchewan","Tertiary education","Women+","Total population","35 to 44 years",47,62
"2019","Saskatchewan","Tertiary education","Total - Gender","Total population","45 to 54 years",47,45
"2019","Saskatchewan","Tertiary education","Men+","Total population","45 to 54 years",47,34
"2019","Saskatchewan","Tertiary education","Women+","Total population","45 to 54 years",47,56
"2019","Saskatchewan","Tertiary education","Total - Gender","Total population","55 to 64 years",47,37
"2019","Saskatchewan","Tertiary education","Men+","Total population","55 to 64 years",47,29
"2019","Saskatchewan","Tertiary education","Women+","Total population","55 to 64 years",47,46
"2019","Saskatchewan","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",47,20
"2019","Saskatchewan","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",47,13
"2019","Saskatchewan","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",47,26
"2019","Saskatchewan","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",47,16
"2019","Saskatchewan","Short-cycle tertiary","Men+","Total population","25 to 34 years",47,12
"2019","Saskatchewan","Short-cycle tertiary","Women+","Total population","25 to 34 years",47,20
