"Year","Geography","Industries","Environmental management practices","GeoCode","Value","Environmental protection activities"
"2022","Canada","Other manufacturing industries","Environmental management system",,15,
"2022","Canada","Other manufacturing industries","Pollution prevention plan",,11.8,
"2022","Canada","Other manufacturing industries","Life cycle management",,5.8,
"2022","Canada","Other manufacturing industries","ISO 14000 family certification",,5.8,
"2022","Canada","Other manufacturing industries","Environmental voluntary agreements or programs",,4.1,
"2022","Canada","Other manufacturing industries","Green procurements policy or guidelines",,9.3,
"2022","Canada","Other manufacturing industries","Environmental supply chain management policy",,4.4,
"2022","Canada","Other manufacturing industries","New or improved environmental supply chain management policy",,6.6,
"2022","Canada","Other manufacturing industries","Environmental incentive programs, grants, loans, or tax credits",,6.5,
"2022","Canada","Other manufacturing industries","Greenhouse gas emission inventory",,8.1,
"2022","Canada","Other manufacturing industries","Purchased carbon offset credits only or purchased more than sold",,0.2,
"2022","Canada","Other manufacturing industries","Sold carbon offset credits only or sold more than purchased",,,
"2022","Canada","Other manufacturing industries","Other environmental management practices",,4.6,
"2022","Canada","Pipeline transportation","Reported using one or more environmental management practices",,83.7,
"2022","Canada","Pipeline transportation","Environmental management system",,81.6,
"2022","Canada","Pipeline transportation","Pollution prevention plan",,61.2,
"2022","Canada","Pipeline transportation","Life cycle management",,,
"2022","Canada","Pipeline transportation","ISO 14000 family certification",,0,
"2022","Canada","Pipeline transportation","Environmental voluntary agreements or programs",,22.4,
"2022","Canada","Pipeline transportation","Green procurements policy or guidelines",,,
"2022","Canada","Pipeline transportation","Environmental supply chain management policy",,22.4,
"2022","Canada","Pipeline transportation","New or improved environmental supply chain management policy",,0,
"2022","Canada","Pipeline transportation","Environmental incentive programs, grants, loans, or tax credits",,0,
"2022","Canada","Pipeline transportation","Greenhouse gas emission inventory",,38.8,
"2022","Canada","Pipeline transportation","Purchased carbon offset credits only or purchased more than sold",,22.4,
"2022","Canada","Pipeline transportation","Sold carbon offset credits only or sold more than purchased",,0,
"2022","Canada","Pipeline transportation","Other environmental management practices",,,
"2022","Atlantic provinces","Total, industries","Reported using one or more environmental management practices",,27,
"2022","Atlantic provinces","Total, industries","Environmental management system",,16.3,
"2022","Atlantic provinces","Total, industries","Pollution prevention plan",,15.9,
"2022","Atlantic provinces","Total, industries","Life cycle management",,3,
"2022","Atlantic provinces","Total, industries","ISO 14000 family certification",,3.7,
"2022","Atlantic provinces","Total, industries","Environmental voluntary agreements or programs",,4.2,
"2022","Atlantic provinces","Total, industries","Green procurements policy or guidelines",,5.7,
"2022","Atlantic provinces","Total, industries","Environmental supply chain management policy",,3.8,
"2022","Atlantic provinces","Total, industries","New or improved environmental supply chain management policy",,1.8,
"2022","Atlantic provinces","Total, industries","Environmental incentive programs, grants, loans, or tax credits",,3,
"2022","Atlantic provinces","Total, industries","Greenhouse gas emission inventory",,8.5,
"2022","Atlantic provinces","Total, industries","Purchased carbon offset credits only or purchased more than sold",,0.8,
"2022","Atlantic provinces","Total, industries","Sold carbon offset credits only or sold more than purchased",,0.6,
"2022","Atlantic provinces","Total, industries","Other environmental management practices",,2.3,
"2022","Newfoundland and Labrador","Total, industries","Reported using one or more environmental management practices",10,19.2,
"2022","Newfoundland and Labrador","Total, industries","Environmental management system",10,14,
"2022","Newfoundland and Labrador","Total, industries","Pollution prevention plan",10,14,
"2022","Newfoundland and Labrador","Total, industries","Life cycle management",10,3.5,
"2022","Newfoundland and Labrador","Total, industries","ISO 14000 family certification",10,2.9,
"2022","Newfoundland and Labrador","Total, industries","Environmental voluntary agreements or programs",10,4.1,
"2022","Newfoundland and Labrador","Total, industries","Green procurements policy or guidelines",10,2.9,
"2022","Newfoundland and Labrador","Total, industries","Environmental supply chain management policy",10,2.3,
"2022","Newfoundland and Labrador","Total, industries","New or improved environmental supply chain management policy",10,1.7,
"2022","Newfoundland and Labrador","Total, industries","Environmental incentive programs, grants, loans, or tax credits",10,4.7,
"2022","Newfoundland and Labrador","Total, industries","Greenhouse gas emission inventory",10,8.1,
"2022","Newfoundland and Labrador","Total, industries","Purchased carbon offset credits only or purchased more than sold",10,,
"2022","Newfoundland and Labrador","Total, industries","Sold carbon offset credits only or sold more than purchased",10,0,
"2022","Newfoundland and Labrador","Total, industries","Other environmental management practices",10,,
"2022","Prince Edward Island","Total, industries","Reported using one or more environmental management practices",11,22,
"2022","Prince Edward Island","Total, industries","Environmental management system",11,11,
"2022","Prince Edward Island","Total, industries","Pollution prevention plan",11,11,
"2022","Prince Edward Island","Total, industries","Life cycle management",11,3,
"2022","Prince Edward Island","Total, industries","ISO 14000 family certification",11,3,
"2022","Prince Edward Island","Total, industries","Environmental voluntary agreements or programs",11,4,
"2022","Prince Edward Island","Total, industries","Green procurements policy or guidelines",11,6,
"2022","Prince Edward Island","Total, industries","Environmental supply chain management policy",11,,
"2022","Prince Edward Island","Total, industries","New or improved environmental supply chain management policy",11,0,
"2022","Prince Edward Island","Total, industries","Environmental incentive programs, grants, loans, or tax credits",11,4,
"2022","Prince Edward Island","Total, industries","Greenhouse gas emission inventory",11,5,
"2022","Prince Edward Island","Total, industries","Purchased carbon offset credits only or purchased more than sold",11,0,
"2022","Prince Edward Island","Total, industries","Sold carbon offset credits only or sold more than purchased",11,0,
"2022","Prince Edward Island","Total, industries","Other environmental management practices",11,,
"2022","Nova Scotia","Total, industries","Reported using one or more environmental management practices",12,25.4,
"2022","Nova Scotia","Total, industries","Environmental management system",12,14.1,
"2022","Nova Scotia","Total, industries","Pollution prevention plan",12,14,
"2022","Nova Scotia","Total, industries","Life cycle management",12,2,
"2022","Nova Scotia","Total, industries","ISO 14000 family certification",12,2.6,
"2022","Nova Scotia","Total, industries","Environmental voluntary agreements or programs",12,1.5,
"2022","Nova Scotia","Total, industries","Green procurements policy or guidelines",12,5.8,
"2022","Nova Scotia","Total, industries","Environmental supply chain management policy",12,3.1,
"2022","Nova Scotia","Total, industries","New or improved environmental supply chain management policy",12,2.4,
"2022","Nova Scotia","Total, industries","Environmental incentive programs, grants, loans, or tax credits",12,2.3,
"2022","Nova Scotia","Total, industries","Greenhouse gas emission inventory",12,7.3,
"2022","Nova Scotia","Total, industries","Purchased carbon offset credits only or purchased more than sold",12,,
"2022","Nova Scotia","Total, industries","Sold carbon offset credits only or sold more than purchased",12,0.9,
"2022","Nova Scotia","Total, industries","Other environmental management practices",12,3.2,
"2022","New Brunswick","Total, industries","Reported using one or more environmental management practices",13,35.2,
"2022","New Brunswick","Total, industries","Environmental management system",13,22.6,
"2022","New Brunswick","Total, industries","Pollution prevention plan",13,21.3,
"2022","New Brunswick","Total, industries","Life cycle management",13,4.2,
"2022","New Brunswick","Total, industries","ISO 14000 family certification",13,5.8,
"2022","New Brunswick","Total, industries","Environmental voluntary agreements or programs",13,8.4,
"2022","New Brunswick","Total, industries","Green procurements policy or guidelines",13,7.1,
"2022","New Brunswick","Total, industries","Environmental supply chain management policy",13,6.1,
"2022","New Brunswick","Total, industries","New or improved environmental supply chain management policy",13,1.6,
"2022","New Brunswick","Total, industries","Environmental incentive programs, grants, loans, or tax credits",13,2.9,
"2022","New Brunswick","Total, industries","Greenhouse gas emission inventory",13,11.6,
"2022","New Brunswick","Total, industries","Purchased carbon offset credits only or purchased more than sold",13,1.3,
"2022","New Brunswick","Total, industries","Sold carbon offset credits only or sold more than purchased",13,,
"2022","New Brunswick","Total, industries","Other environmental management practices",13,1.5,
"2022","Quebec","Total, industries","Reported using one or more environmental management practices",24,35.4,
"2022","Quebec","Total, industries","Environmental management system",24,17.1,
"2022","Quebec","Total, industries","Pollution prevention plan",24,13.1,
"2022","Quebec","Total, industries","Life cycle management",24,7.9,
"2022","Quebec","Total, industries","ISO 14000 family certification",24,9.7,
"2022","Quebec","Total, industries","Environmental voluntary agreements or programs",24,4.4,
"2022","Quebec","Total, industries","Green procurements policy or guidelines",24,7.9,
"2022","Quebec","Total, industries","Environmental supply chain management policy",24,8.3,
"2022","Quebec","Total, industries","New or improved environmental supply chain management policy",24,7.6,
"2022","Quebec","Total, industries","Environmental incentive programs, grants, loans, or tax credits",24,7.3,
"2022","Quebec","Total, industries","Greenhouse gas emission inventory",24,15.8,
"2022","Quebec","Total, industries","Purchased carbon offset credits only or purchased more than sold",24,1.1,
"2022","Quebec","Total, industries","Sold carbon offset credits only or sold more than purchased",24,0.5,
"2022","Quebec","Total, industries","Other environmental management practices",24,4.7,
"2022","Ontario","Total, industries","Reported using one or more environmental management practices",35,42.5,
"2022","Ontario","Total, industries","Environmental management system",35,26.1,
"2022","Ontario","Total, industries","Pollution prevention plan",35,18.4,
"2022","Ontario","Total, industries","Life cycle management",35,7.3,
"2022","Ontario","Total, industries","ISO 14000 family certification",35,11.8,
"2022","Ontario","Total, industries","Environmental voluntary agreements or programs",35,8.3,
"2022","Ontario","Total, industries","Green procurements policy or guidelines",35,14.2,
"2022","Ontario","Total, industries","Environmental supply chain management policy",35,8.6,
"2022","Ontario","Total, industries","New or improved environmental supply chain management policy",35,3.4,
"2022","Ontario","Total, industries","Environmental incentive programs, grants, loans, or tax credits",35,7.2,
"2022","Ontario","Total, industries","Greenhouse gas emission inventory",35,16,
"2022","Ontario","Total, industries","Purchased carbon offset credits only or purchased more than sold",35,1,
"2022","Ontario","Total, industries","Sold carbon offset credits only or sold more than purchased",35,1.1,
"2022","Ontario","Total, industries","Other environmental management practices",35,6.6,
"2022","Prairie provinces","Total, industries","Reported using one or more environmental management practices",,32.4,
"2022","Prairie provinces","Total, industries","Environmental management system",,20.3,
"2022","Prairie provinces","Total, industries","Pollution prevention plan",,15.4,
"2022","Prairie provinces","Total, industries","Life cycle management",,8.9,
"2022","Prairie provinces","Total, industries","ISO 14000 family certification",,8.3,
"2022","Prairie provinces","Total, industries","Environmental voluntary agreements or programs",,7.6,
"2022","Prairie provinces","Total, industries","Green procurements policy or guidelines",,5.6,
"2022","Prairie provinces","Total, industries","Environmental supply chain management policy",,5.6,
"2022","Prairie provinces","Total, industries","New or improved environmental supply chain management policy",,1.3,
"2022","Prairie provinces","Total, industries","Environmental incentive programs, grants, loans, or tax credits",,5.6,
"2022","Prairie provinces","Total, industries","Greenhouse gas emission inventory",,16.6,
"2022","Prairie provinces","Total, industries","Purchased carbon offset credits only or purchased more than sold",,2.5,
"2022","Prairie provinces","Total, industries","Sold carbon offset credits only or sold more than purchased",,2.7,
"2022","Prairie provinces","Total, industries","Other environmental management practices",,4.1,
"2022","Manitoba","Total, industries","Reported using one or more environmental management practices",46,30.9,
"2022","Manitoba","Total, industries","Environmental management system",46,19.7,
"2022","Manitoba","Total, industries","Pollution prevention plan",46,14.3,
"2022","Manitoba","Total, industries","Life cycle management",46,4.6,
"2022","Manitoba","Total, industries","ISO 14000 family certification",46,6.6,
"2022","Manitoba","Total, industries","Environmental voluntary agreements or programs",46,9.9,
"2022","Manitoba","Total, industries","Green procurements policy or guidelines",46,7.8,
"2022","Manitoba","Total, industries","Environmental supply chain management policy",46,7.3,
"2022","Manitoba","Total, industries","New or improved environmental supply chain management policy",46,0.6,
"2022","Manitoba","Total, industries","Environmental incentive programs, grants, loans, or tax credits",46,4.2,
"2022","Manitoba","Total, industries","Greenhouse gas emission inventory",46,11.9,
"2022","Manitoba","Total, industries","Purchased carbon offset credits only or purchased more than sold",46,1.7,
"2022","Manitoba","Total, industries","Sold carbon offset credits only or sold more than purchased",46,1.3,
"2022","Manitoba","Total, industries","Other environmental management practices",46,3.8,
"2022","Saskatchewan","Total, industries","Reported using one or more environmental management practices",47,30.9,
"2022","Saskatchewan","Total, industries","Environmental management system",47,23.3,
"2022","Saskatchewan","Total, industries","Pollution prevention plan",47,14.9,
"2022","Saskatchewan","Total, industries","Life cycle management",47,7.5,
"2022","Saskatchewan","Total, industries","ISO 14000 family certification",47,6.9,
"2022","Saskatchewan","Total, industries","Environmental voluntary agreements or programs",47,6.5,
"2022","Saskatchewan","Total, industries","Green procurements policy or guidelines",47,4.5,
"2022","Saskatchewan","Total, industries","Environmental supply chain management policy",47,5,
"2022","Saskatchewan","Total, industries","New or improved environmental supply chain management policy",47,,
"2022","Saskatchewan","Total, industries","Environmental incentive programs, grants, loans, or tax credits",47,3.5,
"2022","Saskatchewan","Total, industries","Greenhouse gas emission inventory",47,14.4,
"2022","Saskatchewan","Total, industries","Purchased carbon offset credits only or purchased more than sold",47,1.6,
"2022","Saskatchewan","Total, industries","Sold carbon offset credits only or sold more than purchased",47,1.5,
"2022","Saskatchewan","Total, industries","Other environmental management practices",47,5.3,
"2022","Alberta","Total, industries","Reported using one or more environmental management practices",48,33,
"2022","Alberta","Total, industries","Environmental management system",48,19.9,
"2022","Alberta","Total, industries","Pollution prevention plan",48,15.7,
"2022","Alberta","Total, industries","Life cycle management",48,10.2,
"2022","Alberta","Total, industries","ISO 14000 family certification",48,9,
"2022","Alberta","Total, industries","Environmental voluntary agreements or programs",48,7.3,
"2022","Alberta","Total, industries","Green procurements policy or guidelines",48,5.3,
"2022","Alberta","Total, industries","Environmental supply chain management policy",48,5.3,
"2022","Alberta","Total, industries","New or improved environmental supply chain management policy",48,1.7,
"2022","Alberta","Total, industries","Environmental incentive programs, grants, loans, or tax credits",48,6.3,
"2022","Alberta","Total, industries","Greenhouse gas emission inventory",48,18.1,
"2022","Alberta","Total, industries","Purchased carbon offset credits only or purchased more than sold",48,2.9,
"2022","Alberta","Total, industries","Sold carbon offset credits only or sold more than purchased",48,3.2,
"2022","Alberta","Total, industries","Other environmental management practices",48,3.9,
"2022","British Columbia","Total, industries","Reported using one or more environmental management practices",59,31.7,
"2022","British Columbia","Total, industries","Environmental management system",59,12.9,
"2022","British Columbia","Total, industries","Pollution prevention plan",59,12.1,
"2022","British Columbia","Total, industries","Life cycle management",59,3.3,
"2022","British Columbia","Total, industries","ISO 14000 family certification",59,3.5,
"2022","British Columbia","Total, industries","Environmental voluntary agreements or programs",59,3.9,
"2022","British Columbia","Total, industries","Green procurements policy or guidelines",59,8.6,
"2022","British Columbia","Total, industries","Environmental supply chain management policy",59,5,
"2022","British Columbia","Total, industries","New or improved environmental supply chain management policy",59,5.7,
"2022","British Columbia","Total, industries","Environmental incentive programs, grants, loans, or tax credits",59,3.9,
"2022","British Columbia","Total, industries","Greenhouse gas emission inventory",59,7.8,
"2022","British Columbia","Total, industries","Purchased carbon offset credits only or purchased more than sold",59,0.3,
"2022","British Columbia","Total, industries","Sold carbon offset credits only or sold more than purchased",59,0.7,
"2022","British Columbia","Total, industries","Other environmental management practices",59,2.3,
"2022","Territories","Total, industries","Reported using one or more environmental management practices",,38.8,
"2022","Territories","Total, industries","Environmental management system",,32.8,
"2022","Territories","Total, industries","Pollution prevention plan",,23.9,
"2022","Territories","Total, industries","Life cycle management",,10.4,
"2022","Territories","Total, industries","ISO 14000 family certification",,,
"2022","Territories","Total, industries","Environmental voluntary agreements or programs",,6,
"2022","Territories","Total, industries","Green procurements policy or guidelines",,,
"2022","Territories","Total, industries","Environmental supply chain management policy",,4.5,
"2022","Territories","Total, industries","New or improved environmental supply chain management policy",,,
"2022","Territories","Total, industries","Environmental incentive programs, grants, loans, or tax credits",,6,
"2022","Territories","Total, industries","Greenhouse gas emission inventory",,19.4,
"2022","Territories","Total, industries","Purchased carbon offset credits only or purchased more than sold",,0,
"2022","Territories","Total, industries","Sold carbon offset credits only or sold more than purchased",,,
"2022","Territories","Total, industries","Other environmental management practices",,,
"2023","Canada","Total, industries","Environmental management system",,20.5,
"2023","Canada","Total, industries","Pollution prevention plan",,17.5,
"2023","Canada","Total, industries","Life cycle management",,7.3,
"2023","Canada","Total, industries","ISO 14000 family certification",,7.8,
"2023","Canada","Total, industries","Environmental voluntary agreements or programs",,7.8,
"2023","Canada","Total, industries","Green procurements policy or guidelines",,8.5,
"2023","Canada","Total, industries","Environmental supply chain management policy",,8.3,
"2023","Canada","Total, industries","New or improved environmental supply chain management policy",,4.5,
"2023","Canada","Total, industries","Environmental incentive programs, grants, loans, or tax credits",,6.6,
"2023","Canada","Total, industries","Greenhouse gas emission inventory",,13.4,
"2023","Canada","Total, industries","Purchased carbon offset credits only or purchased more than sold",,1.7,
"2023","Canada","Total, industries","Sold carbon offset credits only or sold more than purchased",,1.5,
"2023","Canada","Total, industries","Other environmental management practices",,4.6,
"2023","Canada","Logging (except contract)","Reported using one or more environmental management practices",,16.7,
"2023","Canada","Logging (except contract)","Environmental management system",,13,
"2023","Canada","Logging (except contract)","Pollution prevention plan",,8.1,
"2023","Canada","Logging (except contract)","Life cycle management",,3.6,
"2023","Canada","Logging (except contract)","ISO 14000 family certification",,7.1,
"2023","Canada","Logging (except contract)","Environmental voluntary agreements or programs",,7.8,
"2023","Canada","Logging (except contract)","Green procurements policy or guidelines",,5.1,
"2023","Canada","Logging (except contract)","Environmental supply chain management policy",,6.2,
"2023","Canada","Logging (except contract)","New or improved environmental supply chain management policy",,3.4,
"2023","Canada","Logging (except contract)","Environmental incentive programs, grants, loans, or tax credits",,,
"2023","Canada","Logging (except contract)","Greenhouse gas emission inventory",,3.1,
"2023","Canada","Logging (except contract)","Purchased carbon offset credits only or purchased more than sold",,0,
"2023","Canada","Logging (except contract)","Sold carbon offset credits only or sold more than purchased",,2.9,
"2023","Canada","Logging (except contract)","Other environmental management practices",,1.3,
"2023","Canada","Oil and gas extraction","Reported using one or more environmental management practices",,77.7,
"2023","Canada","Oil and gas extraction","Environmental management system",,65.1,
"2023","Canada","Oil and gas extraction","Pollution prevention plan",,25.1,
"2023","Canada","Oil and gas extraction","Life cycle management",,24.7,
"2023","Canada","Oil and gas extraction","ISO 14000 family certification",,3.4,
"2023","Canada","Oil and gas extraction","Environmental voluntary agreements or programs",,39.1,
"2023","Canada","Oil and gas extraction","Green procurements policy or guidelines",,1.9,
"2023","Canada","Oil and gas extraction","Environmental supply chain management policy",,1.9,
"2023","Canada","Oil and gas extraction","New or improved environmental supply chain management policy",,,
"2023","Canada","Oil and gas extraction","Environmental incentive programs, grants, loans, or tax credits",,25.1,
"2023","Canada","Oil and gas extraction","Greenhouse gas emission inventory",,51.8,
"2023","Canada","Oil and gas extraction","Purchased carbon offset credits only or purchased more than sold",,16.1,
"2023","Canada","Oil and gas extraction","Sold carbon offset credits only or sold more than purchased",,5.7,
"2023","Canada","Oil and gas extraction","Other environmental management practices",,12.6,
"2023","Canada","Mining and quarrying","Reported using one or more environmental management practices",,92.1,
"2023","Canada","Mining and quarrying","Environmental management system",,72.4,
"2023","Canada","Mining and quarrying","Pollution prevention plan",,53.9,
"2023","Canada","Mining and quarrying","Life cycle management",,18.4,
"2023","Canada","Mining and quarrying","ISO 14000 family certification",,27.6,
"2023","Canada","Mining and quarrying","Environmental voluntary agreements or programs",,34.2,
"2023","Canada","Mining and quarrying","Green procurements policy or guidelines",,17.1,
"2023","Canada","Mining and quarrying","Environmental supply chain management policy",,15.8,
"2023","Canada","Mining and quarrying","New or improved environmental supply chain management policy",,6.6,
"2023","Canada","Mining and quarrying","Environmental incentive programs, grants, loans, or tax credits",,27.6,
"2023","Canada","Mining and quarrying","Greenhouse gas emission inventory",,88.2,
"2023","Canada","Mining and quarrying","Purchased carbon offset credits only or purchased more than sold",,11.8,
"2023","Canada","Mining and quarrying","Sold carbon offset credits only or sold more than purchased",,3.9,
"2023","Canada","Mining and quarrying","Other environmental management practices",,19.7,
"2023","Canada","Electric power generation, transmission and distribution","Reported using one or more environmental management practices",,81.4,
"2023","Canada","Electric power generation, transmission and distribution","Environmental management system",,61.3,
"2023","Canada","Electric power generation, transmission and distribution","Pollution prevention plan",,43.6,
"2023","Canada","Electric power generation, transmission and distribution","Life cycle management",,31.3,
"2023","Canada","Electric power generation, transmission and distribution","ISO 14000 family certification",,23.6,
"2023","Canada","Electric power generation, transmission and distribution","Environmental voluntary agreements or programs",,33.1,
"2023","Canada","Electric power generation, transmission and distribution","Green procurements policy or guidelines",,26.8,
"2023","Canada","Electric power generation, transmission and distribution","Environmental supply chain management policy",,24.2,
"2023","Canada","Electric power generation, transmission and distribution","New or improved environmental supply chain management policy",,8.9,
"2023","Canada","Electric power generation, transmission and distribution","Environmental incentive programs, grants, loans, or tax credits",,13.2,
"2023","Canada","Electric power generation, transmission and distribution","Greenhouse gas emission inventory",,61.3,
"2023","Canada","Electric power generation, transmission and distribution","Purchased carbon offset credits only or purchased more than sold",,7.2,
"2023","Canada","Electric power generation, transmission and distribution","Sold carbon offset credits only or sold more than purchased",,4,
"2023","Canada","Electric power generation, transmission and distribution","Other environmental management practices",,20.9,
"2023","Canada","Natural gas distribution","Reported using one or more environmental management practices",,75,
"2023","Canada","Natural gas distribution","Environmental management system",,59.4,
"2023","Canada","Natural gas distribution","Pollution prevention plan",,12.5,
"2023","Canada","Natural gas distribution","Life cycle management",,21.9,
"2023","Canada","Natural gas distribution","ISO 14000 family certification",,12.5,
"2023","Canada","Natural gas distribution","Environmental voluntary agreements or programs",,46.9,
"2023","Canada","Natural gas distribution","Green procurements policy or guidelines",,15.6,
"2023","Canada","Natural gas distribution","Environmental supply chain management policy",,,
"2023","Canada","Natural gas distribution","New or improved environmental supply chain management policy",,,
"2023","Canada","Natural gas distribution","Environmental incentive programs, grants, loans, or tax credits",,43.8,
"2023","Canada","Natural gas distribution","Greenhouse gas emission inventory",,62.5,
"2023","Canada","Natural gas distribution","Purchased carbon offset credits only or purchased more than sold",,21.9,
"2023","Canada","Natural gas distribution","Sold carbon offset credits only or sold more than purchased",,0,
"2023","Canada","Natural gas distribution","Other environmental management practices",,40.6,
"2023","Canada","Food manufacturing","Reported using one or more environmental management practices",,58.5,
"2023","Canada","Food manufacturing","Environmental management system",,31.6,
"2023","Canada","Food manufacturing","Pollution prevention plan",,22.6,
"2023","Canada","Food manufacturing","Life cycle management",,6,
"2023","Canada","Food manufacturing","ISO 14000 family certification",,2.8,
"2023","Canada","Food manufacturing","Environmental voluntary agreements or programs",,8.4,
"2023","Canada","Food manufacturing","Green procurements policy or guidelines",,9,
"2023","Canada","Food manufacturing","Environmental supply chain management policy",,9.3,
"2023","Canada","Food manufacturing","New or improved environmental supply chain management policy",,13.8,
"2023","Canada","Food manufacturing","Environmental incentive programs, grants, loans, or tax credits",,11,
"2023","Canada","Food manufacturing","Greenhouse gas emission inventory",,36.9,
"2023","Canada","Food manufacturing","Purchased carbon offset credits only or purchased more than sold",,3.4,
"2023","Canada","Food manufacturing","Sold carbon offset credits only or sold more than purchased",,9.6,
"2023","Canada","Food manufacturing","Other environmental management practices",,9.8,
"2023","Canada","Beverage and tobacco product manufacturing","Reported using one or more environmental management practices",,55.2,
"2023","Canada","Beverage and tobacco product manufacturing","Environmental management system",,37.7,
"2023","Canada","Beverage and tobacco product manufacturing","Pollution prevention plan",,27.3,
"2023","Canada","Beverage and tobacco product manufacturing","Life cycle management",,18,
"2023","Canada","Beverage and tobacco product manufacturing","ISO 14000 family certification",,7.2,
"2023","Canada","Beverage and tobacco product manufacturing","Environmental voluntary agreements or programs",,11,
"2023","Canada","Beverage and tobacco product manufacturing","Green procurements policy or guidelines",,17,
"2023","Canada","Beverage and tobacco product manufacturing","Environmental supply chain management policy",,12.9,
"2023","Canada","Beverage and tobacco product manufacturing","New or improved environmental supply chain management policy",,6.8,
"2023","Canada","Beverage and tobacco product manufacturing","Environmental incentive programs, grants, loans, or tax credits",,25.1,
"2023","Canada","Beverage and tobacco product manufacturing","Greenhouse gas emission inventory",,25.8,
"2023","Canada","Beverage and tobacco product manufacturing","Purchased carbon offset credits only or purchased more than sold",,0,
"2023","Canada","Beverage and tobacco product manufacturing","Sold carbon offset credits only or sold more than purchased",,,
"2023","Canada","Beverage and tobacco product manufacturing","Other environmental management practices",,11.2,
"2023","Canada","Wood product manufacturing","Reported using one or more environmental management practices",,40.7,
"2023","Canada","Wood product manufacturing","Environmental management system",,19.5,
"2023","Canada","Wood product manufacturing","Pollution prevention plan",,19.9,
"2023","Canada","Wood product manufacturing","Life cycle management",,7.5,
"2023","Canada","Wood product manufacturing","ISO 14000 family certification",,2.6,
"2023","Canada","Wood product manufacturing","Environmental voluntary agreements or programs",,16.3,
"2023","Canada","Wood product manufacturing","Green procurements policy or guidelines",,9.7,
"2023","Canada","Wood product manufacturing","Environmental supply chain management policy",,6.3,
"2023","Canada","Wood product manufacturing","New or improved environmental supply chain management policy",,7.9,
"2023","Canada","Wood product manufacturing","Environmental incentive programs, grants, loans, or tax credits",,7.9,
"2023","Canada","Wood product manufacturing","Greenhouse gas emission inventory",,14.7,
"2023","Canada","Wood product manufacturing","Purchased carbon offset credits only or purchased more than sold",,4.2,
"2023","Canada","Wood product manufacturing","Sold carbon offset credits only or sold more than purchased",,1.4,
"2023","Canada","Wood product manufacturing","Other environmental management practices",,4.3,
"2023","Canada","Paper manufacturing","Reported using one or more environmental management practices",,85.9,
"2023","Canada","Paper manufacturing","Environmental management system",,63.6,
"2023","Canada","Paper manufacturing","Pollution prevention plan",,35.3,
"2023","Canada","Paper manufacturing","Life cycle management",,31.6,
"2023","Canada","Paper manufacturing","ISO 14000 family certification",,23.6,
"2023","Canada","Paper manufacturing","Environmental voluntary agreements or programs",,52.9,
"2023","Canada","Paper manufacturing","Green procurements policy or guidelines",,25.5,
"2023","Canada","Paper manufacturing","Environmental supply chain management policy",,40.1,
"2023","Canada","Paper manufacturing","New or improved environmental supply chain management policy",,13.3,
"2023","Canada","Paper manufacturing","Environmental incentive programs, grants, loans, or tax credits",,17.2,
"2023","Canada","Paper manufacturing","Greenhouse gas emission inventory",,61.8,
"2023","Canada","Paper manufacturing","Purchased carbon offset credits only or purchased more than sold",,1.9,
"2023","Canada","Paper manufacturing","Sold carbon offset credits only or sold more than purchased",,4.9,
"2023","Canada","Paper manufacturing","Other environmental management practices",,14.6,
"2023","Canada","Petroleum and coal product manufacturing","Reported using one or more environmental management practices",,94.9,
"2023","Canada","Petroleum and coal product manufacturing","Environmental management system",,87.2,
"2023","Canada","Petroleum and coal product manufacturing","Pollution prevention plan",,61.5,
"2023","Canada","Petroleum and coal product manufacturing","Life cycle management",,28.2,
"2023","Canada","Petroleum and coal product manufacturing","ISO 14000 family certification",,56.4,
"2023","Canada","Petroleum and coal product manufacturing","Environmental voluntary agreements or programs",,25.6,
"2023","Canada","Petroleum and coal product manufacturing","Green procurements policy or guidelines",,10.3,
"2023","Canada","Petroleum and coal product manufacturing","Environmental supply chain management policy",,,
"2023","Canada","Petroleum and coal product manufacturing","New or improved environmental supply chain management policy",,,
"2023","Canada","Petroleum and coal product manufacturing","Environmental incentive programs, grants, loans, or tax credits",,20.5,
"2023","Canada","Petroleum and coal product manufacturing","Greenhouse gas emission inventory",,66.7,
"2023","Canada","Petroleum and coal product manufacturing","Purchased carbon offset credits only or purchased more than sold",,23.1,
"2023","Canada","Petroleum and coal product manufacturing","Sold carbon offset credits only or sold more than purchased",,,
"2023","Canada","Petroleum and coal product manufacturing","Other environmental management practices",,12.8,
"2023","Canada","Chemical manufacturing","Reported using one or more environmental management practices",,75.8,
"2023","Canada","Chemical manufacturing","Environmental management system",,54.9,
"2023","Canada","Chemical manufacturing","Pollution prevention plan",,42.2,
"2023","Canada","Chemical manufacturing","Life cycle management",,12,
"2023","Canada","Chemical manufacturing","ISO 14000 family certification",,28.8,
"2023","Canada","Chemical manufacturing","Environmental voluntary agreements or programs",,15,
"2023","Canada","Chemical manufacturing","Green procurements policy or guidelines",,22.7,
"2023","Canada","Chemical manufacturing","Environmental supply chain management policy",,33.1,
"2023","Canada","Chemical manufacturing","New or improved environmental supply chain management policy",,10.7,
"2023","Canada","Chemical manufacturing","Environmental incentive programs, grants, loans, or tax credits",,6.5,
"2023","Canada","Chemical manufacturing","Greenhouse gas emission inventory",,52.8,
"2023","Canada","Chemical manufacturing","Purchased carbon offset credits only or purchased more than sold",,8.5,
