"Year","data.Geography","data.Age group","data.Gender","GeoCode","Value"
"2020","data.Ontario","data.15 to 24 years","data.Men+",35,12
"2020","data.Ontario","data.15 to 24 years","data.Women+",35,10
"2020","data.Ontario","data.18 to 24 years","data.Total - Gender",35,13
"2020","data.Ontario","data.18 to 24 years","data.Men+",35,15
"2020","data.Ontario","data.18 to 24 years","data.Women+",35,11
"2020","data.Ontario","data.20 to 24 years","data.Total - Gender",35,14
"2020","data.Ontario","data.20 to 24 years","data.Men+",35,15
"2020","data.Ontario","data.20 to 24 years","data.Women+",35,13
"2020","data.Ontario","data.25 to 29 years","data.Total - Gender",35,17
"2020","data.Ontario","data.25 to 29 years","data.Men+",35,15
"2020","data.Ontario","data.25 to 29 years","data.Women+",35,19
"2020","data.Manitoba","data.Total, 15 to 29 years","data.Total - Gender",46,13
"2020","data.Manitoba","data.Total, 15 to 29 years","data.Men+",46,13
"2020","data.Manitoba","data.Total, 15 to 29 years","data.Women+",46,13
"2020","data.Manitoba","data.15 to 19 years","data.Total - Gender",46,7
"2020","data.Manitoba","data.15 to 19 years","data.Men+",46,7
"2020","data.Manitoba","data.15 to 19 years","data.Women+",46,6
"2020","data.Manitoba","data.15 to 24 years","data.Total - Gender",46,11
"2020","data.Manitoba","data.15 to 24 years","data.Men+",46,12
"2020","data.Manitoba","data.15 to 24 years","data.Women+",46,10
"2020","data.Manitoba","data.18 to 24 years","data.Total - Gender",46,13
"2020","data.Manitoba","data.18 to 24 years","data.Men+",46,15
"2020","data.Manitoba","data.18 to 24 years","data.Women+",46,12
"2020","data.Manitoba","data.20 to 24 years","data.Total - Gender",46,15
"2020","data.Manitoba","data.20 to 24 years","data.Men+",46,16
"2020","data.Manitoba","data.20 to 24 years","data.Women+",46,14
"2020","data.Manitoba","data.25 to 29 years","data.Total - Gender",46,17
"2020","data.Manitoba","data.25 to 29 years","data.Men+",46,15
"2020","data.Manitoba","data.25 to 29 years","data.Women+",46,19
"2020","data.Saskatchewan","data.Total, 15 to 29 years","data.Total - Gender",47,14
"2020","data.Saskatchewan","data.Total, 15 to 29 years","data.Men+",47,13
"2020","data.Saskatchewan","data.Total, 15 to 29 years","data.Women+",47,15
"2020","data.Saskatchewan","data.15 to 19 years","data.Total - Gender",47,12
"2020","data.Saskatchewan","data.15 to 19 years","data.Men+",47,13
"2020","data.Saskatchewan","data.15 to 19 years","data.Women+",47,11
"2020","data.Saskatchewan","data.15 to 24 years","data.Total - Gender",47,13
"2020","data.Saskatchewan","data.15 to 24 years","data.Men+",47,13
"2020","data.Saskatchewan","data.15 to 24 years","data.Women+",47,14
"2020","data.Saskatchewan","data.18 to 24 years","data.Total - Gender",47,15
"2020","data.Saskatchewan","data.18 to 24 years","data.Men+",47,14
"2020","data.Saskatchewan","data.18 to 24 years","data.Women+",47,17
"2020","data.Saskatchewan","data.20 to 24 years","data.Total - Gender",47,15
"2020","data.Saskatchewan","data.20 to 24 years","data.Men+",47,13
"2020","data.Saskatchewan","data.20 to 24 years","data.Women+",47,18
"2020","data.Saskatchewan","data.25 to 29 years","data.Total - Gender",47,15
"2020","data.Saskatchewan","data.25 to 29 years","data.Men+",47,14
"2020","data.Saskatchewan","data.25 to 29 years","data.Women+",47,16
"2020","data.Alberta","data.Total, 15 to 29 years","data.Total - Gender",48,15
"2020","data.Alberta","data.Total, 15 to 29 years","data.Men+",48,15
"2020","data.Alberta","data.Total, 15 to 29 years","data.Women+",48,15
"2020","data.Alberta","data.15 to 19 years","data.Total - Gender",48,8
"2020","data.Alberta","data.15 to 19 years","data.Men+",48,10
"2020","data.Alberta","data.15 to 19 years","data.Women+",48,7
"2020","data.Alberta","data.15 to 24 years","data.Total - Gender",48,12
"2020","data.Alberta","data.15 to 24 years","data.Men+",48,13
"2020","data.Alberta","data.15 to 24 years","data.Women+",48,11
"2020","data.Alberta","data.18 to 24 years","data.Total - Gender",48,15
"2020","data.Alberta","data.18 to 24 years","data.Men+",48,16
"2020","data.Alberta","data.18 to 24 years","data.Women+",48,14
"2020","data.Alberta","data.20 to 24 years","data.Total - Gender",48,15
"2020","data.Alberta","data.20 to 24 years","data.Men+",48,15
"2020","data.Alberta","data.20 to 24 years","data.Women+",48,15
"2020","data.Alberta","data.25 to 29 years","data.Total - Gender",48,20
"2020","data.Alberta","data.25 to 29 years","data.Men+",48,18
"2020","data.Alberta","data.25 to 29 years","data.Women+",48,23
"2020","data.British Columbia","data.Total, 15 to 29 years","data.Total - Gender",59,14
"2020","data.British Columbia","data.Total, 15 to 29 years","data.Men+",59,14
"2020","data.British Columbia","data.Total, 15 to 29 years","data.Women+",59,14
"2020","data.British Columbia","data.15 to 19 years","data.Total - Gender",59,11
"2020","data.British Columbia","data.15 to 19 years","data.Men+",59,11
"2020","data.British Columbia","data.15 to 19 years","data.Women+",59,11
"2020","data.British Columbia","data.15 to 24 years","data.Total - Gender",59,13
"2020","data.British Columbia","data.15 to 24 years","data.Men+",59,14
"2020","data.British Columbia","data.15 to 24 years","data.Women+",59,12
"2020","data.British Columbia","data.18 to 24 years","data.Total - Gender",59,15
"2020","data.British Columbia","data.18 to 24 years","data.Men+",59,16
"2020","data.British Columbia","data.18 to 24 years","data.Women+",59,14
"2020","data.British Columbia","data.20 to 24 years","data.Total - Gender",59,14
"2020","data.British Columbia","data.20 to 24 years","data.Men+",59,16
"2020","data.British Columbia","data.20 to 24 years","data.Women+",59,13
"2020","data.British Columbia","data.25 to 29 years","data.Total - Gender",59,15
"2020","data.British Columbia","data.25 to 29 years","data.Men+",59,15
"2020","data.British Columbia","data.25 to 29 years","data.Women+",59,16
"2020","data.Yukon","data.Total, 15 to 29 years","data.Total - Gender",60,14
"2020","data.Yukon","data.Total, 15 to 29 years","data.Men+",60,15
"2020","data.Yukon","data.Total, 15 to 29 years","data.Women+",60,14
"2020","data.Yukon","data.15 to 19 years","data.Total - Gender",60,12
"2020","data.Yukon","data.15 to 19 years","data.Men+",60,
"2020","data.Yukon","data.15 to 19 years","data.Women+",60,
"2020","data.Yukon","data.15 to 24 years","data.Total - Gender",60,12
"2020","data.Yukon","data.15 to 24 years","data.Men+",60,15
"2020","data.Yukon","data.15 to 24 years","data.Women+",60,
"2020","data.Yukon","data.18 to 24 years","data.Total - Gender",60,16
"2020","data.Yukon","data.18 to 24 years","data.Men+",60,20
"2020","data.Yukon","data.18 to 24 years","data.Women+",60,
"2020","data.Yukon","data.20 to 24 years","data.Total - Gender",60,
"2020","data.Yukon","data.20 to 24 years","data.Men+",60,
"2020","data.Yukon","data.20 to 24 years","data.Women+",60,
"2020","data.Yukon","data.25 to 29 years","data.Total - Gender",60,19
"2020","data.Yukon","data.25 to 29 years","data.Men+",60,
"2020","data.Yukon","data.25 to 29 years","data.Women+",60,25
"2020","data.Northwest Territories","data.Total, 15 to 29 years","data.Total - Gender",61,21
"2020","data.Northwest Territories","data.Total, 15 to 29 years","data.Men+",61,21
"2020","data.Northwest Territories","data.Total, 15 to 29 years","data.Women+",61,21
"2020","data.Northwest Territories","data.15 to 19 years","data.Total - Gender",61,12
"2020","data.Northwest Territories","data.15 to 19 years","data.Men+",61,
"2020","data.Northwest Territories","data.15 to 19 years","data.Women+",61,
"2020","data.Northwest Territories","data.15 to 24 years","data.Total - Gender",61,22
"2020","data.Northwest Territories","data.15 to 24 years","data.Men+",61,23
"2020","data.Northwest Territories","data.15 to 24 years","data.Women+",61,22
"2020","data.Northwest Territories","data.18 to 24 years","data.Total - Gender",61,30
"2020","data.Northwest Territories","data.18 to 24 years","data.Men+",61,33
"2020","data.Northwest Territories","data.18 to 24 years","data.Women+",61,28
"2020","data.Northwest Territories","data.20 to 24 years","data.Total - Gender",61,35
"2020","data.Northwest Territories","data.20 to 24 years","data.Men+",61,36
"2020","data.Northwest Territories","data.20 to 24 years","data.Women+",61,33
"2020","data.Northwest Territories","data.25 to 29 years","data.Total - Gender",61,19
"2020","data.Northwest Territories","data.25 to 29 years","data.Men+",61,19
"2020","data.Northwest Territories","data.25 to 29 years","data.Women+",61,19
"2020","data.Nunavut","data.Total, 15 to 29 years","data.Total - Gender",62,37
"2020","data.Nunavut","data.Total, 15 to 29 years","data.Men+",62,39
"2020","data.Nunavut","data.Total, 15 to 29 years","data.Women+",62,34
"2020","data.Nunavut","data.15 to 19 years","data.Total - Gender",62,26
"2020","data.Nunavut","data.15 to 19 years","data.Men+",62,26
"2020","data.Nunavut","data.15 to 19 years","data.Women+",62,
"2020","data.Nunavut","data.15 to 24 years","data.Total - Gender",62,37
"2020","data.Nunavut","data.15 to 24 years","data.Men+",62,39
"2020","data.Nunavut","data.15 to 24 years","data.Women+",62,35
"2020","data.Nunavut","data.18 to 24 years","data.Total - Gender",62,47
"2020","data.Nunavut","data.18 to 24 years","data.Men+",62,51
"2020","data.Nunavut","data.18 to 24 years","data.Women+",62,43
"2020","data.Nunavut","data.20 to 24 years","data.Total - Gender",62,52
"2020","data.Nunavut","data.20 to 24 years","data.Men+",62,55
"2020","data.Nunavut","data.20 to 24 years","data.Women+",62,48
"2020","data.Nunavut","data.25 to 29 years","data.Total - Gender",62,36
"2020","data.Nunavut","data.25 to 29 years","data.Men+",62,39
"2020","data.Nunavut","data.25 to 29 years","data.Women+",62,32
"2021","data.Canada","data.Total, 15 to 29 years","data.Men+",,15
"2021","data.Canada","data.Total, 15 to 29 years","data.Women+",,13
"2021","data.Canada","data.15 to 19 years","data.Total - Gender",,7
"2021","data.Canada","data.15 to 19 years","data.Men+",,8
"2021","data.Canada","data.15 to 19 years","data.Women+",,5
"2021","data.Canada","data.15 to 24 years","data.Total - Gender",,11
"2021","data.Canada","data.15 to 24 years","data.Men+",,13
"2021","data.Canada","data.15 to 24 years","data.Women+",,10
"2021","data.Canada","data.18 to 24 years","data.Total - Gender",,15
"2021","data.Canada","data.18 to 24 years","data.Men+",,17
"2021","data.Canada","data.18 to 24 years","data.Women+",,12
"2021","data.Canada","data.20 to 24 years","data.Total - Gender",,15
"2021","data.Canada","data.20 to 24 years","data.Men+",,17
"2021","data.Canada","data.20 to 24 years","data.Women+",,13
"2021","data.Canada","data.25 to 29 years","data.Total - Gender",,18
"2021","data.Canada","data.25 to 29 years","data.Men+",,17
"2021","data.Canada","data.25 to 29 years","data.Women+",,18
"2021","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Total - Gender",10,18
"2021","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Men+",10,23
"2021","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Women+",10,13
"2021","data.Newfoundland and Labrador","data.15 to 19 years","data.Total - Gender",10,11
"2021","data.Newfoundland and Labrador","data.15 to 19 years","data.Men+",10,13
"2021","data.Newfoundland and Labrador","data.15 to 19 years","data.Women+",10,
"2021","data.Newfoundland and Labrador","data.15 to 24 years","data.Total - Gender",10,16
"2021","data.Newfoundland and Labrador","data.15 to 24 years","data.Men+",10,21
"2021","data.Newfoundland and Labrador","data.15 to 24 years","data.Women+",10,10
"2021","data.Newfoundland and Labrador","data.18 to 24 years","data.Total - Gender",10,20
"2021","data.Newfoundland and Labrador","data.18 to 24 years","data.Men+",10,27
"2021","data.Newfoundland and Labrador","data.18 to 24 years","data.Women+",10,12
"2021","data.Newfoundland and Labrador","data.20 to 24 years","data.Total - Gender",10,20
"2021","data.Newfoundland and Labrador","data.20 to 24 years","data.Men+",10,28
"2021","data.Newfoundland and Labrador","data.20 to 24 years","data.Women+",10,12
"2021","data.Newfoundland and Labrador","data.25 to 29 years","data.Total - Gender",10,23
"2021","data.Newfoundland and Labrador","data.25 to 29 years","data.Men+",10,28
"2021","data.Newfoundland and Labrador","data.25 to 29 years","data.Women+",10,19
"2021","data.Prince Edward Island","data.Total, 15 to 29 years","data.Total - Gender",11,13
"2021","data.Prince Edward Island","data.Total, 15 to 29 years","data.Men+",11,16
"2021","data.Prince Edward Island","data.Total, 15 to 29 years","data.Women+",11,10
"2021","data.Prince Edward Island","data.15 to 19 years","data.Total - Gender",11,6
"2021","data.Prince Edward Island","data.15 to 19 years","data.Men+",11,7
"2021","data.Prince Edward Island","data.15 to 19 years","data.Women+",11,
"2021","data.Prince Edward Island","data.15 to 24 years","data.Total - Gender",11,13
"2021","data.Prince Edward Island","data.15 to 24 years","data.Men+",11,16
"2021","data.Prince Edward Island","data.15 to 24 years","data.Women+",11,11
"2021","data.Prince Edward Island","data.18 to 24 years","data.Total - Gender",11,17
"2021","data.Prince Edward Island","data.18 to 24 years","data.Men+",11,21
"2021","data.Prince Edward Island","data.18 to 24 years","data.Women+",11,13
"2021","data.Prince Edward Island","data.20 to 24 years","data.Total - Gender",11,19
"2021","data.Prince Edward Island","data.20 to 24 years","data.Men+",11,23
"2021","data.Prince Edward Island","data.20 to 24 years","data.Women+",11,16
"2021","data.Prince Edward Island","data.25 to 29 years","data.Total - Gender",11,12
"2021","data.Prince Edward Island","data.25 to 29 years","data.Men+",11,15
"2021","data.Prince Edward Island","data.25 to 29 years","data.Women+",11,9
"2021","data.Nova Scotia","data.Total, 15 to 29 years","data.Total - Gender",12,14
"2021","data.Nova Scotia","data.Total, 15 to 29 years","data.Men+",12,16
"2021","data.Nova Scotia","data.Total, 15 to 29 years","data.Women+",12,11
"2021","data.Nova Scotia","data.15 to 19 years","data.Total - Gender",12,7
"2021","data.Nova Scotia","data.15 to 19 years","data.Men+",12,10
"2021","data.Nova Scotia","data.15 to 19 years","data.Women+",12,
"2021","data.Nova Scotia","data.15 to 24 years","data.Total - Gender",12,12
"2021","data.Nova Scotia","data.15 to 24 years","data.Men+",12,14
"2021","data.Nova Scotia","data.15 to 24 years","data.Women+",12,9
"2021","data.Nova Scotia","data.18 to 24 years","data.Total - Gender",12,15
"2021","data.Nova Scotia","data.18 to 24 years","data.Men+",12,18
"2021","data.Nova Scotia","data.18 to 24 years","data.Women+",12,12
"2021","data.Nova Scotia","data.20 to 24 years","data.Total - Gender",12,15
"2021","data.Nova Scotia","data.20 to 24 years","data.Men+",12,17
"2021","data.Nova Scotia","data.20 to 24 years","data.Women+",12,13
"2021","data.Nova Scotia","data.25 to 29 years","data.Total - Gender",12,17
"2021","data.Nova Scotia","data.25 to 29 years","data.Men+",12,20
"2021","data.Nova Scotia","data.25 to 29 years","data.Women+",12,15
"2021","data.New Brunswick","data.Total, 15 to 29 years","data.Total - Gender",13,15
"2021","data.New Brunswick","data.Total, 15 to 29 years","data.Men+",13,16
"2021","data.New Brunswick","data.Total, 15 to 29 years","data.Women+",13,14
"2021","data.New Brunswick","data.15 to 19 years","data.Total - Gender",13,5
"2021","data.New Brunswick","data.15 to 19 years","data.Men+",13,7
"2021","data.New Brunswick","data.15 to 19 years","data.Women+",13,
"2021","data.New Brunswick","data.15 to 24 years","data.Total - Gender",13,13
"2021","data.New Brunswick","data.15 to 24 years","data.Men+",13,14
"2021","data.New Brunswick","data.15 to 24 years","data.Women+",13,11
"2021","data.New Brunswick","data.18 to 24 years","data.Total - Gender",13,18
"2021","data.New Brunswick","data.18 to 24 years","data.Men+",13,20
"2021","data.New Brunswick","data.18 to 24 years","data.Women+",13,15
"2021","data.New Brunswick","data.20 to 24 years","data.Total - Gender",13,20
"2021","data.New Brunswick","data.20 to 24 years","data.Men+",13,21
"2021","data.New Brunswick","data.20 to 24 years","data.Women+",13,18
"2021","data.New Brunswick","data.25 to 29 years","data.Total - Gender",13,19
"2021","data.New Brunswick","data.25 to 29 years","data.Men+",13,19
"2021","data.New Brunswick","data.25 to 29 years","data.Women+",13,19
"2021","data.Quebec","data.Total, 15 to 29 years","data.Total - Gender",24,12
"2021","data.Quebec","data.Total, 15 to 29 years","data.Men+",24,13
"2021","data.Quebec","data.Total, 15 to 29 years","data.Women+",24,10
"2021","data.Quebec","data.15 to 19 years","data.Total - Gender",24,7
"2021","data.Quebec","data.15 to 19 years","data.Men+",24,8
"2021","data.Quebec","data.15 to 19 years","data.Women+",24,6
"2021","data.Quebec","data.15 to 24 years","data.Total - Gender",24,9
"2021","data.Quebec","data.15 to 24 years","data.Men+",24,12
"2021","data.Quebec","data.15 to 24 years","data.Women+",24,7
"2021","data.Quebec","data.18 to 24 years","data.Total - Gender",24,11
"2021","data.Quebec","data.18 to 24 years","data.Men+",24,15
"2021","data.Quebec","data.18 to 24 years","data.Women+",24,8
"2021","data.Quebec","data.20 to 24 years","data.Total - Gender",24,12
"2021","data.Quebec","data.20 to 24 years","data.Men+",24,15
"2021","data.Quebec","data.20 to 24 years","data.Women+",24,8
"2021","data.Quebec","data.25 to 29 years","data.Total - Gender",24,16
"2021","data.Quebec","data.25 to 29 years","data.Men+",24,15
"2021","data.Quebec","data.25 to 29 years","data.Women+",24,16
"2021","data.Ontario","data.Total, 15 to 29 years","data.Total - Gender",35,15
"2021","data.Ontario","data.Total, 15 to 29 years","data.Men+",35,16
"2021","data.Ontario","data.Total, 15 to 29 years","data.Women+",35,14
"2021","data.Ontario","data.15 to 19 years","data.Total - Gender",35,6
"2021","data.Ontario","data.15 to 19 years","data.Men+",35,7
"2021","data.Ontario","data.15 to 19 years","data.Women+",35,4
"2021","data.Ontario","data.15 to 24 years","data.Total - Gender",35,11
"2021","data.Ontario","data.15 to 24 years","data.Men+",35,13
"2021","data.Ontario","data.15 to 24 years","data.Women+",35,9
"2021","data.Ontario","data.18 to 24 years","data.Total - Gender",35,15
"2021","data.Ontario","data.18 to 24 years","data.Men+",35,18
"2021","data.Ontario","data.18 to 24 years","data.Women+",35,12
"2021","data.Ontario","data.20 to 24 years","data.Total - Gender",35,16
"2021","data.Ontario","data.20 to 24 years","data.Men+",35,19
"2021","data.Ontario","data.20 to 24 years","data.Women+",35,14
"2021","data.Ontario","data.25 to 29 years","data.Total - Gender",35,21
"2021","data.Ontario","data.25 to 29 years","data.Men+",35,21
"2021","data.Ontario","data.25 to 29 years","data.Women+",35,21
"2021","data.Manitoba","data.Total, 15 to 29 years","data.Total - Gender",46,13
"2021","data.Manitoba","data.Total, 15 to 29 years","data.Men+",46,13
"2021","data.Manitoba","data.Total, 15 to 29 years","data.Women+",46,12
"2021","data.Manitoba","data.15 to 19 years","data.Total - Gender",46,8
"2021","data.Manitoba","data.15 to 19 years","data.Men+",46,8
"2021","data.Manitoba","data.15 to 19 years","data.Women+",46,7
"2021","data.Manitoba","data.15 to 24 years","data.Total - Gender",46,11
"2021","data.Manitoba","data.15 to 24 years","data.Men+",46,13
"2021","data.Manitoba","data.15 to 24 years","data.Women+",46,10
"2021","data.Manitoba","data.18 to 24 years","data.Total - Gender",46,15
"2021","data.Manitoba","data.18 to 24 years","data.Men+",46,17
"2021","data.Manitoba","data.18 to 24 years","data.Women+",46,13
"2021","data.Manitoba","data.20 to 24 years","data.Total - Gender",46,14
"2021","data.Manitoba","data.20 to 24 years","data.Men+",46,16
"2021","data.Manitoba","data.20 to 24 years","data.Women+",46,12
"2021","data.Manitoba","data.25 to 29 years","data.Total - Gender",46,16
"2021","data.Manitoba","data.25 to 29 years","data.Men+",46,15
"2021","data.Manitoba","data.25 to 29 years","data.Women+",46,16
"2021","data.Saskatchewan","data.Total, 15 to 29 years","data.Total - Gender",47,15
"2021","data.Saskatchewan","data.Total, 15 to 29 years","data.Men+",47,15
"2021","data.Saskatchewan","data.Total, 15 to 29 years","data.Women+",47,14
"2021","data.Saskatchewan","data.15 to 19 years","data.Total - Gender",47,9
"2021","data.Saskatchewan","data.15 to 19 years","data.Men+",47,11
"2021","data.Saskatchewan","data.15 to 19 years","data.Women+",47,7
"2021","data.Saskatchewan","data.15 to 24 years","data.Total - Gender",47,13
"2021","data.Saskatchewan","data.15 to 24 years","data.Men+",47,16
"2021","data.Saskatchewan","data.15 to 24 years","data.Women+",47,11
"2021","data.Saskatchewan","data.18 to 24 years","data.Total - Gender",47,18
"2021","data.Saskatchewan","data.18 to 24 years","data.Men+",47,21
"2021","data.Saskatchewan","data.18 to 24 years","data.Women+",47,14
"2021","data.Saskatchewan","data.20 to 24 years","data.Total - Gender",47,18
"2021","data.Saskatchewan","data.20 to 24 years","data.Men+",47,21
"2021","data.Saskatchewan","data.20 to 24 years","data.Women+",47,14
"2021","data.Saskatchewan","data.25 to 29 years","data.Total - Gender",47,17
"2021","data.Saskatchewan","data.25 to 29 years","data.Men+",47,14
"2021","data.Saskatchewan","data.25 to 29 years","data.Women+",47,21
"2021","data.Alberta","data.Total, 15 to 29 years","data.Total - Gender",48,13
"2021","data.Alberta","data.Total, 15 to 29 years","data.Men+",48,12
"2021","data.Alberta","data.Total, 15 to 29 years","data.Women+",48,14
"2021","data.Alberta","data.15 to 19 years","data.Total - Gender",48,7
"2021","data.Alberta","data.15 to 19 years","data.Men+",48,7
"2021","data.Alberta","data.15 to 19 years","data.Women+",48,7
"2021","data.Alberta","data.15 to 24 years","data.Total - Gender",48,11
"2021","data.Alberta","data.15 to 24 years","data.Men+",48,12
"2021","data.Alberta","data.15 to 24 years","data.Women+",48,11
"2021","data.Alberta","data.18 to 24 years","data.Total - Gender",48,15
"2021","data.Alberta","data.18 to 24 years","data.Men+",48,16
"2021","data.Alberta","data.18 to 24 years","data.Women+",48,14
"2021","data.Alberta","data.20 to 24 years","data.Total - Gender",48,15
"2021","data.Alberta","data.20 to 24 years","data.Men+",48,16
"2021","data.Alberta","data.20 to 24 years","data.Women+",48,14
"2021","data.Alberta","data.25 to 29 years","data.Total - Gender",48,16
"2021","data.Alberta","data.25 to 29 years","data.Men+",48,12
"2021","data.Alberta","data.25 to 29 years","data.Women+",48,20
"2021","data.British Columbia","data.Total, 15 to 29 years","data.Total - Gender",59,13
"2021","data.British Columbia","data.Total, 15 to 29 years","data.Men+",59,13
"2021","data.British Columbia","data.Total, 15 to 29 years","data.Women+",59,13
"2021","data.British Columbia","data.15 to 19 years","data.Total - Gender",59,8
"2021","data.British Columbia","data.15 to 19 years","data.Men+",59,10
"2021","data.British Columbia","data.15 to 19 years","data.Women+",59,6
"2021","data.British Columbia","data.15 to 24 years","data.Total - Gender",59,13
"2021","data.British Columbia","data.15 to 24 years","data.Men+",59,13
"2021","data.British Columbia","data.15 to 24 years","data.Women+",59,12
"2021","data.British Columbia","data.18 to 24 years","data.Total - Gender",59,16
"2021","data.British Columbia","data.18 to 24 years","data.Men+",59,16
"2021","data.British Columbia","data.18 to 24 years","data.Women+",59,16
"2021","data.British Columbia","data.20 to 24 years","data.Total - Gender",59,16
"2021","data.British Columbia","data.20 to 24 years","data.Men+",59,16
"2021","data.British Columbia","data.20 to 24 years","data.Women+",59,17
"2021","data.British Columbia","data.25 to 29 years","data.Total - Gender",59,13
"2021","data.British Columbia","data.25 to 29 years","data.Men+",59,13
"2021","data.British Columbia","data.25 to 29 years","data.Women+",59,14
"2021","data.Yukon","data.Total, 15 to 29 years","data.Total - Gender",60,17
"2021","data.Yukon","data.Total, 15 to 29 years","data.Men+",60,19
"2021","data.Yukon","data.Total, 15 to 29 years","data.Women+",60,15
"2021","data.Yukon","data.15 to 19 years","data.Total - Gender",60,11
"2021","data.Yukon","data.15 to 19 years","data.Men+",60,
"2021","data.Yukon","data.15 to 19 years","data.Women+",60,
"2021","data.Yukon","data.15 to 24 years","data.Total - Gender",60,14
"2021","data.Yukon","data.15 to 24 years","data.Men+",60,17
"2021","data.Yukon","data.15 to 24 years","data.Women+",60,
"2021","data.Yukon","data.18 to 24 years","data.Total - Gender",60,18
"2021","data.Yukon","data.18 to 24 years","data.Men+",60,22
"2021","data.Yukon","data.18 to 24 years","data.Women+",60,
"2021","data.Yukon","data.20 to 24 years","data.Total - Gender",60,18
"2021","data.Yukon","data.20 to 24 years","data.Men+",60,
"2021","data.Yukon","data.20 to 24 years","data.Women+",60,
"2021","data.Yukon","data.25 to 29 years","data.Total - Gender",60,23
"2021","data.Yukon","data.25 to 29 years","data.Men+",60,23
"2021","data.Yukon","data.25 to 29 years","data.Women+",60,
"2021","data.Northwest Territories","data.Total, 15 to 29 years","data.Total - Gender",61,22
"2021","data.Northwest Territories","data.Total, 15 to 29 years","data.Men+",61,29
"2021","data.Northwest Territories","data.Total, 15 to 29 years","data.Women+",61,16
"2021","data.Northwest Territories","data.15 to 19 years","data.Total - Gender",61,
"2021","data.Northwest Territories","data.15 to 19 years","data.Men+",61,
"2021","data.Northwest Territories","data.15 to 19 years","data.Women+",61,
"2021","data.Northwest Territories","data.15 to 24 years","data.Total - Gender",61,19
"2021","data.Northwest Territories","data.15 to 24 years","data.Men+",61,26
"2021","data.Northwest Territories","data.15 to 24 years","data.Women+",61,12
"2021","data.Northwest Territories","data.18 to 24 years","data.Total - Gender",61,26
"2021","data.Northwest Territories","data.18 to 24 years","data.Men+",61,31
"2021","data.Northwest Territories","data.18 to 24 years","data.Women+",61,20
"2021","data.Northwest Territories","data.20 to 24 years","data.Total - Gender",61,27
"2021","data.Northwest Territories","data.20 to 24 years","data.Men+",61,32
"2021","data.Northwest Territories","data.20 to 24 years","data.Women+",61,21
"2021","data.Northwest Territories","data.25 to 29 years","data.Total - Gender",61,28
"2021","data.Northwest Territories","data.25 to 29 years","data.Men+",61,34
"2021","data.Northwest Territories","data.25 to 29 years","data.Women+",61,
"2021","data.Nunavut","data.Total, 15 to 29 years","data.Total - Gender",62,42
"2021","data.Nunavut","data.Total, 15 to 29 years","data.Men+",62,44
"2021","data.Nunavut","data.Total, 15 to 29 years","data.Women+",62,39
"2021","data.Nunavut","data.15 to 19 years","data.Total - Gender",62,24
"2021","data.Nunavut","data.15 to 19 years","data.Men+",62,
"2021","data.Nunavut","data.15 to 19 years","data.Women+",62,
"2021","data.Nunavut","data.15 to 24 years","data.Total - Gender",62,40
"2021","data.Nunavut","data.15 to 24 years","data.Men+",62,41
"2021","data.Nunavut","data.15 to 24 years","data.Women+",62,39
"2021","data.Nunavut","data.18 to 24 years","data.Total - Gender",62,51
"2021","data.Nunavut","data.18 to 24 years","data.Men+",62,51
"2021","data.Nunavut","data.18 to 24 years","data.Women+",62,50
"2021","data.Nunavut","data.20 to 24 years","data.Total - Gender",62,56
"2021","data.Nunavut","data.20 to 24 years","data.Men+",62,56
"2021","data.Nunavut","data.20 to 24 years","data.Women+",62,56
"2021","data.Nunavut","data.25 to 29 years","data.Total - Gender",62,46
"2021","data.Nunavut","data.25 to 29 years","data.Men+",62,54
"2021","data.Nunavut","data.25 to 29 years","data.Women+",62,38
"2022","data.Canada","data.Total, 15 to 29 years","data.Men+",,12
"2022","data.Canada","data.Total, 15 to 29 years","data.Women+",,10
"2022","data.Canada","data.15 to 19 years","data.Total - Gender",,6
"2022","data.Canada","data.15 to 19 years","data.Men+",,7
"2022","data.Canada","data.15 to 19 years","data.Women+",,5
"2022","data.Canada","data.15 to 24 years","data.Total - Gender",,10
"2022","data.Canada","data.15 to 24 years","data.Men+",,12
"2022","data.Canada","data.15 to 24 years","data.Women+",,7
"2022","data.Canada","data.18 to 24 years","data.Total - Gender",,12
"2022","data.Canada","data.18 to 24 years","data.Men+",,15
"2022","data.Canada","data.18 to 24 years","data.Women+",,9
"2022","data.Canada","data.20 to 24 years","data.Total - Gender",,13
"2022","data.Canada","data.20 to 24 years","data.Men+",,16
"2022","data.Canada","data.20 to 24 years","data.Women+",,10
"2022","data.Canada","data.25 to 29 years","data.Total - Gender",,13
"2022","data.Canada","data.25 to 29 years","data.Men+",,13
"2022","data.Canada","data.25 to 29 years","data.Women+",,14
"2022","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Total - Gender",10,17
"2022","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Men+",10,20
"2022","data.Newfoundland and Labrador","data.Total, 15 to 29 years","data.Women+",10,14
"2022","data.Newfoundland and Labrador","data.15 to 19 years","data.Total - Gender",10,11
"2022","data.Newfoundland and Labrador","data.15 to 19 years","data.Men+",10,15
