"Year","Units","Geography","Economic family type","GeoCode","Value"
"2019","2023 constant dollars","Prince Edward Island","Female lone-parent families",11,60100
"2019","2023 constant dollars","Prince Edward Island","Other non-senior families",11,78000
"2019","2023 constant dollars","Prince Edward Island","Persons not in an economic family",11,33400
"2019","2023 constant dollars","Prince Edward Island","Seniors not in an economic family",11,38200
"2019","2023 constant dollars","Prince Edward Island","Senior males not in an economic family",11,40200
"2019","2023 constant dollars","Prince Edward Island","Senior females not in an economic family",11,38200
"2019","2023 constant dollars","Prince Edward Island","Non-seniors not in an economic family",11,30600
"2019","2023 constant dollars","Prince Edward Island","Non-senior males not in an economic family",11,31600
"2019","2023 constant dollars","Prince Edward Island","Non-senior females not in an economic family",11,29700
"2019","2023 constant dollars","Nova Scotia","Economic families and persons not in an economic family",12,61100
"2019","2023 constant dollars","Nova Scotia","Economic families",12,86800
"2019","2023 constant dollars","Nova Scotia","Senior families",12,68800
"2019","2023 constant dollars","Nova Scotia","Senior couples",12,68300
"2019","2023 constant dollars","Nova Scotia","Other senior families",12,73200
"2019","2023 constant dollars","Nova Scotia","Non-senior families",12,94900
"2019","2023 constant dollars","Nova Scotia","Couples",12,89300
"2019","2023 constant dollars","Nova Scotia","Couples with children",12,107800
"2019","2023 constant dollars","Nova Scotia","Couples with other relatives",12,135700
"2019","2023 constant dollars","Nova Scotia","Lone-parent families",12,67100
"2019","2023 constant dollars","Nova Scotia","Male lone-parent families",12,
"2019","2023 constant dollars","Nova Scotia","Female lone-parent families",12,66400
"2019","2023 constant dollars","Nova Scotia","Other non-senior families",12,81400
"2019","2023 constant dollars","Nova Scotia","Persons not in an economic family",12,32800
"2019","2023 constant dollars","Nova Scotia","Seniors not in an economic family",12,31400
"2019","2023 constant dollars","Nova Scotia","Senior males not in an economic family",12,35500
"2019","2023 constant dollars","Nova Scotia","Senior females not in an economic family",12,29300
"2019","2023 constant dollars","Nova Scotia","Non-seniors not in an economic family",12,33400
"2019","2023 constant dollars","Nova Scotia","Non-senior males not in an economic family",12,35300
"2019","2023 constant dollars","Nova Scotia","Non-senior females not in an economic family",12,32000
"2019","2023 constant dollars","New Brunswick","Economic families and persons not in an economic family",13,62900
"2019","2023 constant dollars","New Brunswick","Economic families",13,83900
"2019","2023 constant dollars","New Brunswick","Senior families",13,66900
"2019","2023 constant dollars","New Brunswick","Senior couples",13,66900
"2019","2023 constant dollars","New Brunswick","Other senior families",13,66700
"2019","2023 constant dollars","New Brunswick","Non-senior families",13,89800
"2019","2023 constant dollars","New Brunswick","Couples",13,84400
"2019","2023 constant dollars","New Brunswick","Couples with children",13,105300
"2019","2023 constant dollars","New Brunswick","Couples with other relatives",13,135400
"2019","2023 constant dollars","New Brunswick","Lone-parent families",13,57900
"2019","2023 constant dollars","New Brunswick","Male lone-parent families",13,
"2019","2023 constant dollars","New Brunswick","Female lone-parent families",13,54800
"2019","2023 constant dollars","New Brunswick","Other non-senior families",13,80400
"2019","2023 constant dollars","New Brunswick","Persons not in an economic family",13,33100
"2019","2023 constant dollars","New Brunswick","Seniors not in an economic family",13,30200
"2019","2023 constant dollars","New Brunswick","Senior males not in an economic family",13,30200
"2019","2023 constant dollars","New Brunswick","Senior females not in an economic family",13,30200
"2019","2023 constant dollars","New Brunswick","Non-seniors not in an economic family",13,35900
"2019","2023 constant dollars","New Brunswick","Non-senior males not in an economic family",13,36600
"2019","2023 constant dollars","New Brunswick","Non-senior females not in an economic family",13,34700
"2019","2023 constant dollars","Quebec","Economic families and persons not in an economic family",24,63500
"2019","2023 constant dollars","Quebec","Economic families",24,93100
"2019","2023 constant dollars","Quebec","Senior families",24,64600
"2019","2023 constant dollars","Quebec","Senior couples",24,63500
"2019","2023 constant dollars","Quebec","Other senior families",24,66500
"2019","2023 constant dollars","Quebec","Non-senior families",24,101800
"2019","2023 constant dollars","Quebec","Couples",24,87000
"2019","2023 constant dollars","Quebec","Couples with children",24,116800
"2019","2023 constant dollars","Quebec","Couples with other relatives",24,138700
"2019","2023 constant dollars","Quebec","Lone-parent families",24,76500
"2019","2023 constant dollars","Quebec","Male lone-parent families",24,84200
"2019","2023 constant dollars","Quebec","Female lone-parent families",24,71100
"2019","2023 constant dollars","Quebec","Other non-senior families",24,88300
"2019","2023 constant dollars","Quebec","Persons not in an economic family",24,33500
"2019","2023 constant dollars","Quebec","Seniors not in an economic family",24,29500
"2019","2023 constant dollars","Quebec","Senior males not in an economic family",24,30700
"2019","2023 constant dollars","Quebec","Senior females not in an economic family",24,28500
"2019","2023 constant dollars","Quebec","Non-seniors not in an economic family",24,36900
"2019","2023 constant dollars","Quebec","Non-senior males not in an economic family",24,37600
"2019","2023 constant dollars","Quebec","Non-senior females not in an economic family",24,36600
"2019","2023 constant dollars","Ontario","Economic families and persons not in an economic family",35,74600
"2019","2023 constant dollars","Ontario","Economic families",35,103900
"2019","2023 constant dollars","Ontario","Senior families",35,77500
"2019","2023 constant dollars","Ontario","Senior couples",35,76800
"2019","2023 constant dollars","Ontario","Other senior families",35,81800
"2019","2023 constant dollars","Ontario","Non-senior families",35,112300
"2019","2023 constant dollars","Ontario","Couples",35,96000
"2019","2023 constant dollars","Ontario","Couples with children",35,125500
"2019","2023 constant dollars","Ontario","Couples with other relatives",35,161900
"2019","2023 constant dollars","Ontario","Lone-parent families",35,68100
"2019","2023 constant dollars","Ontario","Male lone-parent families",35,83400
"2019","2023 constant dollars","Ontario","Female lone-parent families",35,60500
"2019","2023 constant dollars","Ontario","Other non-senior families",35,91400
"2019","2023 constant dollars","Ontario","Persons not in an economic family",35,39200
"2019","2023 constant dollars","Ontario","Seniors not in an economic family",35,37900
"2019","2023 constant dollars","Ontario","Senior males not in an economic family",35,42800
"2019","2023 constant dollars","Ontario","Senior females not in an economic family",35,36400
"2019","2023 constant dollars","Ontario","Non-seniors not in an economic family",35,39600
"2019","2023 constant dollars","Ontario","Non-senior males not in an economic family",35,45300
"2019","2023 constant dollars","Ontario","Non-senior females not in an economic family",35,35400
"2019","2023 constant dollars","Prairie provinces","Economic families and persons not in an economic family",,80000
"2019","2023 constant dollars","Prairie provinces","Economic families",,107300
"2019","2023 constant dollars","Prairie provinces","Senior families",,79300
"2019","2023 constant dollars","Prairie provinces","Senior couples",,78100
"2019","2023 constant dollars","Prairie provinces","Other senior families",,85900
"2019","2023 constant dollars","Prairie provinces","Non-senior families",,117200
"2019","2023 constant dollars","Prairie provinces","Couples",,102500
"2019","2023 constant dollars","Prairie provinces","Couples with children",,128400
"2019","2023 constant dollars","Prairie provinces","Couples with other relatives",,173900
"2019","2023 constant dollars","Prairie provinces","Lone-parent families",,66900
"2019","2023 constant dollars","Prairie provinces","Male lone-parent families",,90100
"2019","2023 constant dollars","Prairie provinces","Female lone-parent families",,62100
"2019","2023 constant dollars","Prairie provinces","Other non-senior families",,93200
"2019","2023 constant dollars","Prairie provinces","Persons not in an economic family",,41700
"2019","2023 constant dollars","Prairie provinces","Seniors not in an economic family",,35300
"2019","2023 constant dollars","Prairie provinces","Senior males not in an economic family",,35300
"2019","2023 constant dollars","Prairie provinces","Senior females not in an economic family",,35300
"2019","2023 constant dollars","Prairie provinces","Non-seniors not in an economic family",,43700
"2019","2023 constant dollars","Prairie provinces","Non-senior males not in an economic family",,46000
"2019","2023 constant dollars","Prairie provinces","Non-senior females not in an economic family",,41400
"2019","2023 constant dollars","Manitoba","Economic families and persons not in an economic family",46,69500
"2019","2023 constant dollars","Manitoba","Economic families",46,92000
"2019","2023 constant dollars","Manitoba","Senior families",46,74200
"2019","2023 constant dollars","Manitoba","Senior couples",46,73100
"2019","2023 constant dollars","Manitoba","Other senior families",46,85900
"2019","2023 constant dollars","Manitoba","Non-senior families",46,97300
"2019","2023 constant dollars","Manitoba","Couples",46,88000
"2019","2023 constant dollars","Manitoba","Couples with children",46,102500
"2019","2023 constant dollars","Manitoba","Couples with other relatives",46,151500
"2019","2023 constant dollars","Manitoba","Lone-parent families",46,47900
"2019","2023 constant dollars","Manitoba","Male lone-parent families",46,
"2019","2023 constant dollars","Manitoba","Female lone-parent families",46,46300
"2019","2023 constant dollars","Manitoba","Other non-senior families",46,79500
"2019","2023 constant dollars","Manitoba","Persons not in an economic family",46,36200
"2019","2023 constant dollars","Manitoba","Seniors not in an economic family",46,32900
"2019","2023 constant dollars","Manitoba","Senior males not in an economic family",46,30600
"2019","2023 constant dollars","Manitoba","Senior females not in an economic family",46,33800
"2019","2023 constant dollars","Manitoba","Non-seniors not in an economic family",46,37600
"2019","2023 constant dollars","Manitoba","Non-senior males not in an economic family",46,39900
"2019","2023 constant dollars","Manitoba","Non-senior females not in an economic family",46,35500
"2019","2023 constant dollars","Saskatchewan","Economic families and persons not in an economic family",47,73900
"2019","2023 constant dollars","Saskatchewan","Economic families",47,100100
"2019","2023 constant dollars","Saskatchewan","Senior families",47,81800
"2019","2023 constant dollars","Saskatchewan","Senior couples",47,80100
"2019","2023 constant dollars","Saskatchewan","Other senior families",47,114100
"2019","2023 constant dollars","Saskatchewan","Non-senior families",47,105800
"2019","2023 constant dollars","Saskatchewan","Couples",47,90500
"2019","2023 constant dollars","Saskatchewan","Couples with children",47,116200
"2019","2023 constant dollars","Saskatchewan","Couples with other relatives",47,163700
"2019","2023 constant dollars","Saskatchewan","Lone-parent families",47,61800
"2019","2023 constant dollars","Saskatchewan","Male lone-parent families",47,
"2019","2023 constant dollars","Saskatchewan","Female lone-parent families",47,61100
"2019","2023 constant dollars","Saskatchewan","Other non-senior families",47,85100
"2019","2023 constant dollars","Saskatchewan","Persons not in an economic family",47,37700
"2019","2023 constant dollars","Saskatchewan","Seniors not in an economic family",47,36300
"2019","2023 constant dollars","Saskatchewan","Senior males not in an economic family",47,39500
"2019","2023 constant dollars","Saskatchewan","Senior females not in an economic family",47,35500
"2019","2023 constant dollars","Saskatchewan","Non-seniors not in an economic family",47,38900
"2019","2023 constant dollars","Saskatchewan","Non-senior males not in an economic family",47,39600
"2019","2023 constant dollars","Saskatchewan","Non-senior females not in an economic family",47,37300
"2019","2023 constant dollars","Alberta","Economic families and persons not in an economic family",48,85400
"2019","2023 constant dollars","Alberta","Economic families",48,117400
"2019","2023 constant dollars","Alberta","Senior families",48,81900
"2019","2023 constant dollars","Alberta","Senior couples",48,81400
"2019","2023 constant dollars","Alberta","Other senior families",48,82700
"2019","2023 constant dollars","Alberta","Non-senior families",48,128600
"2019","2023 constant dollars","Alberta","Couples",48,108700
"2019","2023 constant dollars","Alberta","Couples with children",48,136200
"2019","2023 constant dollars","Alberta","Couples with other relatives",48,179600
"2019","2023 constant dollars","Alberta","Lone-parent families",48,83900
"2019","2023 constant dollars","Alberta","Male lone-parent families",48,93200
"2019","2023 constant dollars","Alberta","Female lone-parent families",48,74300
"2019","2023 constant dollars","Alberta","Other non-senior families",48,97400
"2019","2023 constant dollars","Alberta","Persons not in an economic family",48,44000
"2019","2023 constant dollars","Alberta","Seniors not in an economic family",48,36000
"2019","2023 constant dollars","Alberta","Senior males not in an economic family",48,36100
"2019","2023 constant dollars","Alberta","Senior females not in an economic family",48,35500
"2019","2023 constant dollars","Alberta","Non-seniors not in an economic family",48,46200
"2019","2023 constant dollars","Alberta","Non-senior males not in an economic family",48,50400
"2019","2023 constant dollars","Alberta","Non-senior females not in an economic family",48,43300
"2019","2023 constant dollars","British Columbia","Economic families and persons not in an economic family",59,72300
"2019","2023 constant dollars","British Columbia","Economic families",59,103200
"2019","2023 constant dollars","British Columbia","Senior families",59,77000
"2019","2023 constant dollars","British Columbia","Senior couples",59,77000
"2019","2023 constant dollars","British Columbia","Other senior families",59,75100
"2019","2023 constant dollars","British Columbia","Non-senior families",59,110100
"2019","2023 constant dollars","British Columbia","Couples",59,102400
"2019","2023 constant dollars","British Columbia","Couples with children",59,120400
"2019","2023 constant dollars","British Columbia","Couples with other relatives",59,157300
"2019","2023 constant dollars","British Columbia","Lone-parent families",59,63800
"2019","2023 constant dollars","British Columbia","Male lone-parent families",59,63600
"2019","2023 constant dollars","British Columbia","Female lone-parent families",59,68000
"2019","2023 constant dollars","British Columbia","Other non-senior families",59,96800
"2019","2023 constant dollars","British Columbia","Persons not in an economic family",59,36900
"2019","2023 constant dollars","British Columbia","Seniors not in an economic family",59,36700
"2019","2023 constant dollars","British Columbia","Senior males not in an economic family",59,45000
"2019","2023 constant dollars","British Columbia","Senior females not in an economic family",59,33000
"2019","2023 constant dollars","British Columbia","Non-seniors not in an economic family",59,36900
"2019","2023 constant dollars","British Columbia","Non-senior males not in an economic family",59,38600
"2019","2023 constant dollars","British Columbia","Non-senior females not in an economic family",59,31800
"2019","2023 constant dollars","Québec, Quebec","Economic families and persons not in an economic family",,66400
"2019","2023 constant dollars","Québec, Quebec","Economic families",,103900
"2019","2023 constant dollars","Québec, Quebec","Senior families",,75000
"2019","2023 constant dollars","Québec, Quebec","Senior couples",,75000
"2019","2023 constant dollars","Québec, Quebec","Other senior families",,
"2019","2023 constant dollars","Québec, Quebec","Non-senior families",,112400
"2019","2023 constant dollars","Québec, Quebec","Couples",,96000
"2019","2023 constant dollars","Québec, Quebec","Couples with children",,130000
"2019","2023 constant dollars","Québec, Quebec","Couples with other relatives",,
"2019","2023 constant dollars","Québec, Quebec","Lone-parent families",,87700
"2019","2023 constant dollars","Québec, Quebec","Male lone-parent families",,
"2019","2023 constant dollars","Québec, Quebec","Female lone-parent families",,
"2019","2023 constant dollars","Québec, Quebec","Other non-senior families",,
"2019","2023 constant dollars","Québec, Quebec","Persons not in an economic family",,34100
"2019","2023 constant dollars","Québec, Quebec","Seniors not in an economic family",,29600
"2019","2023 constant dollars","Québec, Quebec","Senior males not in an economic family",,30400
"2019","2023 constant dollars","Québec, Quebec","Senior females not in an economic family",,28800
"2019","2023 constant dollars","Québec, Quebec","Non-seniors not in an economic family",,38900
"2019","2023 constant dollars","Québec, Quebec","Non-senior males not in an economic family",,40500
"2019","2023 constant dollars","Québec, Quebec","Non-senior females not in an economic family",,36700
"2019","2023 constant dollars","Montréal, Quebec","Economic families and persons not in an economic family",,65200
"2019","2023 constant dollars","Montréal, Quebec","Economic families",,98400
"2019","2023 constant dollars","Montréal, Quebec","Senior families",,67100
"2019","2023 constant dollars","Montréal, Quebec","Senior couples",,64600
"2019","2023 constant dollars","Montréal, Quebec","Other senior families",,77000
"2019","2023 constant dollars","Montréal, Quebec","Non-senior families",,105200
"2019","2023 constant dollars","Montréal, Quebec","Couples",,90500
"2019","2023 constant dollars","Montréal, Quebec","Couples with children",,117000
"2019","2023 constant dollars","Montréal, Quebec","Couples with other relatives",,155300
"2019","2023 constant dollars","Montréal, Quebec","Lone-parent families",,80900
"2019","2023 constant dollars","Montréal, Quebec","Male lone-parent families",,
"2019","2023 constant dollars","Montréal, Quebec","Female lone-parent families",,73400
"2019","2023 constant dollars","Montréal, Quebec","Other non-senior families",,88100
"2019","2023 constant dollars","Montréal, Quebec","Persons not in an economic family",,33700
"2019","2023 constant dollars","Montréal, Quebec","Seniors not in an economic family",,30100
"2019","2023 constant dollars","Montréal, Quebec","Senior males not in an economic family",,31900
"2019","2023 constant dollars","Montréal, Quebec","Senior females not in an economic family",,29200
"2019","2023 constant dollars","Montréal, Quebec","Non-seniors not in an economic family",,35900
"2019","2023 constant dollars","Montréal, Quebec","Non-senior males not in an economic family",,35900
"2019","2023 constant dollars","Montréal, Quebec","Non-senior females not in an economic family",,35300
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families and persons not in an economic family",,75500
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families",,112100
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior families",,90200
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior couples",,91700
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other senior families",,90200
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior families",,120000
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples",,96700
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with children",,141300
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with other relatives",,166600
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Lone-parent families",,84400
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Male lone-parent families",,
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Female lone-parent families",,96600
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other non-senior families",,80700
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Persons not in an economic family",,46500
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Seniors not in an economic family",,42800
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior males not in an economic family",,42800
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior females not in an economic family",,43300
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-seniors not in an economic family",,47200
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior males not in an economic family",,50300
"2019","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior females not in an economic family",,41400
"2019","2023 constant dollars","Toronto, Ontario","Economic families and persons not in an economic family",,79400
"2019","2023 constant dollars","Toronto, Ontario","Economic families",,108400
"2019","2023 constant dollars","Toronto, Ontario","Senior families",,77500
"2019","2023 constant dollars","Toronto, Ontario","Senior couples",,73800
"2019","2023 constant dollars","Toronto, Ontario","Other senior families",,96000
"2019","2023 constant dollars","Toronto, Ontario","Non-senior families",,116400
"2019","2023 constant dollars","Toronto, Ontario","Couples",,100700
"2019","2023 constant dollars","Toronto, Ontario","Couples with children",,127800
"2019","2023 constant dollars","Toronto, Ontario","Couples with other relatives",,168500
"2019","2023 constant dollars","Toronto, Ontario","Lone-parent families",,62800
"2019","2023 constant dollars","Toronto, Ontario","Male lone-parent families",,
"2019","2023 constant dollars","Toronto, Ontario","Female lone-parent families",,49400
"2019","2023 constant dollars","Toronto, Ontario","Other non-senior families",,92400
"2019","2023 constant dollars","Toronto, Ontario","Persons not in an economic family",,39500
"2019","2023 constant dollars","Toronto, Ontario","Seniors not in an economic family",,35100
"2019","2023 constant dollars","Toronto, Ontario","Senior males not in an economic family",,36000
"2019","2023 constant dollars","Toronto, Ontario","Senior females not in an economic family",,35100
"2019","2023 constant dollars","Toronto, Ontario","Non-seniors not in an economic family",,42300
"2019","2023 constant dollars","Toronto, Ontario","Non-senior males not in an economic family",,47300
"2019","2023 constant dollars","Toronto, Ontario","Non-senior females not in an economic family",,38800
"2019","2023 constant dollars","Winnipeg, Manitoba","Economic families and persons not in an economic family",,71300
"2019","2023 constant dollars","Winnipeg, Manitoba","Economic families",,94200
"2019","2023 constant dollars","Winnipeg, Manitoba","Senior families",,76800
"2019","2023 constant dollars","Winnipeg, Manitoba","Senior couples",,75200
"2019","2023 constant dollars","Winnipeg, Manitoba","Other senior families",,85900
"2019","2023 constant dollars","Winnipeg, Manitoba","Non-senior families",,98100
"2019","2023 constant dollars","Winnipeg, Manitoba","Couples",,91600
"2019","2023 constant dollars","Winnipeg, Manitoba","Couples with children",,98500
"2019","2023 constant dollars","Winnipeg, Manitoba","Couples with other relatives",,163600
"2019","2023 constant dollars","Winnipeg, Manitoba","Lone-parent families",,51900
"2019","2023 constant dollars","Winnipeg, Manitoba","Male lone-parent families",,
"2019","2023 constant dollars","Winnipeg, Manitoba","Female lone-parent families",,44600
"2019","2023 constant dollars","Winnipeg, Manitoba","Other non-senior families",,78900
"2019","2023 constant dollars","Winnipeg, Manitoba","Persons not in an economic family",,36500
"2019","2023 constant dollars","Winnipeg, Manitoba","Seniors not in an economic family",,33600
"2019","2023 constant dollars","Winnipeg, Manitoba","Senior males not in an economic family",,30000
"2019","2023 constant dollars","Winnipeg, Manitoba","Senior females not in an economic family",,36900
"2019","2023 constant dollars","Winnipeg, Manitoba","Non-seniors not in an economic family",,37300
"2019","2023 constant dollars","Winnipeg, Manitoba","Non-senior males not in an economic family",,37600
"2019","2023 constant dollars","Winnipeg, Manitoba","Non-senior females not in an economic family",,35500
"2019","2023 constant dollars","Calgary, Alberta","Economic families and persons not in an economic family",,88700
"2019","2023 constant dollars","Calgary, Alberta","Economic families",,125200
"2019","2023 constant dollars","Calgary, Alberta","Senior families",,78100
"2019","2023 constant dollars","Calgary, Alberta","Senior couples",,80600
"2019","2023 constant dollars","Calgary, Alberta","Other senior families",,
"2019","2023 constant dollars","Calgary, Alberta","Non-senior families",,131600
"2019","2023 constant dollars","Calgary, Alberta","Couples",,112300
"2019","2023 constant dollars","Calgary, Alberta","Couples with children",,139200
"2019","2023 constant dollars","Calgary, Alberta","Couples with other relatives",,180100
"2019","2023 constant dollars","Calgary, Alberta","Lone-parent families",,84800
"2019","2023 constant dollars","Calgary, Alberta","Male lone-parent families",,
"2019","2023 constant dollars","Calgary, Alberta","Female lone-parent families",,79400
"2019","2023 constant dollars","Calgary, Alberta","Other non-senior families",,100300
"2019","2023 constant dollars","Calgary, Alberta","Persons not in an economic family",,47500
"2019","2023 constant dollars","Calgary, Alberta","Seniors not in an economic family",,36500
"2019","2023 constant dollars","Calgary, Alberta","Senior males not in an economic family",,
"2019","2023 constant dollars","Calgary, Alberta","Senior females not in an economic family",,36700
"2019","2023 constant dollars","Calgary, Alberta","Non-seniors not in an economic family",,53700
"2019","2023 constant dollars","Calgary, Alberta","Non-senior males not in an economic family",,56000
"2019","2023 constant dollars","Calgary, Alberta","Non-senior females not in an economic family",,47500
"2019","2023 constant dollars","Edmonton, Alberta","Economic families and persons not in an economic family",,87400
"2019","2023 constant dollars","Edmonton, Alberta","Economic families",,116800
"2019","2023 constant dollars","Edmonton, Alberta","Senior families",,87300
"2019","2023 constant dollars","Edmonton, Alberta","Senior couples",,84600
"2019","2023 constant dollars","Edmonton, Alberta","Other senior families",,
"2019","2023 constant dollars","Edmonton, Alberta","Non-senior families",,130900
"2019","2023 constant dollars","Edmonton, Alberta","Couples",,113000
"2019","2023 constant dollars","Edmonton, Alberta","Couples with children",,139300
"2019","2023 constant dollars","Edmonton, Alberta","Couples with other relatives",,178600
"2019","2023 constant dollars","Edmonton, Alberta","Lone-parent families",,74300
"2019","2023 constant dollars","Edmonton, Alberta","Male lone-parent families",,
"2019","2023 constant dollars","Edmonton, Alberta","Female lone-parent families",,57800
"2019","2023 constant dollars","Edmonton, Alberta","Other non-senior families",,85900
"2019","2023 constant dollars","Edmonton, Alberta","Persons not in an economic family",,42400
"2019","2023 constant dollars","Edmonton, Alberta","Seniors not in an economic family",,42800
"2019","2023 constant dollars","Edmonton, Alberta","Senior males not in an economic family",,
"2019","2023 constant dollars","Edmonton, Alberta","Senior females not in an economic family",,44000
"2019","2023 constant dollars","Edmonton, Alberta","Non-seniors not in an economic family",,42000
"2019","2023 constant dollars","Edmonton, Alberta","Non-senior males not in an economic family",,42000
"2019","2023 constant dollars","Edmonton, Alberta","Non-senior females not in an economic family",,42000
"2019","2023 constant dollars","Vancouver, British Columbia","Economic families and persons not in an economic family",,78000
"2019","2023 constant dollars","Vancouver, British Columbia","Economic families",,108300
"2019","2023 constant dollars","Vancouver, British Columbia","Senior families",,80200
"2019","2023 constant dollars","Vancouver, British Columbia","Senior couples",,80200
"2019","2023 constant dollars","Vancouver, British Columbia","Other senior families",,75100
"2019","2023 constant dollars","Vancouver, British Columbia","Non-senior families",,113500
"2019","2023 constant dollars","Vancouver, British Columbia","Couples",,103800
"2019","2023 constant dollars","Vancouver, British Columbia","Couples with children",,125600
"2019","2023 constant dollars","Vancouver, British Columbia","Couples with other relatives",,157600
"2019","2023 constant dollars","Vancouver, British Columbia","Lone-parent families",,73900
"2019","2023 constant dollars","Vancouver, British Columbia","Male lone-parent families",,
"2019","2023 constant dollars","Vancouver, British Columbia","Female lone-parent families",,76800
"2019","2023 constant dollars","Vancouver, British Columbia","Other non-senior families",,103300
"2019","2023 constant dollars","Vancouver, British Columbia","Persons not in an economic family",,37200
"2019","2023 constant dollars","Vancouver, British Columbia","Seniors not in an economic family",,42400
"2019","2023 constant dollars","Vancouver, British Columbia","Senior males not in an economic family",,52700
"2019","2023 constant dollars","Vancouver, British Columbia","Senior females not in an economic family",,33900
"2019","2023 constant dollars","Vancouver, British Columbia","Non-seniors not in an economic family",,36600
"2019","2023 constant dollars","Vancouver, British Columbia","Non-senior males not in an economic family",,43400
"2019","2023 constant dollars","Vancouver, British Columbia","Non-senior females not in an economic family",,30200
"2020","2023 constant dollars","Canada","Economic families",,106000
"2020","2023 constant dollars","Canada","Senior families",,78600
"2020","2023 constant dollars","Canada","Senior couples",,75600
"2020","2023 constant dollars","Canada","Other senior families",,91700
"2020","2023 constant dollars","Canada","Non-senior families",,114200
"2020","2023 constant dollars","Canada","Couples",,99700
"2020","2023 constant dollars","Canada","Couples with children",,126900
"2020","2023 constant dollars","Canada","Couples with other relatives",,159400
"2020","2023 constant dollars","Canada","Lone-parent families",,70300
"2020","2023 constant dollars","Canada","Male lone-parent families",,77800
"2020","2023 constant dollars","Canada","Female lone-parent families",,68400
"2020","2023 constant dollars","Canada","Other non-senior families",,99200
"2020","2023 constant dollars","Canada","Persons not in an economic family",,39600
"2020","2023 constant dollars","Canada","Seniors not in an economic family",,36000
"2020","2023 constant dollars","Canada","Senior males not in an economic family",,38600
"2020","2023 constant dollars","Canada","Senior females not in an economic family",,34900
"2020","2023 constant dollars","Canada","Non-seniors not in an economic family",,41200
"2020","2023 constant dollars","Canada","Non-senior males not in an economic family",,43200
"2020","2023 constant dollars","Canada","Non-senior females not in an economic family",,38500
"2020","2023 constant dollars","Atlantic provinces","Economic families and persons not in an economic family",,66300
"2020","2023 constant dollars","Atlantic provinces","Economic families",,92600
"2020","2023 constant dollars","Atlantic provinces","Senior families",,70900
"2020","2023 constant dollars","Atlantic provinces","Senior couples",,68000
"2020","2023 constant dollars","Atlantic provinces","Other senior families",,87300
"2020","2023 constant dollars","Atlantic provinces","Non-senior families",,100600
"2020","2023 constant dollars","Atlantic provinces","Couples",,89100
"2020","2023 constant dollars","Atlantic provinces","Couples with children",,115000
"2020","2023 constant dollars","Atlantic provinces","Couples with other relatives",,145600
"2020","2023 constant dollars","Atlantic provinces","Lone-parent families",,60900
"2020","2023 constant dollars","Atlantic provinces","Male lone-parent families",,69700
"2020","2023 constant dollars","Atlantic provinces","Female lone-parent families",,57400
"2020","2023 constant dollars","Atlantic provinces","Other non-senior families",,84400
"2020","2023 constant dollars","Atlantic provinces","Persons not in an economic family",,35500
"2020","2023 constant dollars","Atlantic provinces","Seniors not in an economic family",,32300
"2020","2023 constant dollars","Atlantic provinces","Senior males not in an economic family",,35400
"2020","2023 constant dollars","Atlantic provinces","Senior females not in an economic family",,31300
"2020","2023 constant dollars","Atlantic provinces","Non-seniors not in an economic family",,37200
"2020","2023 constant dollars","Atlantic provinces","Non-senior males not in an economic family",,38600
"2020","2023 constant dollars","Atlantic provinces","Non-senior females not in an economic family",,35700
"2020","2023 constant dollars","Newfoundland and Labrador","Economic families and persons not in an economic family",10,68000
"2020","2023 constant dollars","Newfoundland and Labrador","Economic families",10,94900
"2020","2023 constant dollars","Newfoundland and Labrador","Senior families",10,64200
"2020","2023 constant dollars","Newfoundland and Labrador","Senior couples",10,60900
"2020","2023 constant dollars","Newfoundland and Labrador","Other senior families",10,91600
"2020","2023 constant dollars","Newfoundland and Labrador","Non-senior families",10,105500
"2020","2023 constant dollars","Newfoundland and Labrador","Couples",10,90600
"2020","2023 constant dollars","Newfoundland and Labrador","Couples with children",10,121000
"2020","2023 constant dollars","Newfoundland and Labrador","Couples with other relatives",10,151000
