Year,Units,data.Geography,data.Fuel type,data.Demand characteristics,Value
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Energy use - final demand,13439
2015,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total industrial,8272
2016,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total industrial,6493
2017,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total industrial,5544
2018,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total industrial,5445
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total industrial,5318
2015,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total transportation,5856
2016,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total transportation,6575
2017,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total transportation,5514
2018,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total transportation,5287
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Total transportation,5357
2015,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Agriculture,0
2016,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Agriculture,0
2017,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Agriculture,0
2018,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Agriculture,0
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Agriculture,0
2015,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Residential,1160
2016,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Residential,727
2017,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Residential,499
2018,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Residential,572
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Residential,323
2015,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Public administration,170
2016,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Public administration,597
2017,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Public administration,1434
2018,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Public administration,1309
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Public administration,1374
2015,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Commercial and other institutional,755
2016,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Commercial and other institutional,536
2017,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Commercial and other institutional,753
2018,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Commercial and other institutional,766
2019,data.Terajoules,data.Northwest Territories,data.Total refined petroleum products,data.Commercial and other institutional,1067
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Energy use - final demand,7306
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Energy use - final demand,6867
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Energy use - final demand,6358
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Energy use - final demand,5839
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Energy use - final demand,5516
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total industrial,1536
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total industrial,2168
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total industrial,2057
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total industrial,1726
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total industrial,1545
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total transportation,4253
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total transportation,2780
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total transportation,2472
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total transportation,2446
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Total transportation,2379
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Agriculture,138
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Agriculture,192
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Agriculture,184
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Agriculture,146
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Agriculture,129
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Residential,241
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Residential,240
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Residential,241
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Residential,240
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Residential,237
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Public administration,430
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Public administration,486
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Public administration,447
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Public administration,384
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Public administration,359
2015,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Commercial and other institutional,708
2016,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Commercial and other institutional,1003
2017,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Commercial and other institutional,958
2018,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Commercial and other institutional,898
2019,data.Terajoules,data.Nunavut,data.Total primary and secondary energy,data.Commercial and other institutional,865
2015,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Energy use - final demand,365
2016,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Energy use - final demand,626
2017,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Energy use - final demand,630
2018,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Energy use - final demand,641
2019,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Energy use - final demand,641
2015,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Total industrial,0
2016,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Total industrial,0
2017,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Total industrial,0
2018,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Total industrial,0
2019,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Total industrial,3
2015,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Residential,241
2016,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Residential,240
2017,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Residential,241
2018,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Residential,240
2019,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Residential,237
2015,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Public administration,8
2016,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Public administration,8
2017,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Public administration,7
2018,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Public administration,4
2019,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Public administration,4
2015,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Commercial and other institutional,116
2016,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Commercial and other institutional,378
2017,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Commercial and other institutional,382
2018,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Commercial and other institutional,397
2019,data.Terajoules,data.Nunavut,data.Hydroelectricity,data.Commercial and other institutional,397
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Energy use - final demand,6941
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Energy use - final demand,6241
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Energy use - final demand,5728
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Energy use - final demand,5197
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Energy use - final demand,4875
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total industrial,1536
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total industrial,2168
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total industrial,2057
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total industrial,1726
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total industrial,1542
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total transportation,4253
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total transportation,2780
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total transportation,2472
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total transportation,2446
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Total transportation,2379
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Agriculture,138
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Agriculture,192
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Agriculture,184
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Agriculture,146
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Agriculture,129
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Residential,0
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Residential,0
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Residential,0
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Residential,0
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Residential,0
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Public administration,422
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Public administration,478
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Public administration,440
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Public administration,380
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Public administration,355
2015,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Commercial and other institutional,592
2016,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Commercial and other institutional,625
2017,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Commercial and other institutional,576
2018,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Commercial and other institutional,500
2019,data.Terajoules,data.Nunavut,data.Total refined petroleum products,data.Commercial and other institutional,469
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Energy use - final demand,0
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total industrial,0
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total transportation,0
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Agriculture,0
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Residential,0
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Public administration,0
2015,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Commercial and other institutional,0
2015,data.Per capita,data.Alberta,data.Total coal,data.Energy use - final demand,0
2015,data.Per capita,data.Alberta,data.Total coal,data.Total industrial,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Energy use - final demand,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Total industrial,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Total transportation,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Agriculture,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Residential,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Public administration,0
2015,data.Per capita,data.Alberta,data.Natural gas,data.Commercial and other institutional,0
2015,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2015,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total industrial,0
2015,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2015,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2015,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2015,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Energy use - final demand,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total industrial,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total transportation,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Agriculture,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Residential,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Public administration,0
2015,data.Per capita,data.Alberta,data.Hydroelectricity,data.Commercial and other institutional,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Energy use - final demand,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total industrial,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total transportation,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Agriculture,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Residential,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Public administration,0
2015,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Commercial and other institutional,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total industrial,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total transportation,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Agriculture,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Residential,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Public administration,0
2016,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Commercial and other institutional,0
2016,data.Per capita,data.Alberta,data.Total coal,data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Total industrial,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Total transportation,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Agriculture,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Residential,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Public administration,0
2016,data.Per capita,data.Alberta,data.Natural gas,data.Commercial and other institutional,0
2016,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2016,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total industrial,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total transportation,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Agriculture,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Residential,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Public administration,0
2016,data.Per capita,data.Alberta,data.Hydroelectricity,data.Commercial and other institutional,0
2016,data.Per capita,data.Alberta,data.Steam,data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Steam,data.Total industrial,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Energy use - final demand,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total industrial,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total transportation,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Agriculture,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Residential,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Public administration,0
2016,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Commercial and other institutional,0
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Energy use - final demand,1
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total industrial,0
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total transportation,0
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Agriculture,0
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Residential,0
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Public administration,0
2017,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Commercial and other institutional,0
2017,data.Per capita,data.Alberta,data.Total coal,data.Energy use - final demand,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Energy use - final demand,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Total industrial,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Total transportation,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Agriculture,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Residential,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Public administration,0
2017,data.Per capita,data.Alberta,data.Natural gas,data.Commercial and other institutional,0
2017,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2017,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2017,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Energy use - final demand,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total industrial,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total transportation,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Agriculture,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Residential,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Public administration,0
2017,data.Per capita,data.Alberta,data.Hydroelectricity,data.Commercial and other institutional,0
2017,data.Per capita,data.Alberta,data.Steam,data.Energy use - final demand,0
2017,data.Per capita,data.Alberta,data.Steam,data.Total industrial,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Energy use - final demand,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total industrial,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total transportation,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Agriculture,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Residential,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Public administration,0
2017,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Commercial and other institutional,0
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Energy use - final demand,1
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total transportation,0
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Agriculture,0
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Residential,0
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Public administration,0
2018,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Commercial and other institutional,0
2018,data.Per capita,data.Alberta,data.Total coal,data.Energy use - final demand,0
2018,data.Per capita,data.Alberta,data.Total coal,data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Total coal,data.Agriculture,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Energy use - final demand,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Total transportation,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Agriculture,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Residential,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Public administration,0
2018,data.Per capita,data.Alberta,data.Natural gas,data.Commercial and other institutional,0
2018,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2018,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2018,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2018,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2018,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Energy use - final demand,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total transportation,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Agriculture,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Residential,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Public administration,0
2018,data.Per capita,data.Alberta,data.Hydroelectricity,data.Commercial and other institutional,0
2018,data.Per capita,data.Alberta,data.Steam,data.Energy use - final demand,0
2018,data.Per capita,data.Alberta,data.Steam,data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Energy use - final demand,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total industrial,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total transportation,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Agriculture,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Residential,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Public administration,0
2018,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Commercial and other institutional,0
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Energy use - final demand,1
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Total transportation,0
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Agriculture,0
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Residential,0
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Public administration,0
2019,data.Per capita,data.Alberta,data.Total primary and secondary energy,data.Commercial and other institutional,0
2019,data.Per capita,data.Alberta,data.Total coal,data.Energy use - final demand,0
2019,data.Per capita,data.Alberta,data.Total coal,data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Energy use - final demand,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Total transportation,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Agriculture,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Residential,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Public administration,0
2019,data.Per capita,data.Alberta,data.Natural gas,data.Commercial and other institutional,0
2019,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2019,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2019,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2019,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2019,data.Per capita,data.Alberta,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Energy use - final demand,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Total transportation,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Agriculture,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Residential,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Public administration,0
2019,data.Per capita,data.Alberta,data.Hydroelectricity,data.Commercial and other institutional,0
2019,data.Per capita,data.Alberta,data.Steam,data.Energy use - final demand,0
2019,data.Per capita,data.Alberta,data.Steam,data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Energy use - final demand,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total industrial,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Total transportation,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Agriculture,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Residential,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Public administration,0
2019,data.Per capita,data.Alberta,data.Total refined petroleum products,data.Commercial and other institutional,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Energy use - final demand,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Total industrial,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Total transportation,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Agriculture,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Residential,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Public administration,0
2015,data.Per capita,data.British Columbia,data.Total primary and secondary energy,data.Commercial and other institutional,0
2015,data.Per capita,data.British Columbia,data.Total coal,data.Energy use - final demand,0
2015,data.Per capita,data.British Columbia,data.Total coal,data.Total industrial,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Energy use - final demand,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Total industrial,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Total transportation,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Agriculture,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Residential,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Public administration,0
2015,data.Per capita,data.British Columbia,data.Natural gas,data.Commercial and other institutional,0
2015,data.Per capita,data.British Columbia,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2015,data.Per capita,data.British Columbia,data.Gas plant natural gas liquids (NGL's),data.Total industrial,0
2015,data.Per capita,data.British Columbia,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2015,data.Per capita,data.British Columbia,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2015,data.Per capita,data.British Columbia,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2015,data.Per capita,data.British Columbia,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Energy use - final demand,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Total industrial,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Total transportation,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Agriculture,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Residential,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Public administration,0
2015,data.Per capita,data.British Columbia,data.Hydroelectricity,data.Commercial and other institutional,0
2015,data.Per capita,data.British Columbia,data.Total refined petroleum products,data.Energy use - final demand,0
2015,data.Per capita,data.British Columbia,data.Total refined petroleum products,data.Total industrial,0
2015,data.Per capita,data.British Columbia,data.Total refined petroleum products,data.Total transportation,0
2015,data.Per capita,data.British Columbia,data.Total refined petroleum products,data.Agriculture,0
2015,data.Per capita,data.British Columbia,data.Total refined petroleum products,data.Residential,0
2015,data.Per capita,data.British Columbia,data.Total refined petroleum products,data.Public administration,0
