Year,Géographie,Situation géographique,Régions métropolitaines de recensement sélectionnées,Mode d'occupation,GeoCode,Value
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",11,10.6
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,11,9.7
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,11,9.9
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,11,15.1
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,11,15.4
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,11,13.9
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",12,8.4
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,12,4.5
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,12,4.8
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,12,4.4
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,12,24.0
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,12,18.5
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,12,43.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",13,7.9
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,13,4.3
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,13,1.7
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,13,4.5
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,13,23.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,13,23.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,13,28.0
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",24,5.8
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,24,3.7
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,24,3.8
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,24,12.6
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,24,12.1
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,24,15.8
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",35,8.7
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,35,5.5
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,35,0.9
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,35,6.2
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,35,22.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,35,22.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,35,21.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",46,10.3
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,46,7.4
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,46,8.2
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,46,22.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,46,21.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,46,27.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",47,12.9
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,47,9.8
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,47,10.6
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,47,9.7
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,47,29.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,47,18.4
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,47,47.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",48,9.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,48,7.9
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,48,3.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,48,8.6
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,48,13.4
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,48,10.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,48,35.0
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",59,12.6
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,59,9.7
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,59,5.7
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,59,10.2
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,59,23.0
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,59,18.7
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,59,49.0
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",,8.3
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,5.8
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,,5.4
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,,5.9
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,17.8
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,,16.9
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,,23.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",10,8.2
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,10,5.6
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,10,6.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,10,22.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,10,19.5
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,10,32.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",11,7.3
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,11,5.4
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,11,5.7
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,11,15.9
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,11,19.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,11,8.8
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",12,9.1
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,12,6.9
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,12,10.6
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,12,6.5
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,12,17.2
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,12,16.3
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,12,21.0
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",13,7.5
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,13,6.6
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,13,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,13,6.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,13,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,13,10.4
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,13,15.9
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",24,5.2
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,24,3.5
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,24,4.0
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,24,10.5
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,24,10.6
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,24,9.2
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",35,8.2
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,35,4.1
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,35,5.3
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,35,4.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,35,26.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,35,26.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,35,26.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",46,7.9
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,46,5.1
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,46,4.2
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,46,5.3
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,46,19.2
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,46,15.4
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,46,30.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",47,14.3
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,47,11.6
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,47,7.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,47,11.9
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,47,28.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,47,23.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,47,37.0
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",48,11.5
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,48,8.1
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,48,13.4
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,48,7.6
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,48,23.0
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,48,24.0
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,48,20.0
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, tenure",59,11.9
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,59,10.6
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is a first-time homebuyer,59,14.4
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Owner who is not a first-time homebuyer,59,10.2
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,59,16.6
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter not in social and affordable housing,59,14.3
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Renter in social and affordable housing,59,38.0
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,"Total, tenure",10,10.3
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Propriétaire,10,3.6
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Owner who is not a first-time homebuyer,10,4.1
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Locataire,10,26.0
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Renter not in social and affordable housing,10,23.0
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Renter in social and affordable housing,10,38.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,"Total, tenure",12,14.7
2018,Nouvelle-Écosse,Grands centres de population urbains,,Propriétaire,12,5.1
2018,Nouvelle-Écosse,Grands centres de population urbains,,Owner who is a first-time homebuyer,12,3.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,Owner who is not a first-time homebuyer,12,5.5
2018,Nouvelle-Écosse,Grands centres de population urbains,,Locataire,12,26.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,Renter not in social and affordable housing,12,24.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,Renter in social and affordable housing,12,45.0
2018,Nouveau-Brunswick,Grands centres de population urbains,,"Total, tenure",13,9.2
2018,Nouveau-Brunswick,Grands centres de population urbains,,Propriétaire,13,3.0
2018,Nouveau-Brunswick,Grands centres de population urbains,,Owner who is not a first-time homebuyer,13,3.6
2018,Nouveau-Brunswick,Grands centres de population urbains,,Locataire,13,20.0
2018,Nouveau-Brunswick,Grands centres de population urbains,,Renter not in social and affordable housing,13,18.4
2018,Nouveau-Brunswick,Grands centres de population urbains,,Renter in social and affordable housing,13,32.0
2018,Québec,Grands centres de population urbains,,"Total, tenure",24,8.2
2018,Québec,Grands centres de population urbains,,Propriétaire,24,1.7
2018,Québec,Grands centres de population urbains,,Owner who is a first-time homebuyer,24,1.9
2018,Québec,Grands centres de population urbains,,Owner who is not a first-time homebuyer,24,1.7
2018,Québec,Grands centres de population urbains,,Locataire,24,16.0
2018,Québec,Grands centres de population urbains,,Renter not in social and affordable housing,24,15.9
2018,Québec,Grands centres de population urbains,,Renter in social and affordable housing,24,16.5
2018,Ontario,Grands centres de population urbains,,"Total, tenure",35,15.3
2018,Ontario,Grands centres de population urbains,,Propriétaire,35,9.6
2018,Ontario,Grands centres de population urbains,,Owner who is a first-time homebuyer,35,10.3
2018,Ontario,Grands centres de population urbains,,Owner who is not a first-time homebuyer,35,9.5
2018,Ontario,Grands centres de population urbains,,Locataire,35,27.0
2018,Ontario,Grands centres de population urbains,,Renter not in social and affordable housing,35,26.0
2018,Ontario,Grands centres de population urbains,,Renter in social and affordable housing,35,31.0
2018,Manitoba,Grands centres de population urbains,,"Total, tenure",46,12.2
2018,Manitoba,Grands centres de population urbains,,Propriétaire,46,5.3
2018,Manitoba,Grands centres de population urbains,,Owner who is a first-time homebuyer,46,9.5
2018,Manitoba,Grands centres de population urbains,,Owner who is not a first-time homebuyer,46,4.6
2018,Manitoba,Grands centres de population urbains,,Locataire,46,26.0
2018,Manitoba,Grands centres de population urbains,,Renter not in social and affordable housing,46,22.0
2018,Manitoba,Grands centres de population urbains,,Renter in social and affordable housing,46,44.0
2018,Saskatchewan,Grands centres de population urbains,,"Total, tenure",47,11.1
2018,Saskatchewan,Grands centres de population urbains,,Propriétaire,47,4.5
2018,Saskatchewan,Grands centres de population urbains,,Owner who is a first-time homebuyer,47,6.4
2018,Saskatchewan,Grands centres de population urbains,,Owner who is not a first-time homebuyer,47,4.0
2018,Saskatchewan,Grands centres de population urbains,,Locataire,47,26.0
2018,Saskatchewan,Grands centres de population urbains,,Renter not in social and affordable housing,47,20.0
2018,Saskatchewan,Grands centres de population urbains,,Renter in social and affordable housing,47,53.0
2018,Alberta,Grands centres de population urbains,,"Total, tenure",48,11.1
2018,Alberta,Grands centres de population urbains,,Propriétaire,48,6.6
2018,Alberta,Grands centres de population urbains,,Owner who is a first-time homebuyer,48,5.4
2018,Alberta,Grands centres de population urbains,,Owner who is not a first-time homebuyer,48,6.8
2018,Alberta,Grands centres de population urbains,,Locataire,48,22.0
2018,Alberta,Grands centres de population urbains,,Renter not in social and affordable housing,48,18.6
2018,Alberta,Grands centres de population urbains,,Renter in social and affordable housing,48,49.0
2018,Colombie-Britannique,Grands centres de population urbains,,"Total, tenure",59,16.8
2018,Colombie-Britannique,Grands centres de population urbains,,Propriétaire,59,10.8
2018,Colombie-Britannique,Grands centres de population urbains,,Owner who is a first-time homebuyer,59,17.4
2018,Colombie-Britannique,Grands centres de population urbains,,Owner who is not a first-time homebuyer,59,9.7
2018,Colombie-Britannique,Grands centres de population urbains,,Locataire,59,27.0
2018,Colombie-Britannique,Grands centres de population urbains,,Renter not in social and affordable housing,59,24.0
2018,Colombie-Britannique,Grands centres de population urbains,,Renter in social and affordable housing,59,46.0
2018,Canada,Grands centres de population urbains,,"Total, tenure",,13.0
2018,Canada,Grands centres de population urbains,,Propriétaire,,7.3
2018,Canada,Grands centres de population urbains,,Owner who is a first-time homebuyer,,8.4
2018,Canada,Grands centres de population urbains,,Owner who is not a first-time homebuyer,,7.1
2018,Canada,Grands centres de population urbains,,Locataire,,23.0
2018,Canada,Grands centres de population urbains,,Renter not in social and affordable housing,,22.0
2018,Canada,Grands centres de population urbains,,Renter in social and affordable housing,,33.0
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,,"Total, tenure",10,7.7
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Propriétaire,10,2.5
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Owner who is not a first-time homebuyer,10,2.5
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Locataire,10,19.3
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Renter not in social and affordable housing,10,15.0
2021,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Renter in social and affordable housing,10,38.0
2021,Nouvelle-Écosse,Grands centres de population urbains,,"Total, tenure",12,10.5
2021,Nouvelle-Écosse,Grands centres de population urbains,,Propriétaire,12,3.4
2021,Nouvelle-Écosse,Grands centres de population urbains,,Owner who is not a first-time homebuyer,12,3.3
2021,Nouvelle-Écosse,Grands centres de population urbains,,Locataire,12,18.5
2021,Nouvelle-Écosse,Grands centres de population urbains,,Renter not in social and affordable housing,12,16.1
2021,Nouvelle-Écosse,Grands centres de population urbains,,Renter in social and affordable housing,12,47.0
2021,Nouveau-Brunswick,Grands centres de population urbains,,"Total, tenure",13,7.3
2021,Nouveau-Brunswick,Grands centres de population urbains,,Propriétaire,13,2.0
2021,Nouveau-Brunswick,Grands centres de population urbains,,Owner who is not a first-time homebuyer,13,2.5
2021,Nouveau-Brunswick,Grands centres de population urbains,,Locataire,13,16.2
2021,Nouveau-Brunswick,Grands centres de population urbains,,Renter not in social and affordable housing,13,14.7
2021,Nouveau-Brunswick,Grands centres de population urbains,,Renter in social and affordable housing,13,28.0
2021,Québec,Grands centres de population urbains,,"Total, tenure",24,6.8
2021,Québec,Grands centres de population urbains,,Propriétaire,24,2.5
2021,Québec,Grands centres de population urbains,,Owner who is not a first-time homebuyer,24,2.5
2021,Québec,Grands centres de population urbains,,Locataire,24,11.7
2021,Québec,Grands centres de population urbains,,Renter not in social and affordable housing,24,11.4
2021,Québec,Grands centres de population urbains,,Renter in social and affordable housing,24,14.2
2021,Ontario,Grands centres de population urbains,,"Total, tenure",35,13.8
2021,Ontario,Grands centres de population urbains,,Propriétaire,35,7.3
2021,Ontario,Grands centres de population urbains,,Owner who is a first-time homebuyer,35,3.3
2021,Ontario,Grands centres de population urbains,,Owner who is not a first-time homebuyer,35,8.0
2021,Ontario,Grands centres de population urbains,,Locataire,35,26.0
2021,Ontario,Grands centres de population urbains,,Renter not in social and affordable housing,35,25.0
2021,Ontario,Grands centres de population urbains,,Renter in social and affordable housing,35,29.0
2021,Manitoba,Grands centres de population urbains,,"Total, tenure",46,12.4
2021,Manitoba,Grands centres de population urbains,,Propriétaire,46,6.2
2021,Manitoba,Grands centres de population urbains,,Owner who is a first-time homebuyer,46,7.4
2021,Manitoba,Grands centres de population urbains,,Owner who is not a first-time homebuyer,46,6.0
2021,Manitoba,Grands centres de population urbains,,Locataire,46,25.0
2021,Manitoba,Grands centres de population urbains,,Renter not in social and affordable housing,46,23.0
2021,Manitoba,Grands centres de population urbains,,Renter in social and affordable housing,46,34.0
2021,Saskatchewan,Grands centres de population urbains,,"Total, tenure",47,9.9
2021,Saskatchewan,Grands centres de population urbains,,Propriétaire,47,4.6
2021,Saskatchewan,Grands centres de population urbains,,Owner who is a first-time homebuyer,47,3.6
2021,Saskatchewan,Grands centres de population urbains,,Owner who is not a first-time homebuyer,47,4.8
2021,Saskatchewan,Grands centres de population urbains,,Locataire,47,21.0
2021,Saskatchewan,Grands centres de population urbains,,Renter not in social and affordable housing,47,17.7
2021,Saskatchewan,Grands centres de population urbains,,Renter in social and affordable housing,47,41.0
2021,Alberta,Grands centres de population urbains,,"Total, tenure",48,8.8
2021,Alberta,Grands centres de population urbains,,Propriétaire,48,3.4
2021,Alberta,Grands centres de population urbains,,Owner who is a first-time homebuyer,48,6.1
2021,Alberta,Grands centres de population urbains,,Owner who is not a first-time homebuyer,48,2.9
2021,Alberta,Grands centres de population urbains,,Locataire,48,21.0
2021,Alberta,Grands centres de population urbains,,Renter not in social and affordable housing,48,18.4
2021,Alberta,Grands centres de population urbains,,Renter in social and affordable housing,48,42.0
2021,Colombie-Britannique,Grands centres de population urbains,,"Total, tenure",59,13.6
2021,Colombie-Britannique,Grands centres de population urbains,,Propriétaire,59,7.9
2021,Colombie-Britannique,Grands centres de population urbains,,Owner who is a first-time homebuyer,59,8.3
2021,Colombie-Britannique,Grands centres de population urbains,,Owner who is not a first-time homebuyer,59,7.9
2021,Colombie-Britannique,Grands centres de population urbains,,Locataire,59,23.0
2021,Colombie-Britannique,Grands centres de population urbains,,Renter not in social and affordable housing,59,22.0
2021,Colombie-Britannique,Grands centres de population urbains,,Renter in social and affordable housing,59,32.0
2021,Canada,Grands centres de population urbains,,"Total, tenure",,11.2
2021,Canada,Grands centres de population urbains,,Propriétaire,,5.6
2021,Canada,Grands centres de population urbains,,Owner who is a first-time homebuyer,,4.3
2021,Canada,Grands centres de population urbains,,Owner who is not a first-time homebuyer,,5.9
2021,Canada,Grands centres de population urbains,,Locataire,,20.0
2021,Canada,Grands centres de population urbains,,Renter not in social and affordable housing,,19.3
2021,Canada,Grands centres de population urbains,,Renter in social and affordable housing,,28.0
2018,Île-du-Prince-Édouard,Moyens centres de population,,"Total, tenure",11,9.2
2018,Île-du-Prince-Édouard,Moyens centres de population,,Propriétaire,11,4.6
2018,Île-du-Prince-Édouard,Moyens centres de population,,Owner who is a first-time homebuyer,11,6.6
2018,Île-du-Prince-Édouard,Moyens centres de population,,Owner who is not a first-time homebuyer,11,4.2
2018,Île-du-Prince-Édouard,Moyens centres de population,,Locataire,11,14.6
2018,Île-du-Prince-Édouard,Moyens centres de population,,Renter not in social and affordable housing,11,11.9
2018,Île-du-Prince-Édouard,Moyens centres de population,,Renter in social and affordable housing,11,31.0
2018,Nouveau-Brunswick,Moyens centres de population,,"Total, tenure",13,10.1
2018,Nouveau-Brunswick,Moyens centres de population,,Propriétaire,13,3.6
2018,Nouveau-Brunswick,Moyens centres de population,,Owner who is not a first-time homebuyer,13,3.9
2018,Nouveau-Brunswick,Moyens centres de population,,Locataire,13,18.4
2018,Nouveau-Brunswick,Moyens centres de population,,Renter not in social and affordable housing,13,17.0
2018,Nouveau-Brunswick,Moyens centres de population,,Renter in social and affordable housing,13,27.0
