Year,Géographie,Industries,Environmental management practices,GeoCode,Environmental protection activities,Value
2023,Colombie-Britannique,"Total, industries",Redevances écologiques,59,,1.0
2023,Colombie-Britannique,"Total, industries",Other environmental management practices,59,,6.2
2023,Territoires,"Total, industries",Reported using one or more environmental management practices,,,58.2
2023,Territoires,"Total, industries",Environmental management system,,,26.8
2023,Territoires,"Total, industries",Pollution prevention plan,,,22.6
2023,Territoires,"Total, industries",Life cycle management,,,8.5
2023,Territoires,"Total, industries",ISO 14000 family certification,,,
2023,Territoires,"Total, industries",Environmental voluntary agreements or programs,,,5.6
2023,Territoires,"Total, industries",Green procurements policy or guidelines,,,15.5
2023,Territoires,"Total, industries",Environmental supply chain management policy,,,22.6
2023,Territoires,"Total, industries",New or improved environmental supply chain management policy,,,11.3
2023,Territoires,"Total, industries","Environmental incentive programs, grants, loans, or tax credits",,,8.8
2023,Territoires,"Total, industries",Greenhouse gas emission inventory,,,18.3
2023,Territoires,"Total, industries",Purchased carbon offset credits only or purchased more than sold,,,0.0
2023,Territoires,"Total, industries",Redevances écologiques,,,0.0
2023,Territoires,"Total, industries",Other environmental management practices,,,7.1
2018,Canada,"Total, industries",,,Solid waste management,87.7
2018,Canada,"Total, industries",,,Gestion des eaux usées,64.5
2018,Canada,"Total, industries",,,Gestion de la pollution atmosphérique,20.1
2018,Canada,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10.2
2018,Canada,"Total, industries",,,Protection de la biodiversité et de l'habitat,5.2
2018,Canada,"Total, industries",,,Lutte contre le bruit et les vibrations,7.9
2018,Canada,"Total, industries",,,Protection against radiation,1.9
2018,Canada,"Total, industries",,,Environmental charges,16.5
2018,Canada,"Total, industries",,,Clean vehicles and transportation technologies,
2018,Canada,"Total, industries",,,Other environmental protection activities,10.4
2018,Canada,Exploitation forestière (sauf à forfait),,,"Total, activités de protection de l'environnement",72.9
2018,Canada,Exploitation forestière (sauf à forfait),,,Solid waste management,69.9
2018,Canada,Exploitation forestière (sauf à forfait),,,Gestion des eaux usées,58.9
2018,Canada,Exploitation forestière (sauf à forfait),,,Gestion de la pollution atmosphérique,6.6
2018,Canada,Exploitation forestière (sauf à forfait),,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",19.1
2018,Canada,Exploitation forestière (sauf à forfait),,,Protection de la biodiversité et de l'habitat,11.6
2018,Canada,Exploitation forestière (sauf à forfait),,,Lutte contre le bruit et les vibrations,7.4
2018,Canada,Exploitation forestière (sauf à forfait),,,Protection against radiation,5.9
2018,Canada,Exploitation forestière (sauf à forfait),,,Environmental charges,19.4
2018,Canada,Exploitation forestière (sauf à forfait),,,Clean vehicles and transportation technologies,
2018,Canada,Exploitation forestière (sauf à forfait),,,Other environmental protection activities,1.9
2018,Canada,Extraction de pétrole et de gaz,,,"Total, activités de protection de l'environnement",87.3
2018,Canada,Extraction de pétrole et de gaz,,,Solid waste management,82.0
2018,Canada,Extraction de pétrole et de gaz,,,Gestion des eaux usées,78.1
2018,Canada,Extraction de pétrole et de gaz,,,Gestion de la pollution atmosphérique,59.5
2018,Canada,Extraction de pétrole et de gaz,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",62.0
2018,Canada,Extraction de pétrole et de gaz,,,Protection de la biodiversité et de l'habitat,30.4
2018,Canada,Extraction de pétrole et de gaz,,,Lutte contre le bruit et les vibrations,22.5
2018,Canada,Extraction de pétrole et de gaz,,,Protection against radiation,2.1
2018,Canada,Extraction de pétrole et de gaz,,,Environmental charges,46.7
2018,Canada,Extraction de pétrole et de gaz,,,Clean vehicles and transportation technologies,
2018,Canada,Extraction de pétrole et de gaz,,,Other environmental protection activities,34.6
2018,Canada,Extraction minière et exploitation en carrière,,,"Total, activités de protection de l'environnement",97.8
2018,Canada,Extraction minière et exploitation en carrière,,,Solid waste management,96.7
2018,Canada,Extraction minière et exploitation en carrière,,,Gestion des eaux usées,90.0
2018,Canada,Extraction minière et exploitation en carrière,,,Gestion de la pollution atmosphérique,63.3
2018,Canada,Extraction minière et exploitation en carrière,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",67.8
2018,Canada,Extraction minière et exploitation en carrière,,,Protection de la biodiversité et de l'habitat,55.6
2018,Canada,Extraction minière et exploitation en carrière,,,Lutte contre le bruit et les vibrations,26.7
2018,Canada,Extraction minière et exploitation en carrière,,,Protection against radiation,4.4
2018,Canada,Extraction minière et exploitation en carrière,,,Environmental charges,65.6
2018,Canada,Extraction minière et exploitation en carrière,,,Clean vehicles and transportation technologies,
2018,Canada,Extraction minière et exploitation en carrière,,,Other environmental protection activities,57.8
2018,Canada,"Production, transport et distribution d'électricité",,,"Total, activités de protection de l'environnement",88.5
2018,Canada,"Production, transport et distribution d'électricité",,,Solid waste management,81.6
2018,Canada,"Production, transport et distribution d'électricité",,,Gestion des eaux usées,68.5
2018,Canada,"Production, transport et distribution d'électricité",,,Gestion de la pollution atmosphérique,35.9
2018,Canada,"Production, transport et distribution d'électricité",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",36.1
2018,Canada,"Production, transport et distribution d'électricité",,,Protection de la biodiversité et de l'habitat,27.2
2018,Canada,"Production, transport et distribution d'électricité",,,Lutte contre le bruit et les vibrations,17.6
2018,Canada,"Production, transport et distribution d'électricité",,,Protection against radiation,11.4
2018,Canada,"Production, transport et distribution d'électricité",,,Environmental charges,32.0
2018,Canada,"Production, transport et distribution d'électricité",,,Clean vehicles and transportation technologies,
2018,Canada,"Production, transport et distribution d'électricité",,,Other environmental protection activities,30.3
2018,Canada,Distribution de gaz naturel,,,"Total, activités de protection de l'environnement",66.6
2018,Canada,Distribution de gaz naturel,,,Solid waste management,66.6
2018,Canada,Distribution de gaz naturel,,,Gestion des eaux usées,50.2
2018,Canada,Distribution de gaz naturel,,,Gestion de la pollution atmosphérique,45.4
2018,Canada,Distribution de gaz naturel,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",40.6
2018,Canada,Distribution de gaz naturel,,,Protection de la biodiversité et de l'habitat,43.0
2018,Canada,Distribution de gaz naturel,,,Lutte contre le bruit et les vibrations,38.2
2018,Canada,Distribution de gaz naturel,,,Protection against radiation,
2018,Canada,Distribution de gaz naturel,,,Environmental charges,43.0
2018,Canada,Distribution de gaz naturel,,,Clean vehicles and transportation technologies,
2018,Canada,Distribution de gaz naturel,,,Other environmental protection activities,45.4
2018,Canada,Fabrication d'aliments,,,"Total, activités de protection de l'environnement",94.7
2018,Canada,Fabrication d'aliments,,,Solid waste management,90.3
2018,Canada,Fabrication d'aliments,,,Gestion des eaux usées,84.2
2018,Canada,Fabrication d'aliments,,,Gestion de la pollution atmosphérique,15.2
2018,Canada,Fabrication d'aliments,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",11.3
2018,Canada,Fabrication d'aliments,,,Protection de la biodiversité et de l'habitat,6.5
2018,Canada,Fabrication d'aliments,,,Lutte contre le bruit et les vibrations,15.0
2018,Canada,Fabrication d'aliments,,,Protection against radiation,4.1
2018,Canada,Fabrication d'aliments,,,Environmental charges,25.7
2018,Canada,Fabrication d'aliments,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication d'aliments,,,Other environmental protection activities,18.8
2018,Canada,Fabrication de boissons et de produits du tabac,,,"Total, activités de protection de l'environnement",98.3
2018,Canada,Fabrication de boissons et de produits du tabac,,,Solid waste management,93.5
2018,Canada,Fabrication de boissons et de produits du tabac,,,Gestion des eaux usées,92.6
2018,Canada,Fabrication de boissons et de produits du tabac,,,Gestion de la pollution atmosphérique,14.7
2018,Canada,Fabrication de boissons et de produits du tabac,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",8.8
2018,Canada,Fabrication de boissons et de produits du tabac,,,Protection de la biodiversité et de l'habitat,8.7
2018,Canada,Fabrication de boissons et de produits du tabac,,,Lutte contre le bruit et les vibrations,5.7
2018,Canada,Fabrication de boissons et de produits du tabac,,,Protection against radiation,3.0
2018,Canada,Fabrication de boissons et de produits du tabac,,,Environmental charges,29.4
2018,Canada,Fabrication de boissons et de produits du tabac,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de boissons et de produits du tabac,,,Other environmental protection activities,14.2
2018,Canada,Fabrication de produits en bois,,,"Total, activités de protection de l'environnement",89.9
2018,Canada,Fabrication de produits en bois,,,Solid waste management,86.5
2018,Canada,Fabrication de produits en bois,,,Gestion des eaux usées,63.9
2018,Canada,Fabrication de produits en bois,,,Gestion de la pollution atmosphérique,30.4
2018,Canada,Fabrication de produits en bois,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",14.4
2018,Canada,Fabrication de produits en bois,,,Protection de la biodiversité et de l'habitat,2.3
2018,Canada,Fabrication de produits en bois,,,Lutte contre le bruit et les vibrations,7.4
2018,Canada,Fabrication de produits en bois,,,Protection against radiation,0.3
2018,Canada,Fabrication de produits en bois,,,Environmental charges,23.8
2018,Canada,Fabrication de produits en bois,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de produits en bois,,,Other environmental protection activities,14.0
2018,Canada,Fabrication du papier,,,"Total, activités de protection de l'environnement",97.7
2018,Canada,Fabrication du papier,,,Solid waste management,97.2
2018,Canada,Fabrication du papier,,,Gestion des eaux usées,85.1
2018,Canada,Fabrication du papier,,,Gestion de la pollution atmosphérique,53.0
2018,Canada,Fabrication du papier,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",35.9
2018,Canada,Fabrication du papier,,,Protection de la biodiversité et de l'habitat,18.4
2018,Canada,Fabrication du papier,,,Lutte contre le bruit et les vibrations,16.3
2018,Canada,Fabrication du papier,,,Protection against radiation,3.9
2018,Canada,Fabrication du papier,,,Environmental charges,45.3
2018,Canada,Fabrication du papier,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication du papier,,,Other environmental protection activities,41.4
2018,Canada,Fabrication de produits du pétrole et du charbon,,,"Total, activités de protection de l'environnement",100.0
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Solid waste management,92.9
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Gestion des eaux usées,92.9
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Gestion de la pollution atmosphérique,92.9
2018,Canada,Fabrication de produits du pétrole et du charbon,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",75.0
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Protection de la biodiversité et de l'habitat,42.9
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Lutte contre le bruit et les vibrations,57.2
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Protection against radiation,18.0
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Environmental charges,71.5
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de produits du pétrole et du charbon,,,Other environmental protection activities,64.3
2018,Canada,Fabrication de produits chimiques,,,"Total, activités de protection de l'environnement",95.6
2018,Canada,Fabrication de produits chimiques,,,Solid waste management,95.2
2018,Canada,Fabrication de produits chimiques,,,Gestion des eaux usées,78.5
2018,Canada,Fabrication de produits chimiques,,,Gestion de la pollution atmosphérique,42.7
2018,Canada,Fabrication de produits chimiques,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",24.9
2018,Canada,Fabrication de produits chimiques,,,Protection de la biodiversité et de l'habitat,3.5
2018,Canada,Fabrication de produits chimiques,,,Lutte contre le bruit et les vibrations,6.8
2018,Canada,Fabrication de produits chimiques,,,Protection against radiation,1.4
2018,Canada,Fabrication de produits chimiques,,,Environmental charges,36.4
2018,Canada,Fabrication de produits chimiques,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de produits chimiques,,,Other environmental protection activities,25.0
2018,Canada,Fabrication de produits minéraux non métalliques,,,"Total, activités de protection de l'environnement",86.3
2018,Canada,Fabrication de produits minéraux non métalliques,,,Solid waste management,81.9
2018,Canada,Fabrication de produits minéraux non métalliques,,,Gestion des eaux usées,68.7
2018,Canada,Fabrication de produits minéraux non métalliques,,,Gestion de la pollution atmosphérique,41.5
2018,Canada,Fabrication de produits minéraux non métalliques,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",16.0
2018,Canada,Fabrication de produits minéraux non métalliques,,,Protection de la biodiversité et de l'habitat,5.5
2018,Canada,Fabrication de produits minéraux non métalliques,,,Lutte contre le bruit et les vibrations,13.4
2018,Canada,Fabrication de produits minéraux non métalliques,,,Protection against radiation,0.6
2018,Canada,Fabrication de produits minéraux non métalliques,,,Environmental charges,16.7
2018,Canada,Fabrication de produits minéraux non métalliques,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de produits minéraux non métalliques,,,Other environmental protection activities,7.2
2018,Canada,Première transformation des métaux,,,"Total, activités de protection de l'environnement",95.7
2018,Canada,Première transformation des métaux,,,Solid waste management,95.7
2018,Canada,Première transformation des métaux,,,Gestion des eaux usées,83.9
2018,Canada,Première transformation des métaux,,,Gestion de la pollution atmosphérique,69.9
2018,Canada,Première transformation des métaux,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",49.6
2018,Canada,Première transformation des métaux,,,Protection de la biodiversité et de l'habitat,16.6
2018,Canada,Première transformation des métaux,,,Lutte contre le bruit et les vibrations,26.5
2018,Canada,Première transformation des métaux,,,Protection against radiation,8.6
2018,Canada,Première transformation des métaux,,,Environmental charges,49.1
2018,Canada,Première transformation des métaux,,,Clean vehicles and transportation technologies,
2018,Canada,Première transformation des métaux,,,Other environmental protection activities,50.6
2018,Canada,Fabrication de produits métalliques,,,"Total, activités de protection de l'environnement",93.7
2018,Canada,Fabrication de produits métalliques,,,Solid waste management,92.2
2018,Canada,Fabrication de produits métalliques,,,Gestion des eaux usées,60.7
2018,Canada,Fabrication de produits métalliques,,,Gestion de la pollution atmosphérique,13.0
2018,Canada,Fabrication de produits métalliques,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",1.5
2018,Canada,Fabrication de produits métalliques,,,Protection de la biodiversité et de l'habitat,0.2
2018,Canada,Fabrication de produits métalliques,,,Lutte contre le bruit et les vibrations,2.2
2018,Canada,Fabrication de produits métalliques,,,Protection against radiation,
2018,Canada,Fabrication de produits métalliques,,,Environmental charges,7.1
2018,Canada,Fabrication de produits métalliques,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de produits métalliques,,,Other environmental protection activities,6.2
2018,Canada,Fabrication de matériel de transport,,,"Total, activités de protection de l'environnement",93.5
2018,Canada,Fabrication de matériel de transport,,,Solid waste management,93.5
2018,Canada,Fabrication de matériel de transport,,,Gestion des eaux usées,70.9
2018,Canada,Fabrication de matériel de transport,,,Gestion de la pollution atmosphérique,28.1
2018,Canada,Fabrication de matériel de transport,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12.1
2018,Canada,Fabrication de matériel de transport,,,Protection de la biodiversité et de l'habitat,5.6
2018,Canada,Fabrication de matériel de transport,,,Lutte contre le bruit et les vibrations,11.8
2018,Canada,Fabrication de matériel de transport,,,Protection against radiation,
2018,Canada,Fabrication de matériel de transport,,,Environmental charges,16.5
2018,Canada,Fabrication de matériel de transport,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de matériel de transport,,,Other environmental protection activities,20.5
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,"Total, activités de protection de l'environnement",93.4
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Solid waste management,90.8
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Gestion des eaux usées,62.9
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Gestion de la pollution atmosphérique,16.4
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",4.0
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Protection de la biodiversité et de l'habitat,0.0
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Lutte contre le bruit et les vibrations,4.7
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Protection against radiation,0.5
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Environmental charges,13.4
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de produits en plastique et en caoutchouc,,,Other environmental protection activities,6.3
2018,Canada,Fabrication de machines,,,"Total, activités de protection de l'environnement",93.3
2018,Canada,Fabrication de machines,,,Solid waste management,90.8
2018,Canada,Fabrication de machines,,,Gestion des eaux usées,62.4
2018,Canada,Fabrication de machines,,,Gestion de la pollution atmosphérique,17.6
2018,Canada,Fabrication de machines,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10.3
2018,Canada,Fabrication de machines,,,Protection de la biodiversité et de l'habitat,3.1
2018,Canada,Fabrication de machines,,,Lutte contre le bruit et les vibrations,5.9
2018,Canada,Fabrication de machines,,,Protection against radiation,3.1
2018,Canada,Fabrication de machines,,,Environmental charges,15.5
2018,Canada,Fabrication de machines,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de machines,,,Other environmental protection activities,7.9
2018,Canada,Fabrication de meubles et de produits connexes,,,"Total, activités de protection de l'environnement",93.5
2018,Canada,Fabrication de meubles et de produits connexes,,,Solid waste management,91.7
2018,Canada,Fabrication de meubles et de produits connexes,,,Gestion des eaux usées,61.1
2018,Canada,Fabrication de meubles et de produits connexes,,,Gestion de la pollution atmosphérique,18.9
2018,Canada,Fabrication de meubles et de produits connexes,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",6.0
2018,Canada,Fabrication de meubles et de produits connexes,,,Protection de la biodiversité et de l'habitat,5.6
2018,Canada,Fabrication de meubles et de produits connexes,,,Lutte contre le bruit et les vibrations,13.2
2018,Canada,Fabrication de meubles et de produits connexes,,,Protection against radiation,5.6
2018,Canada,Fabrication de meubles et de produits connexes,,,Environmental charges,9.9
2018,Canada,Fabrication de meubles et de produits connexes,,,Clean vehicles and transportation technologies,
2018,Canada,Fabrication de meubles et de produits connexes,,,Other environmental protection activities,9.9
2018,Canada,Autres industries de fabrication,,,"Total, activités de protection de l'environnement",87.0
2018,Canada,Autres industries de fabrication,,,Solid waste management,84.4
2018,Canada,Autres industries de fabrication,,,Gestion des eaux usées,57.6
2018,Canada,Autres industries de fabrication,,,Gestion de la pollution atmosphérique,10.9
2018,Canada,Autres industries de fabrication,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",1.6
2018,Canada,Autres industries de fabrication,,,Protection de la biodiversité et de l'habitat,2.3
2018,Canada,Autres industries de fabrication,,,Lutte contre le bruit et les vibrations,4.2
2018,Canada,Autres industries de fabrication,,,Protection against radiation,0.1
2018,Canada,Autres industries de fabrication,,,Environmental charges,10.1
2018,Canada,Autres industries de fabrication,,,Clean vehicles and transportation technologies,
2018,Canada,Autres industries de fabrication,,,Other environmental protection activities,3.4
2018,Canada,Transport par pipeline,,,"Total, activités de protection de l'environnement",86.9
2018,Canada,Transport par pipeline,,,Solid waste management,85.2
2018,Canada,Transport par pipeline,,,Gestion des eaux usées,65.6
2018,Canada,Transport par pipeline,,,Gestion de la pollution atmosphérique,59.0
2018,Canada,Transport par pipeline,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",75.4
2018,Canada,Transport par pipeline,,,Protection de la biodiversité et de l'habitat,67.2
2018,Canada,Transport par pipeline,,,Lutte contre le bruit et les vibrations,50.8
2018,Canada,Transport par pipeline,,,Protection against radiation,
2018,Canada,Transport par pipeline,,,Environmental charges,68.9
2018,Canada,Transport par pipeline,,,Clean vehicles and transportation technologies,
2018,Canada,Transport par pipeline,,,Other environmental protection activities,60.7
2018,Provinces de l'Atlantique,"Total, industries",,,"Total, activités de protection de l'environnement",87.5
2018,Provinces de l'Atlantique,"Total, industries",,,Solid waste management,85.9
2018,Provinces de l'Atlantique,"Total, industries",,,Gestion des eaux usées,65.4
2018,Provinces de l'Atlantique,"Total, industries",,,Gestion de la pollution atmosphérique,15.1
2018,Provinces de l'Atlantique,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12.8
2018,Provinces de l'Atlantique,"Total, industries",,,Protection de la biodiversité et de l'habitat,7.8
2018,Provinces de l'Atlantique,"Total, industries",,,Lutte contre le bruit et les vibrations,9.2
2018,Provinces de l'Atlantique,"Total, industries",,,Protection against radiation,4.4
2018,Provinces de l'Atlantique,"Total, industries",,,Environmental charges,19.4
2018,Provinces de l'Atlantique,"Total, industries",,,Other environmental protection activities,8.6
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,"Total, activités de protection de l'environnement",89.4
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Solid waste management,87.8
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Gestion des eaux usées,67.0
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Gestion de la pollution atmosphérique,14.0
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10.2
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Protection de la biodiversité et de l'habitat,5.9
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Lutte contre le bruit et les vibrations,12.0
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Protection against radiation,3.2
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Environmental charges,22.3
2018,Terre-Neuve-et-Labrador,"Total, industries",,10,Other environmental protection activities,9.1
2018,Île-du-Prince-Édouard,"Total, industries",,11,"Total, activités de protection de l'environnement",93.8
2018,Île-du-Prince-Édouard,"Total, industries",,11,Solid waste management,91.8
2018,Île-du-Prince-Édouard,"Total, industries",,11,Gestion des eaux usées,69.6
2018,Île-du-Prince-Édouard,"Total, industries",,11,Gestion de la pollution atmosphérique,16.7
2018,Île-du-Prince-Édouard,"Total, industries",,11,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",9.7
2018,Île-du-Prince-Édouard,"Total, industries",,11,Protection de la biodiversité et de l'habitat,8.6
2018,Île-du-Prince-Édouard,"Total, industries",,11,Lutte contre le bruit et les vibrations,8.6
2018,Île-du-Prince-Édouard,"Total, industries",,11,Protection against radiation,5.6
2018,Île-du-Prince-Édouard,"Total, industries",,11,Environmental charges,15.7
2018,Île-du-Prince-Édouard,"Total, industries",,11,Other environmental protection activities,6.1
2018,Nouvelle-Écosse,"Total, industries",,12,"Total, activités de protection de l'environnement",84.8
2018,Nouvelle-Écosse,"Total, industries",,12,Solid waste management,83.7
2018,Nouvelle-Écosse,"Total, industries",,12,Gestion des eaux usées,60.8
2018,Nouvelle-Écosse,"Total, industries",,12,Gestion de la pollution atmosphérique,17.9
2018,Nouvelle-Écosse,"Total, industries",,12,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",16.3
2018,Nouvelle-Écosse,"Total, industries",,12,Protection de la biodiversité et de l'habitat,10.0
2018,Nouvelle-Écosse,"Total, industries",,12,Lutte contre le bruit et les vibrations,9.0
2018,Nouvelle-Écosse,"Total, industries",,12,Protection against radiation,7.1
2018,Nouvelle-Écosse,"Total, industries",,12,Environmental charges,20.6
2018,Nouvelle-Écosse,"Total, industries",,12,Other environmental protection activities,8.1
2018,Nouveau-Brunswick,"Total, industries",,13,"Total, activités de protection de l'environnement",88.0
2018,Nouveau-Brunswick,"Total, industries",,13,Solid waste management,86.1
2018,Nouveau-Brunswick,"Total, industries",,13,Gestion des eaux usées,69.5
2018,Nouveau-Brunswick,"Total, industries",,13,Gestion de la pollution atmosphérique,11.6
2018,Nouveau-Brunswick,"Total, industries",,13,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10.5
2018,Nouveau-Brunswick,"Total, industries",,13,Protection de la biodiversité et de l'habitat,5.7
2018,Nouveau-Brunswick,"Total, industries",,13,Lutte contre le bruit et les vibrations,8.1
2018,Nouveau-Brunswick,"Total, industries",,13,Protection against radiation,1.2
2018,Nouveau-Brunswick,"Total, industries",,13,Environmental charges,17.3
2018,Nouveau-Brunswick,"Total, industries",,13,Other environmental protection activities,9.6
2018,Québec,"Total, industries",,24,"Total, activités de protection de l'environnement",89.5
2018,Québec,"Total, industries",,24,Solid waste management,87.8
2018,Québec,"Total, industries",,24,Gestion des eaux usées,57.0
2018,Québec,"Total, industries",,24,Gestion de la pollution atmosphérique,21.4
2018,Québec,"Total, industries",,24,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",9.2
2018,Québec,"Total, industries",,24,Protection de la biodiversité et de l'habitat,4.7
2018,Québec,"Total, industries",,24,Lutte contre le bruit et les vibrations,8.4
2018,Québec,"Total, industries",,24,Protection against radiation,0.6
2018,Québec,"Total, industries",,24,Environmental charges,13.6
2018,Québec,"Total, industries",,24,Other environmental protection activities,9.6
2018,Ontario,"Total, industries",,35,"Total, activités de protection de l'environnement",90.9
2018,Ontario,"Total, industries",,35,Solid waste management,87.9
2018,Ontario,"Total, industries",,35,Gestion des eaux usées,65.3
2018,Ontario,"Total, industries",,35,Gestion de la pollution atmosphérique,22.9
2018,Ontario,"Total, industries",,35,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",8.4
2018,Ontario,"Total, industries",,35,Protection de la biodiversité et de l'habitat,4.1
2018,Ontario,"Total, industries",,35,Lutte contre le bruit et les vibrations,8.9
2018,Ontario,"Total, industries",,35,Protection against radiation,1.9
2018,Ontario,"Total, industries",,35,Environmental charges,18.2
2018,Ontario,"Total, industries",,35,Other environmental protection activities,12.2
2018,Provinces des Prairies,"Total, industries",,,"Total, activités de protection de l'environnement",90.5
2018,Provinces des Prairies,"Total, industries",,,Solid waste management,86.8
2018,Provinces des Prairies,"Total, industries",,,Gestion des eaux usées,74.4
2018,Provinces des Prairies,"Total, industries",,,Gestion de la pollution atmosphérique,21.3
2018,Provinces des Prairies,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",15.0
2018,Provinces des Prairies,"Total, industries",,,Protection de la biodiversité et de l'habitat,8.2
2018,Provinces des Prairies,"Total, industries",,,Lutte contre le bruit et les vibrations,7.7
2018,Provinces des Prairies,"Total, industries",,,Protection against radiation,3.0
2018,Provinces des Prairies,"Total, industries",,,Environmental charges,15.6
2018,Provinces des Prairies,"Total, industries",,,Other environmental protection activities,12.4
2018,Manitoba,"Total, industries",,46,"Total, activités de protection de l'environnement",85.1
2018,Manitoba,"Total, industries",,46,Solid waste management,82.3
2018,Manitoba,"Total, industries",,46,Gestion des eaux usées,70.3
2018,Manitoba,"Total, industries",,46,Gestion de la pollution atmosphérique,15.7
2018,Manitoba,"Total, industries",,46,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",8.7
2018,Manitoba,"Total, industries",,46,Protection de la biodiversité et de l'habitat,5.4
2018,Manitoba,"Total, industries",,46,Lutte contre le bruit et les vibrations,7.2
2018,Manitoba,"Total, industries",,46,Protection against radiation,3.5
2018,Manitoba,"Total, industries",,46,Environmental charges,13.5
2018,Manitoba,"Total, industries",,46,Other environmental protection activities,12.1
2018,Saskatchewan,"Total, industries",,47,"Total, activités de protection de l'environnement",86.4
2018,Saskatchewan,"Total, industries",,47,Solid waste management,81.6
2018,Saskatchewan,"Total, industries",,47,Gestion des eaux usées,71.3
2018,Saskatchewan,"Total, industries",,47,Gestion de la pollution atmosphérique,18.8
2018,Saskatchewan,"Total, industries",,47,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",15.8
2018,Saskatchewan,"Total, industries",,47,Protection de la biodiversité et de l'habitat,6.5
2018,Saskatchewan,"Total, industries",,47,Lutte contre le bruit et les vibrations,5.6
2018,Saskatchewan,"Total, industries",,47,Protection against radiation,4.0
2018,Saskatchewan,"Total, industries",,47,Environmental charges,15.4
2018,Saskatchewan,"Total, industries",,47,Other environmental protection activities,12.3
2018,Alberta,"Total, industries",,48,"Total, activités de protection de l'environnement",92.8
