Year,data.Geography,Groupe d'activité,Âge,Sexe,Value
2015,Colombie-Britannique,Magasinage de biens ou de services,35 to 44 years,Les deux sexes,1.7
2015,Colombie-Britannique,Magasinage de biens ou de services,35 to 44 years,Male,0.8
2015,Colombie-Britannique,Magasinage de biens ou de services,35 to 44 years,Female,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,45 to 54 years,Les deux sexes,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,45 to 54 years,Male,2.1
2015,Colombie-Britannique,Magasinage de biens ou de services,45 to 54 years,Female,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,55 to 64 years,Les deux sexes,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,55 to 64 years,Male,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,55 to 64 years,Female,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,65 ans et plus,Les deux sexes,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,65 ans et plus,Male,2.5
2015,Colombie-Britannique,Magasinage de biens ou de services,65 ans et plus,Female,2.5
