Year,Géographie,data.Economic family type,Value
2018,Saskatchewan,data.Other non-elderly families,75900.0
2019,Saskatchewan,data.Other non-elderly families,72800.0
2010,Saskatchewan,Personnes hors famille économique,30000.0
2011,Saskatchewan,Personnes hors famille économique,32700.0
2012,Saskatchewan,Personnes hors famille économique,35100.0
2013,Saskatchewan,Personnes hors famille économique,33300.0
2014,Saskatchewan,Personnes hors famille économique,33600.0
2015,Saskatchewan,Personnes hors famille économique,36100.0
2016,Saskatchewan,Personnes hors famille économique,32400.0
2017,Saskatchewan,Personnes hors famille économique,32100.0
2018,Saskatchewan,Personnes hors famille économique,32300.0
2019,Saskatchewan,Personnes hors famille économique,32500.0
2010,Saskatchewan,Personnes âgées hors famille économique,25500.0
2011,Saskatchewan,Personnes âgées hors famille économique,27600.0
2012,Saskatchewan,Personnes âgées hors famille économique,25800.0
2013,Saskatchewan,Personnes âgées hors famille économique,28300.0
2014,Saskatchewan,Personnes âgées hors famille économique,28500.0
2015,Saskatchewan,Personnes âgées hors famille économique,31600.0
2016,Saskatchewan,Personnes âgées hors famille économique,27000.0
2017,Saskatchewan,Personnes âgées hors famille économique,29100.0
2018,Saskatchewan,Personnes âgées hors famille économique,30500.0
2019,Saskatchewan,Personnes âgées hors famille économique,31400.0
2010,Saskatchewan,data.Elderly males not in an economic family,28800.0
2011,Saskatchewan,data.Elderly males not in an economic family,32200.0
2012,Saskatchewan,data.Elderly males not in an economic family,34900.0
2013,Saskatchewan,data.Elderly males not in an economic family,31200.0
2014,Saskatchewan,data.Elderly males not in an economic family,32800.0
2015,Saskatchewan,data.Elderly males not in an economic family,35200.0
2016,Saskatchewan,data.Elderly males not in an economic family,25000.0
2017,Saskatchewan,data.Elderly males not in an economic family,29800.0
2018,Saskatchewan,data.Elderly males not in an economic family,31600.0
2019,Saskatchewan,data.Elderly males not in an economic family,33600.0
2010,Saskatchewan,data.Elderly females not in an economic family,23800.0
2011,Saskatchewan,data.Elderly females not in an economic family,26200.0
2012,Saskatchewan,data.Elderly females not in an economic family,24700.0
2013,Saskatchewan,data.Elderly females not in an economic family,26500.0
2014,Saskatchewan,data.Elderly females not in an economic family,27800.0
2015,Saskatchewan,data.Elderly females not in an economic family,30900.0
2016,Saskatchewan,data.Elderly females not in an economic family,28200.0
2017,Saskatchewan,data.Elderly females not in an economic family,28600.0
2018,Saskatchewan,data.Elderly females not in an economic family,29400.0
2019,Saskatchewan,data.Elderly females not in an economic family,30800.0
2010,Saskatchewan,Personnes non âgées hors famille économique,33800.0
2011,Saskatchewan,Personnes non âgées hors famille économique,35400.0
2012,Saskatchewan,Personnes non âgées hors famille économique,38000.0
2013,Saskatchewan,Personnes non âgées hors famille économique,37700.0
2014,Saskatchewan,Personnes non âgées hors famille économique,38300.0
2015,Saskatchewan,Personnes non âgées hors famille économique,38600.0
2016,Saskatchewan,Personnes non âgées hors famille économique,35200.0
2017,Saskatchewan,Personnes non âgées hors famille économique,33700.0
2018,Saskatchewan,Personnes non âgées hors famille économique,33400.0
2019,Saskatchewan,Personnes non âgées hors famille économique,33500.0
2010,Saskatchewan,Hommes non âgés hors famille économique,36600.0
2011,Saskatchewan,Hommes non âgés hors famille économique,38400.0
2012,Saskatchewan,Hommes non âgés hors famille économique,39900.0
2013,Saskatchewan,Hommes non âgés hors famille économique,40300.0
2014,Saskatchewan,Hommes non âgés hors famille économique,39500.0
2015,Saskatchewan,Hommes non âgés hors famille économique,41200.0
2016,Saskatchewan,Hommes non âgés hors famille économique,38700.0
2017,Saskatchewan,Hommes non âgés hors famille économique,33700.0
2018,Saskatchewan,Hommes non âgés hors famille économique,37600.0
2019,Saskatchewan,Hommes non âgés hors famille économique,33700.0
2010,Saskatchewan,Femmes non âgées hors famille économique,29900.0
2011,Saskatchewan,Femmes non âgées hors famille économique,31900.0
2012,Saskatchewan,Femmes non âgées hors famille économique,35900.0
2013,Saskatchewan,Femmes non âgées hors famille économique,33800.0
2014,Saskatchewan,Femmes non âgées hors famille économique,35000.0
2015,Saskatchewan,Femmes non âgées hors famille économique,33400.0
2016,Saskatchewan,Femmes non âgées hors famille économique,29500.0
2017,Saskatchewan,Femmes non âgées hors famille économique,33300.0
2018,Saskatchewan,Femmes non âgées hors famille économique,29500.0
2019,Saskatchewan,Femmes non âgées hors famille économique,32300.0
2010,Alberta,data.Economic families and persons not in an economic family,69900.0
2011,Alberta,data.Economic families and persons not in an economic family,69900.0
2012,Alberta,data.Economic families and persons not in an economic family,74900.0
2013,Alberta,data.Economic families and persons not in an economic family,76800.0
2014,Alberta,data.Economic families and persons not in an economic family,77400.0
2015,Alberta,data.Economic families and persons not in an economic family,76600.0
2016,Alberta,data.Economic families and persons not in an economic family,74300.0
2017,Alberta,data.Economic families and persons not in an economic family,73300.0
2018,Alberta,data.Economic families and persons not in an economic family,74100.0
2019,Alberta,data.Economic families and persons not in an economic family,72500.0
2010,Alberta,data.Economic families,93300.0
2011,Alberta,data.Economic families,96000.0
2012,Alberta,data.Economic families,101800.0
2013,Alberta,data.Economic families,101400.0
2014,Alberta,data.Economic families,101200.0
2015,Alberta,data.Economic families,102600.0
2016,Alberta,data.Economic families,98300.0
2017,Alberta,data.Economic families,102000.0
2018,Alberta,data.Economic families,100300.0
2019,Alberta,data.Economic families,99400.0
2010,Alberta,data.Elderly families,59600.0
2011,Alberta,data.Elderly families,66100.0
2012,Alberta,data.Elderly families,72300.0
2013,Alberta,data.Elderly families,66500.0
2014,Alberta,data.Elderly families,70200.0
2015,Alberta,data.Elderly families,68600.0
2016,Alberta,data.Elderly families,71700.0
2017,Alberta,data.Elderly families,71700.0
2018,Alberta,data.Elderly families,67500.0
2019,Alberta,data.Elderly families,71400.0
2010,Alberta,data.Elderly couples,57800.0
2011,Alberta,data.Elderly couples,64700.0
2012,Alberta,data.Elderly couples,69500.0
2013,Alberta,data.Elderly couples,64000.0
2014,Alberta,data.Elderly couples,69600.0
2015,Alberta,data.Elderly couples,67700.0
2016,Alberta,data.Elderly couples,69700.0
2017,Alberta,data.Elderly couples,68800.0
2018,Alberta,data.Elderly couples,67000.0
2019,Alberta,data.Elderly couples,71700.0
2010,Alberta,data.Other elderly families,61100.0
2011,Alberta,data.Other elderly families,68600.0
2012,Alberta,data.Other elderly families,78900.0
2013,Alberta,data.Other elderly families,90400.0
2014,Alberta,data.Other elderly families,70200.0
2015,Alberta,data.Other elderly families,72500.0
2016,Alberta,data.Other elderly families,95600.0
2017,Alberta,data.Other elderly families,97000.0
2018,Alberta,data.Other elderly families,75200.0
2019,Alberta,data.Other elderly families,67400.0
2010,Alberta,data.Non-elderly families,98900.0
2011,Alberta,data.Non-elderly families,101100.0
2012,Alberta,data.Non-elderly families,108300.0
2013,Alberta,data.Non-elderly families,108700.0
2014,Alberta,data.Non-elderly families,104900.0
2015,Alberta,data.Non-elderly families,108000.0
2016,Alberta,data.Non-elderly families,104900.0
2017,Alberta,data.Non-elderly families,107900.0
2018,Alberta,data.Non-elderly families,108800.0
2019,Alberta,data.Non-elderly families,108400.0
2010,Alberta,data.Couples,95400.0
2011,Alberta,data.Couples,100300.0
2012,Alberta,data.Couples,101800.0
2013,Alberta,data.Couples,96900.0
2014,Alberta,data.Couples,97500.0
2015,Alberta,data.Couples,105600.0
2016,Alberta,data.Couples,89400.0
2017,Alberta,data.Couples,95000.0
2018,Alberta,data.Couples,99500.0
2019,Alberta,data.Couples,92900.0
2010,Alberta,data.Couples with children,104300.0
2011,Alberta,data.Couples with children,108300.0
2012,Alberta,data.Couples with children,114400.0
2013,Alberta,data.Couples with children,118200.0
2014,Alberta,data.Couples with children,110000.0
2015,Alberta,data.Couples with children,113500.0
2016,Alberta,data.Couples with children,110100.0
2017,Alberta,data.Couples with children,111200.0
2018,Alberta,data.Couples with children,119500.0
2019,Alberta,data.Couples with children,117000.0
2010,Alberta,data.Couples with other relatives,151200.0
2011,Alberta,data.Couples with other relatives,142400.0
2012,Alberta,data.Couples with other relatives,137100.0
2013,Alberta,data.Couples with other relatives,160600.0
2014,Alberta,data.Couples with other relatives,152900.0
2015,Alberta,data.Couples with other relatives,147500.0
2016,Alberta,data.Couples with other relatives,150500.0
2017,Alberta,data.Couples with other relatives,144200.0
2018,Alberta,data.Couples with other relatives,132700.0
2019,Alberta,data.Couples with other relatives,155500.0
2010,Alberta,data.Lone-parent families,48700.0
2011,Alberta,data.Lone-parent families,50700.0
2012,Alberta,data.Lone-parent families,58700.0
2013,Alberta,data.Lone-parent families,54100.0
2014,Alberta,data.Lone-parent families,59000.0
2015,Alberta,data.Lone-parent families,59400.0
2016,Alberta,data.Lone-parent families,74900.0
2017,Alberta,data.Lone-parent families,63100.0
2018,Alberta,data.Lone-parent families,65400.0
2019,Alberta,data.Lone-parent families,74000.0
2010,Alberta,data.Male lone-parent families,79800.0
2011,Alberta,data.Male lone-parent families,67800.0
2012,Alberta,data.Male lone-parent families,72400.0
2013,Alberta,data.Male lone-parent families,
2014,Alberta,data.Male lone-parent families,
2015,Alberta,data.Male lone-parent families,81300.0
2016,Alberta,data.Male lone-parent families,81000.0
2017,Alberta,data.Male lone-parent families,76500.0
2018,Alberta,data.Male lone-parent families,81700.0
2019,Alberta,data.Male lone-parent families,80700.0
2010,Alberta,data.Female lone-parent families,44000.0
2011,Alberta,data.Female lone-parent families,47900.0
2012,Alberta,data.Female lone-parent families,56600.0
2013,Alberta,data.Female lone-parent families,54600.0
2014,Alberta,data.Female lone-parent families,58000.0
2015,Alberta,data.Female lone-parent families,52800.0
2016,Alberta,data.Female lone-parent families,58400.0
2017,Alberta,data.Female lone-parent families,54400.0
2018,Alberta,data.Female lone-parent families,63600.0
2019,Alberta,data.Female lone-parent families,68800.0
2010,Alberta,data.Other non-elderly families,78900.0
2011,Alberta,data.Other non-elderly families,80600.0
2012,Alberta,data.Other non-elderly families,95600.0
2013,Alberta,data.Other non-elderly families,89000.0
2014,Alberta,data.Other non-elderly families,101100.0
2015,Alberta,data.Other non-elderly families,91000.0
2016,Alberta,data.Other non-elderly families,99400.0
2017,Alberta,data.Other non-elderly families,96700.0
2018,Alberta,data.Other non-elderly families,89200.0
2019,Alberta,data.Other non-elderly families,81200.0
2010,Alberta,Personnes hors famille économique,38000.0
2011,Alberta,Personnes hors famille économique,36100.0
2012,Alberta,Personnes hors famille économique,38900.0
2013,Alberta,Personnes hors famille économique,39400.0
2014,Alberta,Personnes hors famille économique,39800.0
2015,Alberta,Personnes hors famille économique,40200.0
2016,Alberta,Personnes hors famille économique,36400.0
2017,Alberta,Personnes hors famille économique,38100.0
2018,Alberta,Personnes hors famille économique,36500.0
2019,Alberta,Personnes hors famille économique,37500.0
2010,Alberta,Personnes âgées hors famille économique,28500.0
2011,Alberta,Personnes âgées hors famille économique,29600.0
2012,Alberta,Personnes âgées hors famille économique,29800.0
2013,Alberta,Personnes âgées hors famille économique,27700.0
2014,Alberta,Personnes âgées hors famille économique,32800.0
2015,Alberta,Personnes âgées hors famille économique,33400.0
2016,Alberta,Personnes âgées hors famille économique,27200.0
2017,Alberta,Personnes âgées hors famille économique,32000.0
2018,Alberta,Personnes âgées hors famille économique,32300.0
2019,Alberta,Personnes âgées hors famille économique,30700.0
2010,Alberta,data.Elderly males not in an economic family,30100.0
2011,Alberta,data.Elderly males not in an economic family,35000.0
2012,Alberta,data.Elderly males not in an economic family,34900.0
2013,Alberta,data.Elderly males not in an economic family,28900.0
2014,Alberta,data.Elderly males not in an economic family,44600.0
2015,Alberta,data.Elderly males not in an economic family,36800.0
2016,Alberta,data.Elderly males not in an economic family,26700.0
2017,Alberta,data.Elderly males not in an economic family,31600.0
2018,Alberta,data.Elderly males not in an economic family,33800.0
2019,Alberta,data.Elderly males not in an economic family,31200.0
2010,Alberta,data.Elderly females not in an economic family,28500.0
2011,Alberta,data.Elderly females not in an economic family,28500.0
2012,Alberta,data.Elderly females not in an economic family,29300.0
2013,Alberta,data.Elderly females not in an economic family,27200.0
2014,Alberta,data.Elderly females not in an economic family,31700.0
2015,Alberta,data.Elderly females not in an economic family,31000.0
2016,Alberta,data.Elderly females not in an economic family,27400.0
2017,Alberta,data.Elderly females not in an economic family,32900.0
2018,Alberta,data.Elderly females not in an economic family,31000.0
2019,Alberta,data.Elderly females not in an economic family,30400.0
2010,Alberta,Personnes non âgées hors famille économique,41900.0
2011,Alberta,Personnes non âgées hors famille économique,38300.0
2012,Alberta,Personnes non âgées hors famille économique,42400.0
2013,Alberta,Personnes non âgées hors famille économique,43100.0
2014,Alberta,Personnes non âgées hors famille économique,42600.0
2015,Alberta,Personnes non âgées hors famille économique,42300.0
2016,Alberta,Personnes non âgées hors famille économique,41100.0
2017,Alberta,Personnes non âgées hors famille économique,39900.0
2018,Alberta,Personnes non âgées hors famille économique,38000.0
2019,Alberta,Personnes non âgées hors famille économique,39200.0
2010,Alberta,Hommes non âgés hors famille économique,46700.0
2011,Alberta,Hommes non âgés hors famille économique,39800.0
2012,Alberta,Hommes non âgés hors famille économique,45000.0
2013,Alberta,Hommes non âgés hors famille économique,48000.0
2014,Alberta,Hommes non âgés hors famille économique,48200.0
2015,Alberta,Hommes non âgés hors famille économique,47300.0
2016,Alberta,Hommes non âgés hors famille économique,45900.0
2017,Alberta,Hommes non âgés hors famille économique,43200.0
2018,Alberta,Hommes non âgés hors famille économique,40000.0
2019,Alberta,Hommes non âgés hors famille économique,43600.0
2010,Alberta,Femmes non âgées hors famille économique,36600.0
2011,Alberta,Femmes non âgées hors famille économique,32600.0
2012,Alberta,Femmes non âgées hors famille économique,37600.0
2013,Alberta,Femmes non âgées hors famille économique,38600.0
2014,Alberta,Femmes non âgées hors famille économique,33600.0
2015,Alberta,Femmes non âgées hors famille économique,37300.0
2016,Alberta,Femmes non âgées hors famille économique,36400.0
2017,Alberta,Femmes non âgées hors famille économique,35900.0
2018,Alberta,Femmes non âgées hors famille économique,36000.0
2019,Alberta,Femmes non âgées hors famille économique,37500.0
2010,Colombie-Britannique,data.Economic families and persons not in an economic family,56200.0
2011,Colombie-Britannique,data.Economic families and persons not in an economic family,55200.0
2012,Colombie-Britannique,data.Economic families and persons not in an economic family,57000.0
2013,Colombie-Britannique,data.Economic families and persons not in an economic family,59700.0
2014,Colombie-Britannique,data.Economic families and persons not in an economic family,59300.0
2015,Colombie-Britannique,data.Economic families and persons not in an economic family,59800.0
2016,Colombie-Britannique,data.Economic families and persons not in an economic family,60200.0
2017,Colombie-Britannique,data.Economic families and persons not in an economic family,64800.0
2018,Colombie-Britannique,data.Economic families and persons not in an economic family,63200.0
2019,Colombie-Britannique,data.Economic families and persons not in an economic family,65700.0
2010,Colombie-Britannique,data.Economic families,80100.0
2011,Colombie-Britannique,data.Economic families,80900.0
2012,Colombie-Britannique,data.Economic families,81300.0
2013,Colombie-Britannique,data.Economic families,82300.0
2014,Colombie-Britannique,data.Economic families,83800.0
2015,Colombie-Britannique,data.Economic families,85400.0
2016,Colombie-Britannique,data.Economic families,87000.0
2017,Colombie-Britannique,data.Economic families,88000.0
2018,Colombie-Britannique,data.Economic families,92100.0
2019,Colombie-Britannique,data.Economic families,90100.0
2010,Colombie-Britannique,data.Elderly families,58100.0
2011,Colombie-Britannique,data.Elderly families,58700.0
2012,Colombie-Britannique,data.Elderly families,60900.0
2013,Colombie-Britannique,data.Elderly families,63500.0
2014,Colombie-Britannique,data.Elderly families,59800.0
2015,Colombie-Britannique,data.Elderly families,64000.0
2016,Colombie-Britannique,data.Elderly families,65600.0
2017,Colombie-Britannique,data.Elderly families,69400.0
2018,Colombie-Britannique,data.Elderly families,71300.0
2019,Colombie-Britannique,data.Elderly families,68500.0
2010,Colombie-Britannique,data.Elderly couples,58200.0
2011,Colombie-Britannique,data.Elderly couples,58300.0
2012,Colombie-Britannique,data.Elderly couples,60200.0
2013,Colombie-Britannique,data.Elderly couples,63400.0
2014,Colombie-Britannique,data.Elderly couples,59800.0
2015,Colombie-Britannique,data.Elderly couples,64700.0
2016,Colombie-Britannique,data.Elderly couples,66500.0
2017,Colombie-Britannique,data.Elderly couples,67500.0
2018,Colombie-Britannique,data.Elderly couples,68600.0
2019,Colombie-Britannique,data.Elderly couples,68800.0
2010,Colombie-Britannique,data.Other elderly families,55100.0
2011,Colombie-Britannique,data.Other elderly families,71700.0
2012,Colombie-Britannique,data.Other elderly families,64300.0
2013,Colombie-Britannique,data.Other elderly families,64300.0
2014,Colombie-Britannique,data.Other elderly families,62900.0
2015,Colombie-Britannique,data.Other elderly families,62900.0
2016,Colombie-Britannique,data.Other elderly families,62700.0
2017,Colombie-Britannique,data.Other elderly families,72100.0
2018,Colombie-Britannique,data.Other elderly families,92300.0
2019,Colombie-Britannique,data.Other elderly families,67100.0
2010,Colombie-Britannique,data.Non-elderly families,86300.0
2011,Colombie-Britannique,data.Non-elderly families,88200.0
2012,Colombie-Britannique,data.Non-elderly families,88100.0
2013,Colombie-Britannique,data.Non-elderly families,87700.0
2014,Colombie-Britannique,data.Non-elderly families,91800.0
2015,Colombie-Britannique,data.Non-elderly families,95700.0
2016,Colombie-Britannique,data.Non-elderly families,92200.0
2017,Colombie-Britannique,data.Non-elderly families,94800.0
2018,Colombie-Britannique,data.Non-elderly families,99200.0
2019,Colombie-Britannique,data.Non-elderly families,96200.0
2010,Colombie-Britannique,data.Couples,85000.0
2011,Colombie-Britannique,data.Couples,83200.0
2012,Colombie-Britannique,data.Couples,80800.0
2013,Colombie-Britannique,data.Couples,82900.0
2014,Colombie-Britannique,data.Couples,80200.0
2015,Colombie-Britannique,data.Couples,89800.0
2016,Colombie-Britannique,data.Couples,84400.0
2017,Colombie-Britannique,data.Couples,87900.0
2018,Colombie-Britannique,data.Couples,90800.0
2019,Colombie-Britannique,data.Couples,90000.0
2010,Colombie-Britannique,data.Couples with children,94700.0
2011,Colombie-Britannique,data.Couples with children,98200.0
2012,Colombie-Britannique,data.Couples with children,95900.0
2013,Colombie-Britannique,data.Couples with children,96700.0
2014,Colombie-Britannique,data.Couples with children,106100.0
2015,Colombie-Britannique,data.Couples with children,104500.0
2016,Colombie-Britannique,data.Couples with children,104800.0
2017,Colombie-Britannique,data.Couples with children,106600.0
2018,Colombie-Britannique,data.Couples with children,110700.0
2019,Colombie-Britannique,data.Couples with children,104700.0
2010,Colombie-Britannique,data.Couples with other relatives,124600.0
2011,Colombie-Britannique,data.Couples with other relatives,124000.0
2012,Colombie-Britannique,data.Couples with other relatives,131300.0
2013,Colombie-Britannique,data.Couples with other relatives,128900.0
2014,Colombie-Britannique,data.Couples with other relatives,116900.0
2015,Colombie-Britannique,data.Couples with other relatives,129300.0
2016,Colombie-Britannique,data.Couples with other relatives,131600.0
2017,Colombie-Britannique,data.Couples with other relatives,132300.0
2018,Colombie-Britannique,data.Couples with other relatives,130700.0
2019,Colombie-Britannique,data.Couples with other relatives,136400.0
2010,Colombie-Britannique,data.Lone-parent families,46300.0
2011,Colombie-Britannique,data.Lone-parent families,34900.0
2012,Colombie-Britannique,data.Lone-parent families,47200.0
2013,Colombie-Britannique,data.Lone-parent families,46600.0
2014,Colombie-Britannique,data.Lone-parent families,46700.0
2015,Colombie-Britannique,data.Lone-parent families,55400.0
2016,Colombie-Britannique,data.Lone-parent families,40700.0
2017,Colombie-Britannique,data.Lone-parent families,54500.0
2018,Colombie-Britannique,data.Lone-parent families,60800.0
2019,Colombie-Britannique,data.Lone-parent families,55200.0
2010,Colombie-Britannique,data.Male lone-parent families,
2011,Colombie-Britannique,data.Male lone-parent families,
2012,Colombie-Britannique,data.Male lone-parent families,57900.0
2013,Colombie-Britannique,data.Male lone-parent families,60500.0
2014,Colombie-Britannique,data.Male lone-parent families,
2015,Colombie-Britannique,data.Male lone-parent families,65300.0
2016,Colombie-Britannique,data.Male lone-parent families,52500.0
2017,Colombie-Britannique,data.Male lone-parent families,61300.0
2018,Colombie-Britannique,data.Male lone-parent families,79100.0
2019,Colombie-Britannique,data.Male lone-parent families,55000.0
2010,Colombie-Britannique,data.Female lone-parent families,45800.0
2011,Colombie-Britannique,data.Female lone-parent families,31200.0
2012,Colombie-Britannique,data.Female lone-parent families,44100.0
2013,Colombie-Britannique,data.Female lone-parent families,41600.0
2014,Colombie-Britannique,data.Female lone-parent families,44700.0
2015,Colombie-Britannique,data.Female lone-parent families,51400.0
2016,Colombie-Britannique,data.Female lone-parent families,36200.0
2017,Colombie-Britannique,data.Female lone-parent families,51000.0
2018,Colombie-Britannique,data.Female lone-parent families,57800.0
2019,Colombie-Britannique,data.Female lone-parent families,55200.0
2010,Colombie-Britannique,data.Other non-elderly families,72800.0
2011,Colombie-Britannique,data.Other non-elderly families,66300.0
2012,Colombie-Britannique,data.Other non-elderly families,75800.0
2013,Colombie-Britannique,data.Other non-elderly families,78600.0
2014,Colombie-Britannique,data.Other non-elderly families,74200.0
2015,Colombie-Britannique,data.Other non-elderly families,64800.0
2016,Colombie-Britannique,data.Other non-elderly families,77000.0
2017,Colombie-Britannique,data.Other non-elderly families,71500.0
2018,Colombie-Britannique,data.Other non-elderly families,72500.0
2019,Colombie-Britannique,data.Other non-elderly families,85100.0
2010,Colombie-Britannique,Personnes hors famille économique,28200.0
2011,Colombie-Britannique,Personnes hors famille économique,26800.0
2012,Colombie-Britannique,Personnes hors famille économique,28200.0
2013,Colombie-Britannique,Personnes hors famille économique,31700.0
2014,Colombie-Britannique,Personnes hors famille économique,32300.0
2015,Colombie-Britannique,Personnes hors famille économique,26000.0
2016,Colombie-Britannique,Personnes hors famille économique,30100.0
2017,Colombie-Britannique,Personnes hors famille économique,31600.0
2018,Colombie-Britannique,Personnes hors famille économique,33400.0
2019,Colombie-Britannique,Personnes hors famille économique,32200.0
2010,Colombie-Britannique,Personnes âgées hors famille économique,27400.0
2011,Colombie-Britannique,Personnes âgées hors famille économique,28000.0
2012,Colombie-Britannique,Personnes âgées hors famille économique,28700.0
2013,Colombie-Britannique,Personnes âgées hors famille économique,31000.0
2014,Colombie-Britannique,Personnes âgées hors famille économique,29000.0
2015,Colombie-Britannique,Personnes âgées hors famille économique,26500.0
2016,Colombie-Britannique,Personnes âgées hors famille économique,29300.0
2017,Colombie-Britannique,Personnes âgées hors famille économique,30900.0
2018,Colombie-Britannique,Personnes âgées hors famille économique,32800.0
2019,Colombie-Britannique,Personnes âgées hors famille économique,33600.0
2010,Colombie-Britannique,data.Elderly males not in an economic family,34900.0
2011,Colombie-Britannique,data.Elderly males not in an economic family,28200.0
2012,Colombie-Britannique,data.Elderly males not in an economic family,30900.0
2013,Colombie-Britannique,data.Elderly males not in an economic family,33100.0
2014,Colombie-Britannique,data.Elderly males not in an economic family,33700.0
2015,Colombie-Britannique,data.Elderly males not in an economic family,24600.0
2016,Colombie-Britannique,data.Elderly males not in an economic family,31300.0
2017,Colombie-Britannique,data.Elderly males not in an economic family,36500.0
2018,Colombie-Britannique,data.Elderly males not in an economic family,34800.0
2019,Colombie-Britannique,data.Elderly males not in an economic family,39000.0
2010,Colombie-Britannique,data.Elderly females not in an economic family,25800.0
2011,Colombie-Britannique,data.Elderly females not in an economic family,27900.0
2012,Colombie-Britannique,data.Elderly females not in an economic family,27700.0
2013,Colombie-Britannique,data.Elderly females not in an economic family,29400.0
2014,Colombie-Britannique,data.Elderly females not in an economic family,28200.0
2015,Colombie-Britannique,data.Elderly females not in an economic family,26600.0
2016,Colombie-Britannique,data.Elderly females not in an economic family,29300.0
2017,Colombie-Britannique,data.Elderly females not in an economic family,29300.0
2018,Colombie-Britannique,data.Elderly females not in an economic family,32300.0
2019,Colombie-Britannique,data.Elderly females not in an economic family,29100.0
2010,Colombie-Britannique,Personnes non âgées hors famille économique,28500.0
2011,Colombie-Britannique,Personnes non âgées hors famille économique,26600.0
2012,Colombie-Britannique,Personnes non âgées hors famille économique,28000.0
2013,Colombie-Britannique,Personnes non âgées hors famille économique,32100.0
2014,Colombie-Britannique,Personnes non âgées hors famille économique,33500.0
2015,Colombie-Britannique,Personnes non âgées hors famille économique,25800.0
2016,Colombie-Britannique,Personnes non âgées hors famille économique,30700.0
2017,Colombie-Britannique,Personnes non âgées hors famille économique,32000.0
2018,Colombie-Britannique,Personnes non âgées hors famille économique,33500.0
2019,Colombie-Britannique,Personnes non âgées hors famille économique,32200.0
2010,Colombie-Britannique,Hommes non âgés hors famille économique,30000.0
2011,Colombie-Britannique,Hommes non âgés hors famille économique,26400.0
2012,Colombie-Britannique,Hommes non âgés hors famille économique,29200.0
2013,Colombie-Britannique,Hommes non âgés hors famille économique,34200.0
2014,Colombie-Britannique,Hommes non âgés hors famille économique,34000.0
2015,Colombie-Britannique,Hommes non âgés hors famille économique,26000.0
2016,Colombie-Britannique,Hommes non âgés hors famille économique,31300.0
2017,Colombie-Britannique,Hommes non âgés hors famille économique,35800.0
2018,Colombie-Britannique,Hommes non âgés hors famille économique,35100.0
2019,Colombie-Britannique,Hommes non âgés hors famille économique,35600.0
2010,Colombie-Britannique,Femmes non âgées hors famille économique,25200.0
2011,Colombie-Britannique,Femmes non âgées hors famille économique,27400.0
2012,Colombie-Britannique,Femmes non âgées hors famille économique,27900.0
2013,Colombie-Britannique,Femmes non âgées hors famille économique,30000.0
2014,Colombie-Britannique,Femmes non âgées hors famille économique,31900.0
2015,Colombie-Britannique,Femmes non âgées hors famille économique,25600.0
2016,Colombie-Britannique,Femmes non âgées hors famille économique,29600.0
2017,Colombie-Britannique,Femmes non âgées hors famille économique,28700.0
2018,Colombie-Britannique,Femmes non âgées hors famille économique,31200.0
2019,Colombie-Britannique,Femmes non âgées hors famille économique,29600.0
2010,"Québec, Québec",data.Economic families and persons not in an economic family,58100.0
2011,"Québec, Québec",data.Economic families and persons not in an economic family,59900.0
2012,"Québec, Québec",data.Economic families and persons not in an economic family,53200.0
2013,"Québec, Québec",data.Economic families and persons not in an economic family,56900.0
2014,"Québec, Québec",data.Economic families and persons not in an economic family,53000.0
2015,"Québec, Québec",data.Economic families and persons not in an economic family,51000.0
2016,"Québec, Québec",data.Economic families and persons not in an economic family,55400.0
2017,"Québec, Québec",data.Economic families and persons not in an economic family,65900.0
2018,"Québec, Québec",data.Economic families and persons not in an economic family,60600.0
2019,"Québec, Québec",data.Economic families and persons not in an economic family,59000.0
2010,"Québec, Québec",data.Economic families,82800.0
2011,"Québec, Québec",data.Economic families,81700.0
2012,"Québec, Québec",data.Economic families,73900.0
2013,"Québec, Québec",data.Economic families,84500.0
2014,"Québec, Québec",data.Economic families,76000.0
2015,"Québec, Québec",data.Economic families,77300.0
2016,"Québec, Québec",data.Economic families,81700.0
2017,"Québec, Québec",data.Economic families,84200.0
2018,"Québec, Québec",data.Economic families,84800.0
2019,"Québec, Québec",data.Economic families,88000.0
2010,"Québec, Québec",data.Elderly families,59300.0
2011,"Québec, Québec",data.Elderly families,61000.0
2012,"Québec, Québec",data.Elderly families,57600.0
2013,"Québec, Québec",data.Elderly families,56000.0
2014,"Québec, Québec",data.Elderly families,59900.0
2015,"Québec, Québec",data.Elderly families,62300.0
2016,"Québec, Québec",data.Elderly families,56400.0
2017,"Québec, Québec",data.Elderly families,64400.0
2018,"Québec, Québec",data.Elderly families,65300.0
2019,"Québec, Québec",data.Elderly families,65000.0
2010,"Québec, Québec",data.Elderly couples,56200.0
2011,"Québec, Québec",data.Elderly couples,60900.0
2012,"Québec, Québec",data.Elderly couples,60300.0
2013,"Québec, Québec",data.Elderly couples,56000.0
2014,"Québec, Québec",data.Elderly couples,56700.0
2015,"Québec, Québec",data.Elderly couples,61600.0
2016,"Québec, Québec",data.Elderly couples,52400.0
2017,"Québec, Québec",data.Elderly couples,63100.0
2018,"Québec, Québec",data.Elderly couples,64900.0
2019,"Québec, Québec",data.Elderly couples,66800.0
2010,"Québec, Québec",data.Other elderly families,
2011,"Québec, Québec",data.Other elderly families,
2012,"Québec, Québec",data.Other elderly families,
