Year,Géographie,Type de région,Mode d'occupation,Select housing-vulnerable populations,GeoCode,Value
2021,"Montréal, Québec",Région métropolitaine de recensement,"Total, mode d'occupation",,462,7.3
2021,"Montréal, Québec",Région métropolitaine de recensement,Propriétaire,,462,3.4
2021,"Montréal, Québec",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,462,
2021,"Montréal, Québec",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,462,3.4
2021,"Montréal, Québec",Région métropolitaine de recensement,Locataire,,462,12.3
2021,"Montréal, Québec",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,462,12.1
2021,"Montréal, Québec",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,462,15.2
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,"Total, mode d'occupation",,505,8.9
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,Propriétaire,,505,4.2
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,505,
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,505,4.5
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,Locataire,,505,17.9
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,505,17.2
2021,"Ottawa-Gatineau, Ontario/Québec",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,505,22.0
2021,"Toronto, Ontario",Région métropolitaine de recensement,"Total, mode d'occupation",,535,15.3
2021,"Toronto, Ontario",Région métropolitaine de recensement,Propriétaire,,535,9.0
2021,"Toronto, Ontario",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,535,
2021,"Toronto, Ontario",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,535,9.8
2021,"Toronto, Ontario",Région métropolitaine de recensement,Locataire,,535,28.0
2021,"Toronto, Ontario",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,535,27.0
2021,"Toronto, Ontario",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,535,33.0
2021,"Hamilton, Ontario",Région métropolitaine de recensement,"Total, mode d'occupation",,537,11.5
2021,"Hamilton, Ontario",Région métropolitaine de recensement,Propriétaire,,537,5.6
2021,"Hamilton, Ontario",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,537,
2021,"Hamilton, Ontario",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,537,6.4
2021,"Hamilton, Ontario",Région métropolitaine de recensement,Locataire,,537,25.0
2021,"Hamilton, Ontario",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,537,24.0
2021,"Hamilton, Ontario",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,537,31.0
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,"Total, mode d'occupation",,541,9.7
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,Propriétaire,,541,5.3
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,541,6.0
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,541,5.2
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,Locataire,,541,18.3
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,541,17.3
2021,"Kitchener-Cambridge-Waterloo, Ontario",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,541,27.0
2021,"London, Ontario",Région métropolitaine de recensement,"Total, mode d'occupation",,555,9.4
2021,"London, Ontario",Région métropolitaine de recensement,Propriétaire,,555,3.1
2021,"London, Ontario",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,555,
2021,"London, Ontario",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,555,3.6
2021,"London, Ontario",Région métropolitaine de recensement,Locataire,,555,22.0
2021,"London, Ontario",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,555,21.0
2021,"London, Ontario",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,555,27.0
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,"Total, mode d'occupation",,602,11.5
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,Propriétaire,,602,5.5
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,602,5.9
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,602,5.4
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,Locataire,,602,25.0
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,602,23.0
2021,"Winnipeg, Manitoba",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,602,34.0
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,"Total, mode d'occupation",,705,9.4
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,Propriétaire,,705,4.2
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,705,4.4
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,705,4.2
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,Locataire,,705,21.0
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,705,17.2
2021,"Regina, Saskatchewan",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,705,43.0
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,"Total, mode d'occupation",,725,9.3
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,Propriétaire,,725,4.6
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,725,
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,725,5.1
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,Locataire,,725,19.5
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,725,17.2
2021,"Saskatoon, Saskatchewan",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,725,36.0
2021,"Calgary, Alberta",Région métropolitaine de recensement,"Total, mode d'occupation",,825,8.2
2021,"Calgary, Alberta",Région métropolitaine de recensement,Propriétaire,,825,3.4
2021,"Calgary, Alberta",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,825,8.2
2021,"Calgary, Alberta",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,825,2.6
2021,"Calgary, Alberta",Région métropolitaine de recensement,Locataire,,825,21.0
2021,"Calgary, Alberta",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,825,18.3
2021,"Calgary, Alberta",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,825,45.0
2021,"Edmonton, Alberta",Région métropolitaine de recensement,"Total, mode d'occupation",,835,9.5
2021,"Edmonton, Alberta",Région métropolitaine de recensement,Propriétaire,,835,4.2
2021,"Edmonton, Alberta",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,835,3.9
2021,"Edmonton, Alberta",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,835,4.2
2021,"Edmonton, Alberta",Région métropolitaine de recensement,Locataire,,835,22.0
2021,"Edmonton, Alberta",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,835,19.8
2021,"Edmonton, Alberta",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,835,38.0
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,"Total, mode d'occupation",,933,15.0
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,Propriétaire,,933,9.4
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,933,11.2
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,933,9.1
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,Locataire,,933,24.0
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,933,23.0
2021,"Vancouver, Colombie-Britannique",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,933,32.0
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,"Total, mode d'occupation",,,5.0
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,Propriétaire,,,2.0
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,2.1
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,Locataire,,,12.1
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,,10.9
2021,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,,21.0
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,"Total, mode d'occupation",,,2.9
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,Propriétaire,,,0.7
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,Locataire,,,6.4
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,,6.8
2021,"Autres régions métropolitaines de recensement, Québec",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,,2.3
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,"Total, mode d'occupation",,,8.8
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,Propriétaire,,,2.4
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,2.8
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,Locataire,,,24.0
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,,25.0
2021,"Autres régions métropolitaines de recensement, Ontario",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,,19.2
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,"Total, mode d'occupation",,,9.3
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,Propriétaire,,,3.5
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,,4.2
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,3.4
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,Locataire,,,21.0
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,,19.1
2021,"Autres régions métropolitaines de recensement, Alberta",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,,36.0
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,"Total, mode d'occupation",,,9.8
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,Propriétaire,,,4.9
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,Propriétaire qui est un accédant à la propriété,,,3.7
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.1
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,Locataire,,,19.6
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,Locataire n'habitant pas dans un logement social et abordable,,,18.1
2021,"Autres régions métropolitaines de recensement, Colombie-Britannique",Région métropolitaine de recensement,Locataire habitant dans un logement social et abordable,,,35.0
2021,,,,,,7.3
2021,Canada (provinces seulement),Agglomérations de recensement,Propriétaire,,,2.9
2021,Canada (provinces seulement),Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,2.9
2021,Canada (provinces seulement),Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,2.9
2021,Canada (provinces seulement),Agglomérations de recensement,Locataire,,,17.4
2021,Canada (provinces seulement),Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,16.1
2021,Canada (provinces seulement),Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,25.0
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,"Total, mode d'occupation",,,5.8
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,Propriétaire,,,1.8
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,1.6
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,Locataire,,,14.8
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,12.1
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,23.0
2021,Île-du-Prince-Édouard,Agglomérations de recensement,"Total, mode d'occupation",,,6.7
2021,Île-du-Prince-Édouard,Agglomérations de recensement,Propriétaire,,,2.4
2021,Île-du-Prince-Édouard,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,4.4
2021,Île-du-Prince-Édouard,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,1.9
2021,Île-du-Prince-Édouard,Agglomérations de recensement,Locataire,,,14.2
2021,Île-du-Prince-Édouard,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,12.2
2021,Île-du-Prince-Édouard,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,25.0
2021,Nouvelle-Écosse,Agglomérations de recensement,"Total, mode d'occupation",,,9.7
2021,Nouvelle-Écosse,Agglomérations de recensement,Propriétaire,,,6.5
2021,Nouvelle-Écosse,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,17.9
2021,Nouvelle-Écosse,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.7
2021,Nouvelle-Écosse,Agglomérations de recensement,Locataire,,,17.8
2021,Nouvelle-Écosse,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,14.6
2021,Nouvelle-Écosse,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,30.0
2021,Nouveau-Brunswick,Agglomérations de recensement,"Total, mode d'occupation",,,3.2
2021,Nouveau-Brunswick,Agglomérations de recensement,Propriétaire,,,1.6
2021,Nouveau-Brunswick,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Nouveau-Brunswick,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,1.7
2021,Nouveau-Brunswick,Agglomérations de recensement,Locataire,,,7.9
2021,Nouveau-Brunswick,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,6.0
2021,Nouveau-Brunswick,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,17.0
2021,Québec,Agglomérations de recensement,"Total, mode d'occupation",,,4.6
2021,Québec,Agglomérations de recensement,Propriétaire,,,
2021,Québec,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Québec,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,
2021,Québec,Agglomérations de recensement,Locataire,,,12.1
2021,Québec,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,12.7
2021,Québec,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,7.0
2021,Ontario,Agglomérations de recensement,"Total, mode d'occupation",,,9.5
2021,Ontario,Agglomérations de recensement,Propriétaire,,,3.5
2021,Ontario,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Ontario,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,3.6
2021,Ontario,Agglomérations de recensement,Locataire,,,24.0
2021,Ontario,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,23.0
2021,Ontario,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,29.0
2021,Manitoba,Agglomérations de recensement,"Total, mode d'occupation",,,6.9
2021,Manitoba,Agglomérations de recensement,Propriétaire,,,2.7
2021,Manitoba,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Manitoba,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,2.9
2021,Manitoba,Agglomérations de recensement,Locataire,,,15.2
2021,Manitoba,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,10.5
2021,Manitoba,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,34.0
2021,Saskatchewan,Agglomérations de recensement,"Total, mode d'occupation",,,5.4
2021,Saskatchewan,Agglomérations de recensement,Propriétaire,,,2.0
2021,Saskatchewan,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Saskatchewan,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,2.0
2021,Saskatchewan,Agglomérations de recensement,Locataire,,,13.8
2021,Saskatchewan,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,9.9
2021,Saskatchewan,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,25.0
2021,Alberta,Agglomérations de recensement,"Total, mode d'occupation",,,6.3
2021,Alberta,Agglomérations de recensement,Propriétaire,,,2.2
2021,Alberta,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Alberta,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,1.8
2021,Alberta,Agglomérations de recensement,Locataire,,,18.7
2021,Alberta,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,16.0
2021,Alberta,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,37.0
2021,Colombie-Britannique,Agglomérations de recensement,"Total, mode d'occupation",,,8.5
2021,Colombie-Britannique,Agglomérations de recensement,Propriétaire,,,5.0
2021,Colombie-Britannique,Agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,2.3
2021,Colombie-Britannique,Agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.3
2021,Colombie-Britannique,Agglomérations de recensement,Locataire,,,19.0
2021,Colombie-Britannique,Agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,16.7
2021,Colombie-Britannique,Agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,35.0
2021,,,,,,8.4
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,5.8
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,5.3
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.9
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,18.2
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,17.2
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,24.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.1
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,5.5
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.9
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,22.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,19.6
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,31.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,6.3
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,6.7
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,15.3
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,17.9
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,9.2
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.9
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,6.6
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,9.1
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,6.3
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,18.1
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,17.3
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,22.0
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,7.5
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,6.6
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,6.2
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,10.4
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,15.9
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,5.2
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,3.6
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,4.1
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,10.2
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,10.3
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,9.7
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.4
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,4.3
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,5.3
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,4.2
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,27.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,26.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,28.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,8.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,5.2
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,5.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,5.3
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,18.9
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,14.9
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,30.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,"Total, mode d'occupation",,,14.4
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire,,,11.7
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui est un accédant à la propriété,,,7.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Propriétaire qui n'est pas un accédant à la propriété,,,12.1
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire,,,28.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire n'habitant pas dans un logement social et abordable,,,23.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,Locataire habitant dans un logement social et abordable,,,37.0
